     0    0  0.0000000E+00    1
     1    0  2.8887251E-01    1
     2    0  5.7419367E-01    1
     3    0  8.5596075E-01    1
     4    0  1.1341732E+00    1
     5    0  1.4088310E+00    1
     6    0  1.6799345E+00    1
     7    0  1.9474834E+00    1
     8    0  2.2114768E+00    1
     9    0  2.4719131E+00    1
    10    0  2.7287902E+00    2
    11    0  2.9821037E+00    2
    12    0  3.2318490E+00    2
    13    0  3.4780190E+00    2
    14    0  3.7206041E+00    2
    15    0  3.9595930E+00    2
    16    0  4.1949712E+00    2
    17    0  4.4267202E+00    2
    18    0  4.6548183E+00    2
    19    0  4.8792387E+00    2
    20    0  5.0999505E+00    2
    21    0  5.3169167E+00    2
    22    0  5.5300947E+00    2
    23    0  5.7394357E+00    2
    24    0  5.9448838E+00    2
    25    0  6.1463768E+00    2
    26    0  6.3438444E+00    2
    27    0  6.5372085E+00    2
    28    0  6.7263836E+00    2
    29    0  6.9112752E+00    2
    30    0  7.0917806E+00    2
    31    0  7.2677881E+00    2
    32    0  7.4391770E+00    2
    33    0  7.6058175E+00    2
    34    0  7.7675704E+00    2
    35    0  7.9242869E+00    2
    36    0  8.0758088E+00    2
    37    0  8.2219682E+00    2
    38    0  8.3625878E+00    2
    39    0  8.4974811E+00    2
    40    0  8.6264528E+00    2
    41    0  8.7492996E+00    2
    42    0  8.8658110E+00    2
    43    0  8.9757712E+00    2
    44    0  9.0789616E+00    2
    45    0  9.1751633E+00    2
    46    0  9.2641625E+00    2
    47    0  9.3457565E+00    2
    48    0  9.4197618E+00    2
    49    0  9.4860263E+00    2
    50    0  9.5444438E+00    2
    51    0  9.5949738E+00    2
    52    0  9.6376657E+00    2
    53    0  9.6726878E+00    2
    54    0  9.7003593E+00    2
    55    0  9.7211817E+00    2
    56    0  9.7358612E+00    2
    57    0  9.7453116E+00    2
    58    0  9.7506252E+00    2
    59    0  9.7530032E+00    2
    60    0  9.7536556E+00    2
     0    1  4.9334239E-04    1
     1    1  2.8936178E-01    1
     2    1  5.7467831E-01    1
     3    1  8.5644103E-01    1
     4    1  1.1346491E+00    1
     5    1  1.4093029E+00    1
     6    1  1.6804020E+00    1
     7    1  1.9479462E+00    1
     8    1  2.2119353E+00    1
     9    1  2.4723670E+00    1
    10    1  2.7292395E+00    2
    11    1  2.9825486E+00    2
    12    1  3.2322893E+00    2
    13    1  3.4784546E+00    2
    14    1  3.7210351E+00    2
    15    1  3.9600194E+00    2
    16    1  4.1953929E+00    2
    17    1  4.4271371E+00    2
    18    1  4.6552302E+00    2
    19    1  4.8796461E+00    2
    20    1  5.1003530E+00    2
    21    1  5.3173142E+00    2
    22    1  5.5304871E+00    2
    23    1  5.7398229E+00    2
    24    1  5.9452659E+00    2
    25    1  6.1467537E+00    2
    26    1  6.3442158E+00    2
    27    1  6.5375747E+00    2
    28    1  6.7267442E+00    2
    29    1  6.9116300E+00    2
    30    1  7.0921297E+00    2
    31    1  7.2681313E+00    2
    32    1  7.4395142E+00    2
    33    1  7.6061485E+00    2
    34    1  7.7678949E+00    2
    35    1  7.9246049E+00    2
    36    1  8.0761199E+00    2
    37    1  8.2222723E+00    2
    38    1  8.3628846E+00    2
    39    1  8.4977703E+00    2
    40    1  8.6267341E+00    2
    41    1  8.7495726E+00    2
    42    1  8.8660754E+00    2
    43    1  8.9760267E+00    2
    44    1  9.0792075E+00    2
    45    1  9.1753993E+00    2
    46    1  9.2643881E+00    2
    47    1  9.3459709E+00    2
    48    1  9.4199646E+00    2
    49    1  9.4862168E+00    2
    50    1  9.5446213E+00    2
    51    1  9.5951376E+00    2
    52    1  9.6378150E+00    2
    53    1  9.6728219E+00    2
    54    1  9.7004774E+00    2
    55    1  9.7212833E+00    2
    56    1  9.7359457E+00    2
    57    1  9.7453786E+00    2
    58    1  9.7506744E+00    2
    59    1  9.7530342E+00    2
    60    1  9.7536674E+00    2
