#Idx,EeV,g,rIn,v,J,ECB,Group
1,-5.113043e+00,5.000000e-01,2.190762e+00,0,0,5.113043e+00,1
2,-5.112687e+00,1.500000e+00,2.190776e+00,0,1,5.112689e+00,1
3,-5.111974e+00,2.500000e+00,2.190805e+00,0,2,5.111982e+00,1
4,-5.110905e+00,3.500000e+00,2.190847e+00,0,3,5.110928e+00,1
5,-5.109480e+00,4.500000e+00,2.190904e+00,0,4,5.109529e+00,1
6,-5.107699e+00,5.500000e+00,2.190975e+00,0,5,5.107787e+00,1
7,-5.105561e+00,6.500000e+00,2.191061e+00,0,6,5.105706e+00,1
8,-5.103068e+00,7.500000e+00,2.191160e+00,0,7,5.103288e+00,1
9,-5.100218e+00,8.500000e+00,2.191274e+00,0,8,5.100536e+00,1
10,-5.097013e+00,9.500000e+00,2.191402e+00,0,9,5.097452e+00,1
11,-5.093452e+00,1.050000e+01,2.191544e+00,0,10,5.094039e+00,1
12,-5.089536e+00,1.150000e+01,2.191701e+00,0,11,5.090300e+00,1
13,-5.085264e+00,1.250000e+01,2.191871e+00,0,12,5.086236e+00,1
14,-5.080637e+00,1.350000e+01,2.192056e+00,0,13,5.081851e+00,1
15,-5.075655e+00,1.450000e+01,2.192256e+00,0,14,5.077147e+00,1
16,-5.070318e+00,1.550000e+01,2.192469e+00,0,15,5.072126e+00,1
17,-5.064626e+00,1.650000e+01,2.192697e+00,0,16,5.066790e+00,1
18,-5.058580e+00,1.750000e+01,2.192939e+00,0,17,5.061143e+00,1
19,-5.052180e+00,1.850000e+01,2.193196e+00,0,18,5.055186e+00,1
20,-5.045426e+00,1.950000e+01,2.193467e+00,0,19,5.048922e+00,1
21,-5.038319e+00,2.050000e+01,2.193752e+00,0,20,5.042353e+00,1
22,-5.030858e+00,2.150000e+01,2.194052e+00,0,21,5.035482e+00,1
23,-5.023044e+00,2.250000e+01,2.194366e+00,0,22,5.028311e+00,1
24,-5.014877e+00,2.350000e+01,2.194694e+00,0,23,5.020842e+00,1
25,-5.006358e+00,2.450000e+01,2.195037e+00,0,24,5.013077e+00,1
26,-4.997487e+00,2.550000e+01,2.195395e+00,0,25,5.005019e+00,1
27,-4.988264e+00,2.650000e+01,2.195766e+00,0,26,4.996671e+00,1
28,-4.978689e+00,2.750000e+01,2.196153e+00,0,27,4.988033e+00,1
29,-4.968764e+00,2.850000e+01,2.196554e+00,0,28,4.979109e+00,1
30,-4.958488e+00,2.950000e+01,2.196969e+00,0,29,4.969900e+00,1
31,-4.947863e+00,3.050000e+01,2.197399e+00,0,30,4.960409e+00,1
32,-4.936887e+00,3.150000e+01,2.197844e+00,0,31,4.950638e+00,1
33,-4.925562e+00,3.250000e+01,2.198303e+00,0,32,4.940591e+00,1
34,-4.919035e+00,5.000000e-01,2.130908e+00,1,0,4.919035e+00,2
35,-4.918682e+00,1.500000e+00,2.130922e+00,1,1,4.918684e+00,2
36,-4.917978e+00,2.500000e+00,2.130949e+00,1,2,4.917986e+00,2
37,-4.916921e+00,3.500000e+00,2.130990e+00,1,3,4.916943e+00,2
38,-4.915511e+00,4.500000e+00,2.131045e+00,1,4,4.915560e+00,2
39,-4.913889e+00,3.350000e+01,2.198777e+00,0,33,4.930269e+00,1
40,-4.913750e+00,5.500000e+00,2.131114e+00,1,5,4.913838e+00,2
41,-4.911636e+00,6.500000e+00,2.131196e+00,1,6,4.911781e+00,2
42,-4.909171e+00,7.500000e+00,2.131292e+00,1,7,4.909391e+00,2
43,-4.906353e+00,8.500000e+00,2.131402e+00,1,8,4.906670e+00,2
44,-4.903183e+00,9.500000e+00,2.131526e+00,1,9,4.903622e+00,2
45,-4.901866e+00,3.450000e+01,2.199266e+00,0,34,4.919676e+00,1
46,-4.899662e+00,1.050000e+01,2.131663e+00,1,10,4.900249e+00,2
47,-4.895790e+00,1.150000e+01,2.131814e+00,1,11,4.896554e+00,2
48,-4.891565e+00,1.250000e+01,2.131979e+00,1,12,4.892538e+00,2
49,-4.889497e+00,3.550000e+01,2.199769e+00,0,35,4.908814e+00,1
50,-4.886990e+00,1.350000e+01,2.132158e+00,1,13,4.888204e+00,2
51,-4.882064e+00,1.450000e+01,2.132350e+00,1,14,4.883556e+00,2
52,-4.876786e+00,1.550000e+01,2.132557e+00,1,15,4.878594e+00,2
53,-4.876779e+00,3.650000e+01,2.200287e+00,0,36,4.897689e+00,1
54,-4.871159e+00,1.650000e+01,2.132777e+00,1,16,4.873322e+00,2
55,-4.865180e+00,1.750000e+01,2.133011e+00,1,17,4.867743e+00,2
56,-4.863715e+00,3.750000e+01,2.200820e+00,0,37,4.886304e+00,1
57,-4.858852e+00,1.850000e+01,2.133258e+00,1,18,4.861858e+00,2
58,-4.852173e+00,1.950000e+01,2.133520e+00,1,19,4.855669e+00,2
59,-4.850305e+00,3.850000e+01,2.201368e+00,0,38,4.874665e+00,1
60,-4.845145e+00,2.050000e+01,2.133796e+00,1,20,4.849180e+00,2
61,-4.837768e+00,2.150000e+01,2.134085e+00,1,21,4.842392e+00,2
62,-4.836549e+00,3.950000e+01,2.201931e+00,0,39,4.862779e+00,1
63,-4.830042e+00,2.250000e+01,2.134388e+00,1,22,4.835309e+00,2
64,-4.822447e+00,4.050000e+01,2.202508e+00,0,40,4.850656e+00,1
65,-4.821966e+00,2.350000e+01,2.134706e+00,1,23,4.827931e+00,2
66,-4.813543e+00,2.450000e+01,2.135037e+00,1,24,4.820262e+00,2
67,-4.808001e+00,4.150000e+01,2.203101e+00,0,41,4.838311e+00,1
68,-4.804771e+00,2.550000e+01,2.135382e+00,1,25,4.812304e+00,2
69,-4.795652e+00,2.650000e+01,2.135741e+00,1,26,4.804059e+00,2
70,-4.793211e+00,4.250000e+01,2.203708e+00,0,42,4.825778e+00,1
71,-4.786185e+00,2.750000e+01,2.136114e+00,1,27,4.795529e+00,2
72,-4.778077e+00,4.350000e+01,2.204330e+00,0,43,4.813679e+00,1
73,-4.776372e+00,2.850000e+01,2.136501e+00,1,28,4.786716e+00,2
74,-4.766211e+00,2.950000e+01,2.136903e+00,1,29,4.777623e+00,2
75,-4.762601e+00,4.450000e+01,2.204967e+00,0,44,4.801359e+00,1
76,-4.755705e+00,3.050000e+01,2.137318e+00,1,30,4.768252e+00,2
77,-4.746782e+00,4.550000e+01,2.205620e+00,0,45,4.788820e+00,1
78,-4.744853e+00,3.150000e+01,2.137747e+00,1,31,4.758604e+00,2
79,-4.733656e+00,3.250000e+01,2.138191e+00,1,32,4.748684e+00,2
80,-4.730622e+00,4.650000e+01,2.206288e+00,0,46,4.776055e+00,1
81,-4.728227e+00,5.000000e-01,2.092795e+00,2,0,4.728227e+00,3
82,-4.727879e+00,1.500000e+00,2.092809e+00,2,1,4.727881e+00,3
83,-4.727182e+00,2.500000e+00,2.092836e+00,2,2,4.727190e+00,3
84,-4.726137e+00,3.500000e+00,2.092876e+00,2,3,4.726160e+00,3
85,-4.724744e+00,4.500000e+00,2.092930e+00,2,4,4.724793e+00,3
86,-4.723002e+00,5.500000e+00,2.092997e+00,2,5,4.723091e+00,3
87,-4.722114e+00,3.350000e+01,2.138648e+00,1,33,4.738494e+00,2
88,-4.720913e+00,6.500000e+00,2.093078e+00,2,6,4.721057e+00,3
89,-4.718475e+00,7.500000e+00,2.093172e+00,2,7,4.718695e+00,3
90,-4.715689e+00,8.500000e+00,2.093280e+00,2,8,4.716006e+00,3
91,-4.714121e+00,4.750000e+01,2.206970e+00,0,47,4.763061e+00,1
92,-4.712555e+00,9.500000e+00,2.093401e+00,2,9,4.712994e+00,3
93,-4.710227e+00,3.450000e+01,2.139120e+00,1,34,4.728036e+00,2
94,-4.709074e+00,1.050000e+01,2.093535e+00,2,10,4.709661e+00,3
95,-4.705245e+00,1.150000e+01,2.093683e+00,2,11,4.706009e+00,3
96,-4.701068e+00,1.250000e+01,2.093845e+00,2,12,4.702041e+00,3
97,-4.697997e+00,3.550000e+01,2.139606e+00,1,35,4.717315e+00,2
98,-4.697279e+00,4.850000e+01,2.207668e+00,0,48,4.749834e+00,1
99,-4.696545e+00,1.350000e+01,2.094020e+00,2,13,4.697759e+00,3
100,-4.691674e+00,1.450000e+01,2.094209e+00,2,14,4.693166e+00,3
101,-4.686456e+00,1.550000e+01,2.094411e+00,2,15,4.688264e+00,3
102,-4.685424e+00,3.650000e+01,2.140107e+00,1,36,4.706333e+00,2
103,-4.680892e+00,1.650000e+01,2.094626e+00,2,16,4.683056e+00,3
104,-4.680098e+00,4.950000e+01,2.208381e+00,0,49,4.736375e+00,1
105,-4.674981e+00,1.750000e+01,2.094855e+00,2,17,4.677544e+00,3
106,-4.672507e+00,3.750000e+01,2.140621e+00,1,37,4.695096e+00,2
107,-4.668725e+00,1.850000e+01,2.095098e+00,2,18,4.671730e+00,3
108,-4.662578e+00,5.050000e+01,2.209110e+00,0,50,4.722682e+00,1
109,-4.662122e+00,1.950000e+01,2.095355e+00,2,19,4.665617e+00,3
110,-4.659248e+00,3.850000e+01,2.141150e+00,1,38,4.683609e+00,2
111,-4.655173e+00,2.050000e+01,2.095625e+00,2,20,4.659208e+00,3
112,-4.647880e+00,2.150000e+01,2.095908e+00,2,21,4.652504e+00,3
113,-4.645648e+00,3.950000e+01,2.141693e+00,1,39,4.671879e+00,2
114,-4.644720e+00,5.150000e+01,2.209854e+00,0,51,4.708755e+00,1
115,-4.640241e+00,2.250000e+01,2.096205e+00,2,22,4.645508e+00,3
116,-4.632257e+00,2.350000e+01,2.096516e+00,2,23,4.638222e+00,3
117,-4.631706e+00,4.050000e+01,2.142251e+00,1,40,4.659915e+00,2
118,-4.626524e+00,5.250000e+01,2.210613e+00,0,52,4.694596e+00,1
119,-4.623929e+00,2.450000e+01,2.096840e+00,2,24,4.630648e+00,3
120,-4.617424e+00,4.150000e+01,2.142823e+00,1,41,4.647734e+00,2
121,-4.615257e+00,2.550000e+01,2.097179e+00,2,25,4.622790e+00,3
122,-4.607992e+00,5.350000e+01,2.211388e+00,0,53,4.680204e+00,1
123,-4.606241e+00,2.650000e+01,2.097530e+00,2,26,4.614648e+00,3
124,-4.602802e+00,4.250000e+01,2.143409e+00,1,42,4.635369e+00,2
125,-4.596882e+00,2.750000e+01,2.097896e+00,2,27,4.606225e+00,3
126,-4.589124e+00,5.450000e+01,2.212178e+00,0,54,4.665579e+00,1
127,-4.587840e+00,4.350000e+01,2.144010e+00,1,43,4.623442e+00,2
128,-4.587180e+00,2.850000e+01,2.098275e+00,2,28,4.597524e+00,3
129,-4.577135e+00,2.950000e+01,2.098668e+00,2,29,4.588546e+00,3
130,-4.572539e+00,4.450000e+01,2.144625e+00,1,44,4.611298e+00,2
131,-4.569920e+00,5.550000e+01,2.212983e+00,0,55,4.650723e+00,1
132,-4.566748e+00,3.050000e+01,2.099075e+00,2,30,4.579295e+00,3
133,-4.556900e+00,4.550000e+01,2.145255e+00,1,45,4.598939e+00,2
134,-4.556020e+00,3.150000e+01,2.099496e+00,2,31,4.569771e+00,3
135,-4.550383e+00,5.650000e+01,2.213805e+00,0,56,4.635635e+00,1
136,-4.544950e+00,3.250000e+01,2.099930e+00,2,32,4.559979e+00,3
137,-4.540924e+00,4.650000e+01,2.145900e+00,1,46,4.586358e+00,2
138,-4.540576e+00,5.000000e-01,2.063556e+00,3,0,4.540576e+00,3
139,-4.540232e+00,1.500000e+00,2.063569e+00,3,1,4.540233e+00,3
140,-4.539543e+00,2.500000e+00,2.063596e+00,3,2,4.539551e+00,3
141,-4.538510e+00,3.500000e+00,2.063635e+00,3,3,4.538532e+00,3
142,-4.537132e+00,4.500000e+00,2.063688e+00,3,4,4.537181e+00,3
143,-4.535410e+00,5.500000e+00,2.063754e+00,3,5,4.535499e+00,3
144,-4.533539e+00,3.350000e+01,2.100379e+00,2,33,4.549920e+00,3
145,-4.533344e+00,6.500000e+00,2.063834e+00,3,6,4.533489e+00,3
146,-4.530934e+00,7.500000e+00,2.063927e+00,3,7,4.531155e+00,3
147,-4.530511e+00,5.750000e+01,2.214642e+00,0,57,4.620318e+00,6
148,-4.528180e+00,8.500000e+00,2.064033e+00,3,8,4.528498e+00,3
149,-4.525082e+00,9.500000e+00,2.064152e+00,3,9,4.525521e+00,3
150,-4.524611e+00,4.750000e+01,2.146559e+00,1,47,4.573551e+00,2
151,-4.521788e+00,3.450000e+01,2.100841e+00,2,34,4.539597e+00,3
152,-4.521641e+00,1.050000e+01,2.064285e+00,3,10,4.522228e+00,3
153,-4.517855e+00,1.150000e+01,2.064431e+00,3,11,4.518619e+00,3
154,-4.513726e+00,1.250000e+01,2.064590e+00,3,12,4.514699e+00,3
155,-4.510307e+00,5.850000e+01,2.215494e+00,0,58,4.604771e+00,6
156,-4.509698e+00,3.550000e+01,2.101317e+00,2,35,4.529015e+00,3
157,-4.509254e+00,1.350000e+01,2.064762e+00,3,13,4.510469e+00,3
158,-4.507961e+00,4.850000e+01,2.147233e+00,1,48,4.560516e+00,2
159,-4.504439e+00,1.450000e+01,2.064948e+00,3,14,4.505931e+00,3
160,-4.499281e+00,1.550000e+01,2.065147e+00,3,15,4.501089e+00,3
161,-4.497268e+00,3.650000e+01,2.101807e+00,2,36,4.518177e+00,3
162,-4.493780e+00,1.650000e+01,2.065360e+00,3,16,4.495944e+00,3
163,-4.490976e+00,4.950000e+01,2.147921e+00,1,49,4.547253e+00,2
164,-4.489771e+00,5.950000e+01,2.216363e+00,0,59,4.588997e+00,6
165,-4.487937e+00,1.750000e+01,2.065586e+00,3,17,4.490500e+00,3
166,-4.484499e+00,3.750000e+01,2.102311e+00,2,37,4.507087e+00,3
167,-4.481752e+00,1.850000e+01,2.065825e+00,3,18,4.484758e+00,3
168,-4.475224e+00,1.950000e+01,2.066077e+00,3,19,4.478720e+00,3
169,-4.473657e+00,5.050000e+01,2.148624e+00,1,50,4.533760e+00,2
170,-4.471392e+00,3.850000e+01,2.102829e+00,2,38,4.495752e+00,3
171,-4.468904e+00,6.050000e+01,2.217247e+00,0,60,4.572995e+00,6
172,-4.468355e+00,2.050000e+01,2.066343e+00,3,20,4.472390e+00,3
173,-4.461145e+00,2.150000e+01,2.066623e+00,3,21,4.465769e+00,3
174,-4.457947e+00,3.950000e+01,2.103361e+00,2,39,4.484177e+00,3
175,-4.456003e+00,5.150000e+01,2.149342e+00,1,51,4.520038e+00,2
176,-4.453593e+00,2.250000e+01,2.066915e+00,3,22,4.458861e+00,3
177,-4.447706e+00,6.150000e+01,2.218147e+00,0,61,4.556767e+00,6
178,-4.445701e+00,2.350000e+01,2.067222e+00,3,23,4.451666e+00,3
179,-4.444164e+00,4.050000e+01,2.103908e+00,2,40,4.472373e+00,3
180,-4.438015e+00,5.250000e+01,2.150075e+00,1,52,4.506087e+00,2
181,-4.437468e+00,2.450000e+01,2.067541e+00,3,24,4.444188e+00,3
182,-4.430046e+00,4.150000e+01,2.104468e+00,2,41,4.460356e+00,3
183,-4.428896e+00,2.550000e+01,2.067874e+00,3,25,4.436429e+00,3
184,-4.426179e+00,6.250000e+01,2.219063e+00,0,62,4.540314e+00,6
185,-4.419983e+00,2.650000e+01,2.068221e+00,3,26,4.428390e+00,3
186,-4.419695e+00,5.350000e+01,2.150823e+00,1,53,4.491907e+00,2
187,-4.415591e+00,4.250000e+01,2.105042e+00,2,42,4.448158e+00,3
188,-4.410731e+00,2.750000e+01,2.068581e+00,3,27,4.420075e+00,3
189,-4.404324e+00,6.350000e+01,2.219995e+00,0,63,4.523638e+00,6
190,-4.401140e+00,2.850000e+01,2.068955e+00,3,28,4.411485e+00,3
191,-4.401043e+00,5.450000e+01,2.151586e+00,1,54,4.477499e+00,2
192,-4.400801e+00,4.350000e+01,2.105631e+00,2,43,4.436403e+00,3
193,-4.391211e+00,2.950000e+01,2.069342e+00,3,29,4.402622e+00,3
194,-4.385676e+00,4.450000e+01,2.106234e+00,2,44,4.424434e+00,3
195,-4.382141e+00,6.450000e+01,2.220943e+00,0,64,4.506739e+00,6
196,-4.382061e+00,5.550000e+01,2.152363e+00,1,55,4.462863e+00,2
197,-4.380943e+00,3.050000e+01,2.069743e+00,3,30,4.393490e+00,3
198,-4.370338e+00,3.150000e+01,2.070158e+00,3,31,4.384089e+00,3
199,-4.370217e+00,4.550000e+01,2.106851e+00,2,45,4.412255e+00,3
200,-4.362747e+00,5.650000e+01,2.153156e+00,1,56,4.448000e+00,2
201,-4.359632e+00,6.550000e+01,2.221908e+00,0,65,4.489618e+00,6
202,-4.359395e+00,3.250000e+01,2.070586e+00,3,32,4.374424e+00,3
203,-4.356032e+00,5.000000e-01,2.039470e+00,4,0,4.356032e+00,4
204,-4.355691e+00,1.500000e+00,2.039483e+00,4,1,4.355693e+00,4
205,-4.355010e+00,2.500000e+00,2.039509e+00,4,2,4.355018e+00,4
206,-4.354424e+00,4.650000e+01,2.107482e+00,2,46,4.399857e+00,3
207,-4.353989e+00,3.500000e+00,2.039549e+00,4,3,4.354012e+00,4
208,-4.352627e+00,4.500000e+00,2.039601e+00,4,4,4.352676e+00,4
209,-4.350925e+00,5.500000e+00,2.039667e+00,4,5,4.351014e+00,4
210,-4.348883e+00,6.500000e+00,2.039745e+00,4,6,4.349028e+00,4
211,-4.348116e+00,3.350000e+01,2.071028e+00,3,33,4.364496e+00,3
212,-4.346501e+00,7.500000e+00,2.039837e+00,4,7,4.346721e+00,4
213,-4.343778e+00,8.500000e+00,2.039942e+00,4,8,4.344096e+00,4
214,-4.343105e+00,5.750000e+01,2.153964e+00,1,57,4.432911e+00,7
215,-4.340716e+00,9.500000e+00,2.040059e+00,4,9,4.341155e+00,4
216,-4.338298e+00,4.750000e+01,2.108127e+00,2,47,4.387238e+00,3
217,-4.337314e+00,1.050000e+01,2.040191e+00,4,10,4.337901e+00,4
218,-4.336796e+00,6.650000e+01,2.222888e+00,0,66,4.472277e+00,6
219,-4.336500e+00,3.450000e+01,2.071483e+00,3,34,4.354309e+00,3
220,-4.333572e+00,1.150000e+01,2.040335e+00,4,11,4.334336e+00,4
221,-4.329491e+00,1.250000e+01,2.040492e+00,4,12,4.330463e+00,4
222,-4.325070e+00,1.350000e+01,2.040663e+00,4,13,4.326284e+00,4
223,-4.324549e+00,3.550000e+01,2.071952e+00,3,35,4.343866e+00,3
224,-4.323133e+00,5.850000e+01,2.154787e+00,1,58,4.417597e+00,7
225,-4.321841e+00,4.850000e+01,2.108787e+00,2,48,4.374395e+00,3
226,-4.320310e+00,1.450000e+01,2.040846e+00,4,14,4.321802e+00,4
227,-4.315212e+00,1.550000e+01,2.041043e+00,4,15,4.317020e+00,4
228,-4.313636e+00,6.750000e+01,2.223885e+00,0,67,4.454717e+00,6
229,-4.312262e+00,3.650000e+01,2.072435e+00,3,36,4.333171e+00,3
230,-4.309774e+00,1.650000e+01,2.041253e+00,4,16,4.311938e+00,4
231,-4.305052e+00,4.950000e+01,2.109462e+00,2,49,4.361328e+00,3
232,-4.303998e+00,1.750000e+01,2.041476e+00,4,17,4.306561e+00,4
233,-4.302834e+00,5.950000e+01,2.155625e+00,1,59,4.402060e+00,7
234,-4.299640e+00,3.750000e+01,2.072931e+00,3,37,4.322229e+00,3
235,-4.297884e+00,1.850000e+01,2.041713e+00,4,18,4.300890e+00,4
236,-4.291432e+00,1.950000e+01,2.041963e+00,4,19,4.294928e+00,4
237,-4.290152e+00,6.850000e+01,2.224898e+00,0,68,4.436940e+00,6
238,-4.287932e+00,5.050000e+01,2.110151e+00,2,50,4.348035e+00,3
239,-4.286684e+00,3.850000e+01,2.073442e+00,3,38,4.311044e+00,3
240,-4.284642e+00,2.050000e+01,2.042226e+00,4,20,4.288677e+00,4
241,-4.282207e+00,6.050000e+01,2.156478e+00,1,60,4.386299e+00,7
242,-4.277515e+00,2.150000e+01,2.042502e+00,4,21,4.282139e+00,4
243,-4.273394e+00,3.950000e+01,2.073966e+00,3,39,4.299625e+00,3
244,-4.270481e+00,5.150000e+01,2.110854e+00,2,51,4.334517e+00,3
245,-4.270050e+00,2.250000e+01,2.042791e+00,4,22,4.275317e+00,4
246,-4.266345e+00,6.950000e+01,2.225927e+00,0,69,4.418947e+00,6
247,-4.262249e+00,2.350000e+01,2.043094e+00,4,23,4.268214e+00,4
248,-4.261255e+00,6.150000e+01,2.157347e+00,1,61,4.370316e+00,7
249,-4.259771e+00,4.050000e+01,2.074504e+00,3,40,4.287980e+00,3
250,-4.254112e+00,2.450000e+01,2.043410e+00,4,24,4.260831e+00,4
251,-4.252702e+00,5.250000e+01,2.111572e+00,2,52,4.320774e+00,3
252,-4.245816e+00,4.150000e+01,2.075056e+00,3,41,4.276126e+00,3
253,-4.245638e+00,2.550000e+01,2.043739e+00,4,25,4.253171e+00,4
254,-4.242216e+00,7.050000e+01,2.226973e+00,0,70,4.400738e+00,6
255,-4.239977e+00,6.250000e+01,2.158231e+00,1,62,4.354112e+00,7
256,-4.236828e+00,2.650000e+01,2.044082e+00,4,26,4.245235e+00,4
257,-4.234594e+00,5.350000e+01,2.112304e+00,2,53,4.306805e+00,3
258,-4.231528e+00,4.250000e+01,2.075622e+00,3,42,4.264095e+00,3
259,-4.227683e+00,2.750000e+01,2.044438e+00,4,27,4.237027e+00,4
260,-4.218375e+00,6.350000e+01,2.159130e+00,1,63,4.337689e+00,7
261,-4.218203e+00,2.850000e+01,2.044807e+00,4,28,4.228548e+00,4
262,-4.217767e+00,7.150000e+01,2.228036e+00,0,71,4.382317e+00,6
263,-4.216909e+00,4.350000e+01,2.076202e+00,3,43,4.252511e+00,3
264,-4.216158e+00,5.450000e+01,2.113051e+00,2,54,4.292613e+00,3
265,-4.208389e+00,2.950000e+01,2.045190e+00,4,29,4.219800e+00,4
266,-4.201959e+00,4.450000e+01,2.076796e+00,3,44,4.240717e+00,3
267,-4.198240e+00,3.050000e+01,2.045586e+00,4,30,4.210786e+00,4
268,-4.197395e+00,5.550000e+01,2.113812e+00,2,55,4.278197e+00,3
269,-4.196449e+00,6.450000e+01,2.160045e+00,1,64,4.321047e+00,7
270,-4.192997e+00,7.250000e+01,2.229115e+00,0,72,4.363682e+00,6
271,-4.187757e+00,3.150000e+01,2.045996e+00,4,31,4.201509e+00,4
272,-4.186679e+00,4.550000e+01,2.077404e+00,3,45,4.228717e+00,3
273,-4.178306e+00,5.650000e+01,2.114589e+00,2,56,4.263559e+00,3
274,-4.176941e+00,3.250000e+01,2.046419e+00,4,32,4.191970e+00,4
275,-4.174545e+00,5.000000e-01,2.018845e+00,5,0,4.174545e+00,4
276,-4.174208e+00,1.500000e+00,2.018858e+00,5,1,4.174210e+00,4
277,-4.174201e+00,6.550000e+01,2.160976e+00,1,65,4.304188e+00,7
278,-4.173535e+00,2.500000e+00,2.018884e+00,5,2,4.173544e+00,4
279,-4.172526e+00,3.500000e+00,2.018923e+00,5,3,4.172549e+00,4
280,-4.171180e+00,4.500000e+00,2.018975e+00,5,4,4.171229e+00,4
281,-4.171070e+00,4.650000e+01,2.078026e+00,3,46,4.216503e+00,3
282,-4.169498e+00,5.500000e+00,2.019040e+00,5,5,4.169586e+00,4
283,-4.167909e+00,7.350000e+01,2.230211e+00,0,73,4.344837e+00,6
284,-4.167479e+00,6.500000e+00,2.019118e+00,5,6,4.167624e+00,4
285,-4.165793e+00,3.350000e+01,2.046856e+00,4,33,4.182173e+00,4
286,-4.165124e+00,7.500000e+00,2.019209e+00,5,7,4.165345e+00,4
287,-4.162434e+00,8.500000e+00,2.019312e+00,5,8,4.162751e+00,4
288,-4.159407e+00,9.500000e+00,2.019429e+00,5,9,4.159846e+00,4
289,-4.158892e+00,5.750000e+01,2.115380e+00,2,57,4.248698e+00,8
290,-4.156044e+00,1.050000e+01,2.019559e+00,5,10,4.156631e+00,4
291,-4.155131e+00,4.750000e+01,2.078662e+00,3,47,4.204071e+00,3
292,-4.154312e+00,3.450000e+01,2.047306e+00,4,34,4.172121e+00,4
293,-4.152346e+00,1.150000e+01,2.019702e+00,5,11,4.153110e+00,4
294,-4.151631e+00,6.650000e+01,2.161922e+00,1,66,4.287112e+00,7
295,-4.148312e+00,1.250000e+01,2.019858e+00,5,12,4.149284e+00,4
296,-4.143942e+00,1.350000e+01,2.020027e+00,5,13,4.145156e+00,4
297,-4.142503e+00,7.450000e+01,2.231324e+00,0,74,4.325783e+00,6
298,-4.142499e+00,3.550000e+01,2.047770e+00,4,35,4.161817e+00,4
299,-4.139238e+00,1.450000e+01,2.020209e+00,5,14,4.140730e+00,4
300,-4.139152e+00,5.850000e+01,2.116186e+00,2,58,4.233617e+00,8
301,-4.138865e+00,4.850000e+01,2.079312e+00,3,48,4.191420e+00,3
302,-4.134198e+00,1.550000e+01,2.020404e+00,5,15,4.136006e+00,4
303,-4.130355e+00,3.650000e+01,2.048247e+00,4,36,4.151264e+00,4
304,-4.128824e+00,1.650000e+01,2.020612e+00,5,16,4.130987e+00,4
305,-4.128741e+00,6.750000e+01,2.162883e+00,1,67,4.269822e+00,7
306,-4.123115e+00,1.750000e+01,2.020833e+00,5,17,4.125677e+00,4
307,-4.122271e+00,4.950000e+01,2.079976e+00,3,49,4.178547e+00,3
308,-4.119089e+00,5.950000e+01,2.117007e+00,2,59,4.218315e+00,8
309,-4.117880e+00,3.750000e+01,2.048738e+00,4,37,4.140468e+00,4
310,-4.117072e+00,1.850000e+01,2.021067e+00,5,18,4.120077e+00,4
311,-4.116780e+00,7.550000e+01,2.232453e+00,0,75,4.306521e+00,6
312,-4.110694e+00,1.950000e+01,2.021315e+00,5,19,4.114190e+00,4
313,-4.105530e+00,6.850000e+01,2.163861e+00,1,68,4.252319e+00,7
314,-4.105350e+00,5.050000e+01,2.080655e+00,3,50,4.165454e+00,3
315,-4.105074e+00,3.850000e+01,2.049243e+00,4,38,4.129435e+00,4
316,-4.103983e+00,2.050000e+01,2.021575e+00,5,20,4.108018e+00,4
317,-4.098703e+00,6.050000e+01,2.117843e+00,2,60,4.202795e+00,8
318,-4.096939e+00,2.150000e+01,2.021849e+00,5,21,4.101563e+00,4
319,-4.091939e+00,3.950000e+01,2.049761e+00,4,39,4.118170e+00,4
320,-4.090741e+00,7.650000e+01,2.233600e+00,0,76,4.287053e+00,6
321,-4.089561e+00,2.250000e+01,2.022135e+00,5,22,4.094828e+00,4
322,-4.088103e+00,5.150000e+01,2.081348e+00,3,51,4.152139e+00,3
323,-4.082001e+00,6.950000e+01,2.164854e+00,1,69,4.234603e+00,7
324,-4.081851e+00,2.350000e+01,2.022435e+00,5,23,4.087815e+00,4
325,-4.078475e+00,4.050000e+01,2.050292e+00,4,40,4.106684e+00,4
326,-4.077995e+00,6.150000e+01,2.118693e+00,2,61,4.187056e+00,8
327,-4.073808e+00,2.450000e+01,2.022748e+00,5,24,4.080527e+00,4
328,-4.070531e+00,5.250000e+01,2.082055e+00,3,52,4.138603e+00,3
329,-4.065432e+00,2.550000e+01,2.023074e+00,5,25,4.072965e+00,4
330,-4.064682e+00,4.150000e+01,2.050838e+00,4,41,4.094992e+00,4
331,-4.064388e+00,7.750000e+01,2.234763e+00,0,77,4.267380e+00,6
332,-4.058155e+00,7.050000e+01,2.165863e+00,1,70,4.216677e+00,7
333,-4.056966e+00,6.250000e+01,2.119559e+00,2,62,4.171101e+00,8
334,-4.056725e+00,2.650000e+01,2.023414e+00,5,26,4.065132e+00,4
335,-4.052635e+00,5.350000e+01,2.082776e+00,3,53,4.124846e+00,3
336,-4.050561e+00,4.250000e+01,2.051397e+00,4,42,4.083127e+00,4
337,-4.047687e+00,2.750000e+01,2.023767e+00,5,27,4.057030e+00,4
338,-4.038317e+00,2.850000e+01,2.024132e+00,5,28,4.048662e+00,4
339,-4.037722e+00,7.850000e+01,2.235944e+00,0,78,4.247503e+00,6
340,-4.036112e+00,4.350000e+01,2.051971e+00,4,43,4.071714e+00,4
