Id,v,longitude,latitude,rin,eevvib,eevrot,deltaeintdiss,bin
1,0,0,-97.53689,1.993478,0,0,-9.753689,14
2,0,1,-97.53196,1.993489,0,0.000493,-9.753197,13
3,0,2,-97.52209,1.993512,0,0.00148,-9.752217,14
4,0,3,-97.50729,1.993546,0,0.00296,-9.750751,13
5,0,4,-97.48756,1.993592,0,0.004933,-9.748802,14
6,0,5,-97.46289,1.993648,0,0.0074,-9.746373,13
7,0,6,-97.4333,1.993717,0,0.010359,-9.743467,14
8,0,7,-97.39877,1.993796,0,0.013812,-9.740087,13
9,0,8,-97.35932,1.993887,0,0.017757,-9.736235,14
10,0,9,-97.31494,1.993989,0,0.022195,-9.731914,13
11,0,10,-97.26563,1.994103,0,0.027126,-9.727126,14
12,0,11,-97.2114,1.994228,0,0.032549,-9.721875,13
13,0,12,-97.15224,1.994364,0,0.038465,-9.716162,14
14,0,13,-97.08817,1.994512,0,0.044872,-9.709991,13
15,0,14,-97.01918,1.994671,0,0.051771,-9.703363,14
16,0,15,-96.94527,1.994841,0,0.059162,-9.696281,13
17,0,16,-96.86645,1.995023,0,0.067044,-9.688747,14
18,0,17,-96.78272,1.995217,0,0.075417,-9.680764,13
19,0,18,-96.69408,1.995421,0,0.084281,-9.672334,14
20,0,19,-96.60054,1.995638,0,0.093635,-9.663459,13
21,0,20,-96.5021,1.995865,0,0.103479,-9.654141,14
22,0,21,-96.39876,1.996104,0,0.113813,-9.644383,13
23,0,22,-96.29052,1.996355,0,0.124637,-9.634186,14
24,0,23,-96.17739,1.996617,0,0.13595,-9.623554,13
25,0,24,-96.05938,1.99689,0,0.147751,-9.612488,14
26,0,25,-95.93649,1.997175,0,0.16004,-9.60099,13
27,0,26,-95.80871,1.997471,0,0.172818,-9.589062,14
28,0,27,-95.67607,1.997779,0,0.186082,-9.576706,13
29,0,28,-95.53855,1.998098,0,0.199834,-9.563925,14
30,0,29,-95.39617,1.998429,0,0.214072,-9.550721,13
31,0,30,-95.24894,1.998772,0,0.228796,-9.537095,14
32,0,31,-95.09684,1.999126,0,0.244005,-9.52305,13
33,0,32,-94.9399,1.999491,0,0.259699,-9.508587,14
34,0,33,-94.77812,1.999868,0,0.275877,-9.493709,13
35,-1,0,-94.64817,1.939677,0.288872,0,-9.464817,15
36,-1,1,-94.64327,1.939688,0.288872,0.000489,-9.464329,16
37,-1,2,-94.63349,1.93971,0.288872,0.001467,-9.463357,15
38,-1,3,-94.61882,1.939744,0.288872,0.002934,-9.461904,16
39,0,34,-94.61149,2.000257,0,0.29254,-9.478417,14
40,-1,4,-94.59926,1.939788,0.288872,0.00489,-9.459972,15
41,-1,5,-94.57481,1.939843,0.288872,0.007335,-9.457565,16
42,-1,6,-94.54548,1.939909,0.288872,0.010269,-9.454685,15
43,-1,7,-94.51125,1.939986,0.288872,0.013691,-9.451335,16
44,-1,8,-94.47214,1.940074,0.288872,0.017602,-9.447517,15
45,0,35,-94.44004,2.000657,0,0.309685,-9.462715,13
46,-1,9,-94.42815,1.940174,0.288872,0.022002,-9.443235,16
47,-1,10,-94.37927,1.940284,0.288872,0.026889,-9.438491,15
48,-1,11,-94.32552,1.940405,0.288872,0.032265,-9.433287,16
49,-1,12,-94.26688,1.940538,0.288872,0.038129,-9.427626,15
50,0,36,-94.26375,2.001069,0,0.327314,-9.446602,14
51,-1,13,-94.20337,1.940681,0.288872,0.04448,-9.42151,16
52,-1,14,-94.13498,1.940835,0.288872,0.051319,-9.414943,15
53,0,37,-94.08265,2.001492,0,0.345424,-9.430083,13
54,-1,15,-94.06172,1.941001,0.288872,0.058645,-9.407925,16
55,-1,16,-93.98359,1.941178,0.288872,0.066458,-9.400461,15
56,-1,17,-93.90059,1.941365,0.288872,0.074758,-9.392551,16
57,0,38,-93.89674,2.001927,0,0.364015,-9.413158,14
58,-1,18,-93.81273,1.941564,0.288872,0.083544,-9.384198,15
59,-1,19,-93.72,1.941774,0.288872,0.092816,-9.375405,16
60,0,39,-93.70601,2.002374,0,0.383088,-9.39583,13
61,-1,20,-93.62242,1.941995,0.288872,0.102574,-9.366173,15
62,-1,21,-93.51998,1.942227,0.288872,0.112818,-9.356506,16
63,0,40,-93.51049,2.002833,0,0.40264,-9.3781,14
64,-1,22,-93.4127,1.94247,0.288872,0.123547,-9.346404,15
65,0,41,-93.31017,2.003303,0,0.422672,-9.359971,13
66,-1,23,-93.30056,1.942724,0.288872,0.13476,-9.335871,16
67,-1,24,-93.18359,1.942989,0.288872,0.146458,-9.324908,15
68,0,42,-93.10507,2.003785,0,0.443182,-9.341444,14
69,-1,25,-93.06177,1.943266,0.288872,0.15864,-9.313518,16
70,-1,26,-92.93512,1.943554,0.288872,0.171305,-9.301702,15
71,0,43,-92.89518,2.004278,0,0.464171,-9.322522,13
72,-1,27,-92.80364,1.943852,0.288872,0.184453,-9.289463,16
73,0,44,-92.68053,2.004783,0,0.485636,-9.303206,14
74,-1,28,-92.66733,1.944162,0.288872,0.198084,-9.276803,15
75,-1,29,-92.5262,1.944484,0.288872,0.212197,-9.263723,16
76,0,45,-92.4611,2.005301,0,0.507579,-9.283499,13
77,-1,30,-92.38025,1.944816,0.288872,0.226791,-9.250227,15
78,0,46,-92.23693,2.005829,0,0.529996,-9.263402,14
79,-1,31,-92.2295,1.945159,0.288872,0.241867,-9.236315,16
80,-1,32,-92.07394,1.945514,0.288872,0.257423,-9.22199,15
81,0,47,-92.008,2.00637,0,0.552889,-9.242918,13
82,-1,33,-91.91357,1.94588,0.288872,0.273459,-9.207255,16
83,-2,0,-91.79495,1.90506,0.574194,0,-9.179495,17
84,-2,1,-91.79011,1.905071,0.574194,0.000485,-9.179012,8
85,-2,2,-91.78041,1.905092,0.574194,0.001454,-9.178049,17
86,0,48,-91.77433,2.006922,0,0.576256,-9.222048,14
87,-2,3,-91.76587,1.905125,0.574194,0.002908,-9.176609,8
88,-1,34,-91.74842,1.946257,0.288872,0.289975,-9.19211,15
89,-2,4,-91.74649,1.905168,0.574194,0.004847,-9.174695,17
90,-2,5,-91.72225,1.905222,0.574194,0.00727,-9.172309,8
91,-2,6,-91.69318,1.905287,0.574194,0.010178,-9.169455,17
92,-2,7,-91.65925,1.905363,0.574194,0.01357,-9.166135,8
93,-2,8,-91.62049,1.90545,0.574194,0.017446,-9.162352,17
94,-1,35,-91.57847,1.946646,0.288872,0.306969,-9.176558,16
95,-2,9,-91.57689,1.905547,0.574194,0.021807,-9.158109,8
96,0,49,-91.53592,2.007487,0,0.600097,-9.200794,13
97,-2,10,-91.52844,1.905655,0.574194,0.026651,-9.153408,17
98,-2,11,-91.47516,1.905774,0.574194,0.031979,-9.148251,8
99,-2,12,-91.41704,1.905904,0.574194,0.037791,-9.142642,17
100,-1,36,-91.40374,1.947046,0.288872,0.324442,-9.160601,15
101,-2,13,-91.35409,1.906045,0.574194,0.044086,-9.136583,8
102,0,50,-91.2928,2.008063,0,0.624409,-9.179159,14
103,-2,14,-91.28631,1.906197,0.574194,0.050865,-9.130076,17
104,-1,37,-91.22424,1.947457,0.288872,0.342393,-9.144241,16
105,-2,15,-91.21369,1.90636,0.574194,0.058126,-9.123123,8
106,-2,16,-91.13626,1.906533,0.574194,0.06587,-9.115728,17
107,-2,17,-91.05399,1.906718,0.574194,0.074096,-9.107891,8
108,0,51,-91.04495,2.008651,0,0.649194,-9.157145,13
109,-1,38,-91.03996,1.947879,0.288872,0.36082,-9.12748,15
110,-2,18,-90.96691,1.906913,0.574194,0.082805,-9.099616,17
111,-2,19,-90.87501,1.907119,0.574194,0.091995,-9.090905,8
112,-1,39,-90.85092,1.948312,0.288872,0.379725,-9.11032,16
113,0,52,-90.79239,2.009251,0,0.67445,-9.134752,14
114,-2,20,-90.77829,1.907336,0.574194,0.101666,-9.08176,17
115,-2,21,-90.67676,1.907564,0.574194,0.111819,-9.072183,8
116,-1,40,-90.65712,1.948757,0.288872,0.399104,-9.092763,15
117,-2,22,-90.57043,1.907803,0.574194,0.122453,-9.062177,17
118,0,53,-90.53514,2.009863,0,0.700175,-9.111984,13
119,-2,23,-90.45929,1.908052,0.574194,0.133567,-9.051743,8
120,-1,41,-90.45858,1.949214,0.288872,0.418959,-9.074811,16
121,-2,24,-90.34335,1.908313,0.574194,0.145161,-9.040884,17
122,0,54,-90.2732,2.010486,0,0.72637,-9.088843,14
123,-1,42,-90.25528,1.949681,0.288872,0.439288,-9.056465,15
124,-2,25,-90.22261,1.908584,0.574194,0.157234,-9.029602,8
125,-2,26,-90.09708,1.908867,0.574194,0.169787,-9.017899,17
126,-1,43,-90.04726,1.95016,0.288872,0.460091,-9.037729,16
127,0,55,-90.00657,2.011122,0,0.753032,-9.065329,13
128,-2,27,-89.96677,1.909161,0.574194,0.182818,-9.005776,8
129,-1,44,-89.8345,1.950651,0.288872,0.481367,-9.018603,15
130,-2,28,-89.83167,1.909465,0.574194,0.196328,-8.993237,17
131,0,56,-89.73527,2.01177,0,0.780162,-9.041447,14
132,-2,29,-89.6918,1.90978,0.574194,0.210315,-8.980283,8
133,-1,45,-89.61702,1.951153,0.288872,0.503115,-8.99909,16
134,-2,30,-89.54715,1.910107,0.574194,0.22478,-8.966917,17
135,0,57,-89.45931,2.01243,0,0.807758,-9.017196,13
136,-2,31,-89.39774,1.910444,0.574194,0.239722,-8.953139,8
137,-1,46,-89.39483,1.951666,0.288872,0.525334,-8.979192,15
138,-2,32,-89.24356,1.910793,0.574194,0.255139,-8.938953,17
139,0,58,-89.1787,2.013102,0,0.835819,-8.992581,14
140,-1,47,-89.16793,1.95219,0.288872,0.548024,-8.958911,16
141,-2,33,-89.08463,1.911152,0.574194,0.271033,-8.92436,8
142,-3,0,-88.97728,1.878299,0.855961,0,-8.897728,18
143,-3,1,-88.97248,1.87831,0.855961,0.00048,-8.89725,8
144,-3,2,-88.96287,1.878331,0.855961,0.001441,-8.896295,18
145,-3,3,-88.94846,1.878363,0.855961,0.002882,-8.894868,8
146,-1,48,-88.93633,1.952727,0.288872,0.571183,-8.938248,15
147,-3,4,-88.92925,1.878406,0.855961,0.004803,-8.892971,18
148,-2,34,-88.92094,1.911523,0.574194,0.287401,-8.909362,17
149,-3,5,-88.90523,1.878459,0.855961,0.007205,-8.890607,8
150,0,59,-88.89344,2.013786,0,0.864345,-8.967601,13
151,-3,6,-88.87642,1.878523,0.855961,0.010087,-8.887779,18
152,-3,7,-88.8428,1.878598,0.855961,0.013448,-8.884489,8
153,-3,8,-88.80438,1.878683,0.855961,0.01729,-8.880741,18
154,-3,9,-88.76117,1.87878,0.855961,0.021612,-8.876537,8
155,-2,35,-88.75251,1.911904,0.574194,0.304244,-8.893962,8
156,-3,10,-88.71316,1.878887,0.855961,0.026413,-8.871879,18
157,-1,49,-88.70005,1.953274,0.288872,0.594812,-8.917207,16
158,-3,11,-88.66035,1.879004,0.855961,0.031693,-8.86677,8
159,0,60,-88.60355,2.014482,0,0.893334,-8.942261,14
160,-3,12,-88.60275,1.879132,0.855961,0.037453,-8.861213,18
161,-2,36,-88.57934,1.912297,0.574194,0.321562,-8.878161,17
162,-3,13,-88.54037,1.879271,0.855961,0.043692,-8.85521,8
163,-3,14,-88.47319,1.879421,0.855961,0.050409,-8.848764,18
164,-1,50,-88.45908,1.953833,0.288872,0.618909,-8.895787,15
165,-2,37,-88.40144,1.9127,0.574194,0.339352,-8.861961,8
166,-3,15,-88.40123,1.879582,0.855961,0.057605,-8.841877,8
167,-3,16,-88.32448,1.879753,0.855961,0.06528,-8.83455,18
168,0,61,-88.30904,2.01519,0,0.922785,-8.916561,13
169,-3,17,-88.24296,1.879935,0.855961,0.073432,-8.826788,8
170,-2,38,-88.2188,1.913115,0.574194,0.357615,-8.845364,17
171,-1,51,-88.21343,1.954404,0.288872,0.643473,-8.873993,16
172,-3,18,-88.15666,1.880127,0.855961,0.082063,-8.818591,18
173,-3,19,-88.06558,1.880331,0.855961,0.09117,-8.809963,8
174,-2,39,-88.03145,1.913541,0.574194,0.37635,-8.828373,8
175,0,62,-88.00992,2.01591,0,0.952697,-8.890503,14
176,-3,20,-87.96973,1.880545,0.855961,0.100755,-8.800904,18
177,-1,52,-87.96313,1.954986,0.288872,0.668504,-8.851825,15
178,-3,21,-87.86911,1.88077,0.855961,0.110817,-8.791419,8
179,-2,40,-87.83939,1.913978,0.574194,0.395557,-8.810989,17
180,-3,22,-87.76373,1.881006,0.855961,0.121355,-8.781508,18
181,-1,53,-87.70816,1.95558,0.288872,0.694,-8.829286,16
182,0,63,-87.70619,2.016643,0,0.98307,-8.864091,13
183,-3,23,-87.65359,1.881252,0.855961,0.132369,-8.771174,8
184,-2,41,-87.64262,1.914426,0.574194,0.415234,-8.793215,8
185,-3,24,-87.53869,1.881509,0.855961,0.143859,-8.760419,18
186,-1,54,-87.44855,1.956185,0.288872,0.719961,-8.806378,15
187,-2,42,-87.44114,1.914886,0.574194,0.435381,-8.775051,17
188,-3,25,-87.41904,1.881777,0.855961,0.155824,-8.749245,8
189,0,64,-87.39787,2.017387,0,1.013902,-8.837325,14
190,-3,26,-87.29464,1.882056,0.855961,0.168264,-8.737655,18
191,-2,43,-87.23498,1.915356,0.574194,0.455997,-8.756501,8
192,-1,55,-87.18431,1.956802,0.288872,0.746386,-8.783103,16
193,-3,27,-87.1655,1.882346,0.855961,0.181178,-8.725649,8
194,0,65,-87.08497,2.018144,0,1.045192,-8.810208,13
195,-3,28,-87.03162,1.882646,0.855961,0.194566,-8.713232,18
196,-2,44,-87.02413,1.915838,0.574194,0.477083,-8.737566,17
197,-1,56,-86.91543,1.957431,0.288872,0.773273,-8.759462,15
198,-3,29,-86.89301,1.882958,0.855961,0.208428,-8.700404,8
199,-2,45,-86.8086,1.91633,0.574194,0.498636,-8.718248,8
200,0,66,-86.7675,2.018914,0,1.076939,-8.782743,14
201,-3,30,-86.74966,1.88328,0.855961,0.222763,-8.687167,18
202,-1,57,-86.64193,1.958071,0.288872,0.800623,-8.735459,16
203,-3,31,-86.60159,1.883613,0.855961,0.237569,-8.673524,8
204,-2,46,-86.5884,1.916834,0.574194,0.520656,-8.698549,17
205,-3,32,-86.4488,1.883957,0.855961,0.252848,-8.659477,18
206,0,67,-86.44547,2.019695,0,1.109142,-8.75493,13
207,-1,58,-86.36383,1.958723,0.288872,0.828433,-8.711094,15
208,-2,47,-86.36354,1.91735,0.574194,0.543142,-8.678472,8
209,-3,33,-86.2913,1.884311,0.855961,0.268598,-8.645027,8
210,-4,0,-86.19516,1.856118,1.134173,0,-8.619516,2
211,-4,1,-86.1904,1.856129,1.134173,0.000476,-8.619042,8
212,-4,2,-86.18088,1.85615,1.134173,0.001428,-8.618096,2
213,-4,3,-86.1666,1.856181,1.134173,0.002856,-8.616682,8
214,-4,4,-86.14756,1.856224,1.134173,0.00476,-8.614802,2
215,-2,48,-86.13402,1.917876,0.574194,0.566093,-8.658017,17
216,-3,34,-86.12909,1.884677,0.855961,0.284819,-8.630177,18
217,-4,5,-86.12376,1.856277,1.134173,0.00714,-8.61246,8
218,0,68,-86.11889,2.020489,0,1.1418,-8.726773,14
219,-4,6,-86.09521,1.85634,1.134173,0.009995,-8.609658,2
220,-1,59,-86.08113,1.959387,0.288872,0.856704,-8.68637,16
221,-4,7,-86.06189,1.856414,1.134173,0.013327,-8.606399,8
222,-4,8,-86.02382,1.856499,1.134173,0.017133,-8.602685,2
223,-4,9,-85.981,1.856594,1.134173,0.021416,-8.59852,8
224,-3,35,-85.96218,1.885053,0.855961,0.30151,-8.614929,8
225,-4,10,-85.93343,1.8567,1.134173,0.026173,-8.593906,2
226,-2,49,-85.89986,1.918414,0.574194,0.58951,-8.637188,8
227,-4,11,-85.8811,1.856816,1.134173,0.031406,-8.588845,8
228,-4,12,-85.82403,1.856943,1.134173,0.037113,-8.58334,2
229,-1,60,-85.79383,1.960062,0.288872,0.885433,-8.661288,15
230,-3,36,-85.79057,1.885441,0.855961,0.318671,-8.599284,18
231,0,69,-85.78778,2.021295,0,1.174911,-8.698273,13
232,-4,13,-85.7622,1.857081,1.134173,0.043296,-8.577394,8
233,-4,14,-85.69564,1.857229,1.134173,0.049952,-8.571009,2
234,-2,50,-85.66105,1.918963,0.574194,0.61339,-8.615985,17
235,-4,15,-85.62433,1.857387,1.134173,0.057083,-8.564187,8
236,-3,37,-85.61428,1.885839,0.855961,0.3363,-8.583245,8
237,-4,16,-85.54828,1.857557,1.134173,0.064688,-8.55693,2
238,-1,61,-85.50196,1.960749,0.288872,0.914621,-8.635852,16
239,-4,17,-85.4675,1.857737,1.134173,0.072766,-8.549242,8
240,0,70,-85.45214,2.022114,0,1.208475,-8.669433,14
241,-3,38,-85.4333,1.886249,0.855961,0.354398,-8.566814,18
242,-2,51,-85.41762,1.919524,0.574194,0.637733,-8.594412,8
243,-4,18,-85.38198,1.857927,1.134173,0.081318,-8.541123,2
244,-4,19,-85.29173,1.858129,1.134173,0.090343,-8.532577,8
245,-3,39,-85.24764,1.886669,0.855961,0.372964,-8.549992,8
246,-1,62,-85.20552,1.961448,0.288872,0.944265,-8.610063,15
247,-4,20,-85.19675,1.858341,1.134173,0.099841,-8.523606,2
248,-2,52,-85.16957,1.920096,0.574194,0.662538,-8.57247,17
249,0,71,-85.11199,2.022945,0,1.24249,-8.640254,13
250,-4,21,-85.09705,1.858563,1.134173,0.109811,-8.514212,8
251,-3,40,-85.05731,1.8871,0.855961,0.391997,-8.532782,18
252,-4,22,-84.99262,1.858796,1.134173,0.120253,-8.504397,2
253,-2,53,-84.91691,1.920679,0.574194,0.687805,-8.550161,8
254,-1,63,-84.90452,1.962159,0.288872,0.974365,-8.583924,16
255,-4,23,-84.88349,1.85904,1.134173,0.131167,-8.494163,8
256,-3,41,-84.86233,1.887542,0.855961,0.411496,-8.515186,8
257,-4,24,-84.76963,1.859295,1.134173,0.142552,-8.483513,2
258,0,72,-84.76734,2.023789,0,1.276955,-8.61074,14
259,-3,42,-84.66268,1.887996,0.855961,0.431461,-8.497205,18
260,-2,54,-84.65964,1.921273,0.574194,0.713531,-8.527487,17
261,-4,25,-84.65107,1.85956,1.134173,0.154409,-8.472448,8
262,-1,64,-84.59897,1.962882,0.288872,1.00492,-8.557435,15
263,-4,26,-84.52781,1.859836,1.134173,0.166735,-8.460971,2
264,-3,43,-84.45838,1.88846,0.855961,0.45189,-8.478841,8
265,0,73,-84.41819,2.024644,0,1.31187,-8.580891,13
266,-4,27,-84.39984,1.860123,1.134173,0.179532,-8.449084,8
267,-2,55,-84.39778,1.921879,0.574194,0.739718,-8.50445,8
268,-1,65,-84.28888,1.963616,0.288872,1.035928,-8.5306,16
269,-4,28,-84.26718,1.86042,1.134173,0.192798,-8.436788,2
270,-3,44,-84.24944,1.888935,0.855961,0.472784,-8.460098,18
271,-2,56,-84.13133,1.922497,0.574194,0.766362,-8.481052,17
272,-4,29,-84.12983,1.860728,1.134173,0.206533,-8.424086,8
273,0,74,-84.06458,2.025513,0,1.347231,-8.55071,14
274,-3,45,-84.03587,1.889422,0.855961,0.494141,-8.440975,8
275,-4,30,-83.98779,1.861047,1.134173,0.220737,-8.41098,2
276,-1,66,-83.97427,1.964362,0.288872,1.067389,-8.50342,15
277,-2,57,-83.86031,1.923125,0.574194,0.793464,-8.457296,8
278,-4,31,-83.84107,1.861376,1.134173,0.235408,-8.397473,8
279,-3,46,-83.81767,1.889919,0.855961,0.515961,-8.421477,18
280,0,75,-83.70649,2.026394,0,1.38304,-8.5202,13
281,-4,32,-83.68968,1.861717,1.134173,0.250548,-8.383565,2
282,-1,67,-83.65514,1.965121,0.288872,1.099302,-8.475897,16
283,-3,47,-83.59485,1.890428,0.855961,0.538243,-8.401603,8
284,-2,58,-83.58472,1.923766,0.574194,0.821023,-8.433183,17
285,-4,33,-83.53362,1.862068,1.134173,0.266154,-8.369259,8
286,-5,0,-83.44858,1.837026,1.408831,0,-8.344858,2
287,-5,1,-83.44386,1.837036,1.408831,0.000472,-8.344388,11
288,-5,2,-83.43443,1.837057,1.408831,0.001415,-8.343451,2
289,-5,3,-83.42028,1.837089,1.408831,0.00283,-8.34205,11
290,-5,4,-83.40142,1.837131,1.408831,0.004716,-8.340188,2
291,-5,5,-83.37784,1.837183,1.408831,0.007074,-8.337867,11
292,-4,34,-83.37289,1.862429,1.134173,0.282227,-8.354557,2
293,-3,48,-83.36743,1.890947,0.855961,0.560986,-8.381358,18
294,-5,6,-83.34954,1.837246,1.408831,0.009904,-8.335092,2
295,0,76,-83.34396,2.027288,0,1.419293,-8.489363,14
296,-1,68,-83.33151,1.965891,0.288872,1.131665,-8.448035,15
297,-5,7,-83.31654,1.837319,1.408831,0.013204,-8.331863,11
298,-2,59,-83.30458,1.924417,0.574194,0.849037,-8.408715,8
299,-5,8,-83.27882,1.837403,1.408831,0.016976,-8.328185,2
300,-5,9,-83.23639,1.837498,1.408831,0.021219,-8.324059,11
301,-4,35,-83.20751,1.862802,1.134173,0.298765,-8.339462,8
302,-5,10,-83.18925,1.837602,1.408831,0.025933,-8.319489,2
303,-5,11,-83.13741,1.837718,1.408831,0.031117,-8.314476,11
304,-3,49,-83.13539,1.891478,0.855961,0.584189,-8.360741,8
305,-5,12,-83.08086,1.837844,1.408831,0.036772,-8.309024,2
306,-4,36,-83.03747,1.863185,1.134173,0.315769,-8.323974,2
307,-2,60,-83.01989,1.925081,0.574194,0.877506,-8.383894,17
308,-5,13,-83.01961,1.83798,1.408831,0.042897,-8.303134,11
309,-1,69,-83.00339,1.966673,0.288872,1.164478,-8.419834,16
310,0,77,-82.97699,2.028194,0,1.455991,-8.4582,13
311,-5,14,-82.95365,1.838127,1.408831,0.049493,-8.29681,2
312,-3,50,-82.89877,1.89202,0.855961,0.607852,-8.339756,18
313,-5,15,-82.883,1.838284,1.408831,0.056558,-8.290054,11
314,-4,37,-82.86279,1.86358,1.134173,0.333237,-8.308096,8
315,-5,16,-82.80765,1.838452,1.408831,0.064093,-8.282867,2
316,-2,61,-82.73067,1.925756,0.574194,0.906429,-8.358723,8
317,-5,17,-82.72761,1.838631,1.408831,0.072097,-8.275253,11
318,-4,38,-82.68346,1.863985,1.134173,0.351169,-8.291831,2
319,-1,70,-82.67078,1.967467,0.288872,1.197738,-8.391297,15
320,-3,51,-82.65755,1.892573,0.855961,0.631973,-8.318405,8
321,-5,18,-82.64288,1.838819,1.408831,0.08057,-8.267213,2
322,0,78,-82.60559,2.029113,0,1.49313,-8.426715,14
323,-5,19,-82.55346,1.839019,1.408831,0.089512,-8.258751,11
324,-4,39,-82.49951,1.864401,1.134173,0.369565,-8.275179,8
325,-5,20,-82.45936,1.839229,1.408831,0.098922,-8.249867,2
326,-2,62,-82.43692,1.926442,0.574194,0.935804,-8.333203,17
327,-3,52,-82.41176,1.893137,0.855961,0.656552,-8.296689,18
328,-5,21,-82.36057,1.83945,1.408831,0.108801,-8.240565,11
329,-1,71,-82.33371,1.968274,0.288872,1.231445,-8.362426,16
330,-4,40,-82.31093,1.864828,1.134173,0.388423,-8.258143,2
331,-5,22,-82.25711,1.839681,1.408831,0.119147,-8.230846,2
332,0,79,-82.22977,2.030045,0,1.530712,-8.394909,13
333,-3,53,-82.16141,1.893713,0.855961,0.681588,-8.274611,8
334,-5,23,-82.14898,1.839922,1.408831,0.12996,-8.220713,11
335,-2,63,-82.13865,1.92714,0.574194,0.96563,-8.307337,8
336,-4,41,-82.11773,1.865265,1.134173,0.407743,-8.240726,8
337,-5,24,-82.03618,1.840175,1.408831,0.14124,-8.210167,2
338,-1,72,-81.99218,1.969092,0.288872,1.265598,-8.333224,15
339,-4,42,-81.91991,1.865714,1.134173,0.427525,-8.222928,2
340,-5,25,-81.91871,1.840438,1.408831,0.152987,-8.199212,11
341,-3,54,-81.90649,1.8943,0.855961,0.707079,-8.252172,18
342,0,80,-81.84956,2.03099,0,1.568733,-8.362784,14
343,-2,64,-81.83588,1.92785,0.574194,0.995907,-8.281127,17
344,-5,26,-81.79658,1.840711,1.408831,0.1652,-8.187849,2
345,-4,43,-81.71749,1.866173,1.134173,0.447767,-8.204752,8
346,-5,27,-81.6698,1.840995,1.408831,0.177878,-8.176079,11
347,-3,55,-81.64702,1.894898,0.855961,0.733026,-8.229375,8
348,-1,73,-81.6462,1.969923,0.288872,1.300196,-8.303692,16
349,-5,28,-81.53836,1.84129,1.408831,0.191022,-8.163906,2
350,-2,65,-81.52862,1.928571,0.574194,1.026633,-8.254574,8
351,-4,44,-81.51047,1.866644,1.134173,0.468469,-8.186201,2
352,0,81,-81.46496,2.031947,0,1.607193,-8.330343,13
353,-5,29,-81.40228,1.841595,1.408831,0.20463,-8.151332,11
354,-3,56,-81.38302,1.895507,0.855961,0.759427,-8.206221,18
355,-4,45,-81.29886,1.867125,1.134173,0.489629,-8.167275,8
356,-1,74,-81.2958,1.970765,0.288872,1.335237,-8.273832,15
357,-5,30,-81.26156,1.841911,1.408831,0.218702,-8.138357,2
358,-2,66,-81.21688,1.929304,0.574194,1.057807,-8.227681,17
359,-5,31,-81.1162,1.842238,1.408831,0.233238,-8.124985,11
360,-3,57,-81.11447,1.896128,0.855961,0.786281,-8.182713,8
361,-4,46,-81.08267,1.867617,1.134173,0.511249,-8.147977,2
362,0,82,-81.07598,2.032917,0,1.646091,-8.297588,26
363,-5,32,-80.96621,1.842575,1.408831,0.248237,-8.111217,2
364,-1,75,-80.94097,1.97162,0.288872,1.37072,-8.243648,16
365,-2,67,-80.90067,1.930049,0.574194,1.089429,-8.20045,8
366,-4,47,-80.86191,1.868121,1.134173,0.533325,-8.128309,8
367,-3,58,-80.84141,1.896759,0.855961,0.813587,-8.158852,18
368,-5,33,-80.81159,1.842923,1.408831,0.263699,-8.097056,11
369,-6,0,-80.73755,1.820196,1.679934,0,-8.073755,2
370,-6,1,-80.73287,1.820206,1.679934,0.000467,-8.073289,11
371,-6,2,-80.72353,1.820227,1.679934,0.001402,-8.072361,2
372,-6,3,-80.70951,1.820258,1.679934,0.002804,-8.070973,11
373,-6,4,-80.69082,1.8203,1.679934,0.004672,-8.069128,2
374,0,83,-80.68265,2.033901,0,1.685424,-8.264522,30
375,-6,5,-80.66746,1.820352,1.679934,0.007009,-8.06683,11
376,-5,34,-80.65235,1.843282,1.408831,0.279623,-8.082503,2
377,-6,6,-80.63943,1.820414,1.679934,0.009811,-8.064081,2
378,-4,48,-80.63657,1.868635,1.134173,0.555859,-8.108272,2
379,-6,7,-80.60673,1.820487,1.679934,0.013081,-8.060883,11
380,-1,76,-80.58173,1.972487,0.288872,1.406643,-8.21314,29
381,-2,68,-80.57999,1.930805,0.574194,1.121496,-8.172883,17
382,-6,8,-80.56937,1.82057,1.679934,0.016818,-8.057239,2
383,-3,59,-80.56384,1.897403,0.855961,0.841344,-8.134641,8
384,-6,9,-80.52733,1.820664,1.679934,0.021021,-8.053153,11
385,-5,35,-80.4885,1.843651,1.408831,0.296008,-8.067561,11
386,-6,10,-80.48063,1.820768,1.679934,0.025691,-8.048627,2
387,-6,11,-80.42927,1.820882,1.679934,0.030827,-8.043663,11
388,-4,49,-80.40668,1.86916,1.134173,0.578848,-8.08787,8
389,-6,12,-80.37325,1.821007,1.679934,0.036429,-8.038263,2
390,-5,36,-80.32004,1.844032,1.408831,0.312854,-8.052231,2
391,-6,13,-80.31257,1.821143,1.679934,0.042498,-8.032431,11
392,0,84,-80.28497,2.034896,0,1.725192,-8.231146,26
393,-3,60,-80.28177,1.898057,0.855961,0.869552,-8.110082,18
394,-2,69,-80.25487,1.931573,0.574194,1.154009,-8.144982,8
395,-6,14,-80.24723,1.821288,1.679934,0.049031,-8.026168,2
396,-1,77,-80.2181,1.973366,0.288872,1.443007,-8.182312,28
397,-6,15,-80.17724,1.821444,1.679934,0.056031,-8.019478,11
398,-4,50,-80.17224,1.869696,1.134173,0.602292,-8.067104,2
