#Idx,EeV,g,rIn,v,J,ECB,Group
1,-9.753634e+00,6.000000e+00,1.992985e+00,0,0,9.753634e+00,1
2,-9.753140e+00,9.000000e+00,1.992996e+00,0,1,9.753142e+00,1
3,-9.752153e+00,3.000000e+01,1.993019e+00,0,2,9.752161e+00,1
4,-9.750672e+00,2.100000e+01,1.993053e+00,0,3,9.750694e+00,1
5,-9.748698e+00,5.400000e+01,1.993098e+00,0,4,9.748744e+00,1
6,-9.746231e+00,3.300000e+01,1.993155e+00,0,5,9.746315e+00,1
7,-9.743270e+00,7.800000e+01,1.993223e+00,0,6,9.743407e+00,1
8,-9.739816e+00,4.500000e+01,1.993303e+00,0,7,9.740026e+00,1
9,-9.735869e+00,1.020000e+02,1.993394e+00,0,8,9.736172e+00,1
10,-9.731429e+00,5.700000e+01,1.993496e+00,0,9,9.731850e+00,1
11,-9.726497e+00,1.260000e+02,1.993610e+00,0,10,9.727061e+00,1
12,-9.721071e+00,6.900000e+01,1.993735e+00,0,11,9.721807e+00,1
13,-9.715153e+00,1.500000e+02,1.993872e+00,0,12,9.716093e+00,1
14,-9.708743e+00,8.100000e+01,1.994020e+00,0,13,9.709920e+00,1
15,-9.701842e+00,1.740000e+02,1.994179e+00,0,14,9.703290e+00,1
16,-9.694448e+00,9.300000e+01,1.994350e+00,0,15,9.696207e+00,1
17,-9.686563e+00,1.980000e+02,1.994532e+00,0,16,9.688672e+00,1
18,-9.678186e+00,1.050000e+02,1.994726e+00,0,17,9.680688e+00,1
19,-9.669319e+00,2.220000e+02,1.994931e+00,0,18,9.672257e+00,1
20,-9.659961e+00,1.170000e+02,1.995148e+00,0,19,9.663381e+00,1
21,-9.650112e+00,2.460000e+02,1.995375e+00,0,20,9.654061e+00,1
22,-9.639774e+00,1.290000e+02,1.995615e+00,0,21,9.644300e+00,1
23,-9.628946e+00,2.700000e+02,1.995866e+00,0,22,9.634099e+00,1
24,-9.617629e+00,1.410000e+02,1.996128e+00,0,23,9.623460e+00,1
25,-9.605823e+00,2.940000e+02,1.996402e+00,0,24,9.612385e+00,1
26,-9.593529e+00,1.530000e+02,1.996687e+00,0,25,9.600875e+00,1
27,-9.580747e+00,3.180000e+02,1.996984e+00,0,26,9.588932e+00,1
28,-9.567477e+00,1.650000e+02,1.997293e+00,0,27,9.576558e+00,1
29,-9.553720e+00,3.420000e+02,1.997613e+00,0,28,9.563755e+00,1
30,-9.539476e+00,1.770000e+02,1.997944e+00,0,29,9.550524e+00,1
31,-9.524746e+00,3.660000e+02,1.998287e+00,0,30,9.536868e+00,1
32,-9.509531e+00,1.890000e+02,1.998642e+00,0,31,9.522788e+00,1
33,-9.493831e+00,3.900000e+02,1.999008e+00,0,32,9.508287e+00,1
34,-9.477646e+00,2.010000e+02,1.999386e+00,0,33,9.493368e+00,1
35,-9.465008e+00,6.000000e+00,1.939280e+00,1,0,9.465008e+00,1
36,-9.464518e+00,9.000000e+00,1.939291e+00,1,1,9.464520e+00,1
37,-9.463540e+00,3.000000e+01,1.939313e+00,1,2,9.463548e+00,1
38,-9.462073e+00,2.100000e+01,1.939346e+00,1,3,9.462094e+00,1
39,-9.460977e+00,4.140000e+02,1.999775e+00,0,34,9.478031e+00,1
40,-9.460116e+00,5.400000e+01,1.939390e+00,1,4,9.460162e+00,1
41,-9.457671e+00,3.300000e+01,1.939445e+00,1,5,9.457754e+00,1
42,-9.454736e+00,7.800000e+01,1.939511e+00,1,6,9.454873e+00,1
43,-9.451313e+00,4.500000e+01,1.939588e+00,1,7,9.451522e+00,1
44,-9.447401e+00,1.020000e+02,1.939677e+00,1,8,9.447704e+00,1
45,-9.443825e+00,2.130000e+02,2.000176e+00,0,35,9.462281e+00,1
46,-9.443000e+00,5.700000e+01,1.939776e+00,1,9,9.443421e+00,1
47,-9.438112e+00,1.260000e+02,1.939886e+00,1,10,9.438675e+00,1
48,-9.432735e+00,6.900000e+01,1.940007e+00,1,11,9.433471e+00,1
49,-9.426869e+00,1.500000e+02,1.940139e+00,1,12,9.427809e+00,1
50,-9.426190e+00,4.380000e+02,2.000589e+00,0,36,9.446119e+00,1
51,-9.420516e+00,8.100000e+01,1.940283e+00,1,13,9.421693e+00,1
52,-9.413676e+00,1.740000e+02,1.940437e+00,1,14,9.415125e+00,1
53,-9.408073e+00,2.250000e+02,2.001013e+00,0,37,9.429548e+00,1
54,-9.406348e+00,9.300000e+01,1.940603e+00,1,15,9.408107e+00,1
55,-9.398533e+00,1.980000e+02,1.940779e+00,1,16,9.400642e+00,1
56,-9.390231e+00,1.050000e+02,1.940967e+00,1,17,9.392733e+00,1
57,-9.389474e+00,4.620000e+02,2.001449e+00,0,38,9.412571e+00,1
58,-9.381442e+00,2.220000e+02,1.941165e+00,1,18,9.384380e+00,1
59,-9.372168e+00,1.170000e+02,1.941375e+00,1,19,9.375587e+00,1
60,-9.370394e+00,2.370000e+02,2.001897e+00,0,39,9.395190e+00,1
61,-9.362407e+00,2.460000e+02,1.941596e+00,1,20,9.366356e+00,1
62,-9.352161e+00,1.290000e+02,1.941828e+00,1,21,9.356686e+00,1
63,-9.350834e+00,4.860000e+02,2.002356e+00,0,40,9.377409e+00,1
64,-9.341429e+00,2.700000e+02,1.942071e+00,1,22,9.346582e+00,1
65,-9.330795e+00,2.490000e+02,2.002827e+00,0,41,9.359231e+00,1
66,-9.330213e+00,1.410000e+02,1.942325e+00,1,23,9.336044e+00,1
67,-9.318512e+00,2.940000e+02,1.942590e+00,1,24,9.325074e+00,1
68,-9.310277e+00,5.100000e+02,2.003310e+00,0,42,9.340658e+00,1
69,-9.306327e+00,1.530000e+02,1.942867e+00,1,25,9.313674e+00,1
70,-9.293659e+00,3.180000e+02,1.943154e+00,1,26,9.301845e+00,1
71,-9.289280e+00,2.610000e+02,2.003805e+00,0,43,9.321693e+00,1
72,-9.280508e+00,1.650000e+02,1.943453e+00,1,27,9.289589e+00,1
73,-9.267806e+00,5.340000e+02,2.004311e+00,0,44,9.302339e+00,1
74,-9.266873e+00,3.420000e+02,1.943763e+00,1,28,9.276909e+00,1
75,-9.252757e+00,1.770000e+02,1.944084e+00,1,29,9.263805e+00,1
76,-9.245856e+00,2.730000e+02,2.004829e+00,0,45,9.282600e+00,1
77,-9.238159e+00,3.660000e+02,1.944416e+00,1,30,9.250280e+00,1
78,-9.223430e+00,5.580000e+02,2.005359e+00,0,46,9.262476e+00,1
79,-9.223079e+00,1.890000e+02,1.944760e+00,1,31,9.236336e+00,1
80,-9.207519e+00,3.900000e+02,1.945115e+00,1,32,9.221976e+00,1
81,-9.200528e+00,2.850000e+02,2.005901e+00,0,47,9.241972e+00,1
82,-9.191479e+00,2.010000e+02,1.945480e+00,1,33,9.207201e+00,1
83,-9.179834e+00,6.000000e+00,1.904774e+00,2,0,9.179834e+00,2
84,-9.179350e+00,9.000000e+00,1.904785e+00,2,1,9.179351e+00,2
85,-9.178380e+00,3.000000e+01,1.904806e+00,2,2,9.178388e+00,2
86,-9.177152e+00,5.820000e+02,2.006454e+00,0,48,9.221089e+00,1
87,-9.176926e+00,2.100000e+01,1.904839e+00,2,3,9.176947e+00,2
88,-9.174987e+00,5.400000e+01,1.904882e+00,2,4,9.175033e+00,2
89,-9.174959e+00,4.140000e+02,1.945858e+00,1,34,9.192013e+00,1
90,-9.172563e+00,3.300000e+01,1.904936e+00,2,5,9.172647e+00,2
91,-9.169655e+00,7.800000e+01,1.905001e+00,2,6,9.169793e+00,2
92,-9.166263e+00,4.500000e+01,1.905076e+00,2,7,9.166472e+00,2
93,-9.162386e+00,1.020000e+02,1.905163e+00,2,8,9.162689e+00,2
94,-9.158025e+00,5.700000e+01,1.905260e+00,2,9,9.158445e+00,2
95,-9.157960e+00,2.130000e+02,1.946246e+00,1,35,9.176416e+00,1
96,-9.153303e+00,2.970000e+02,2.007020e+00,0,49,9.199830e+00,1
97,-9.153180e+00,1.260000e+02,1.905368e+00,2,10,9.153744e+00,2
98,-9.147851e+00,6.900000e+01,1.905487e+00,2,11,9.148587e+00,2
99,-9.142039e+00,1.500000e+02,1.905617e+00,2,12,9.142978e+00,2
100,-9.140483e+00,4.380000e+02,1.946646e+00,1,36,9.160412e+00,1
101,-9.135743e+00,8.100000e+01,1.905757e+00,2,13,9.136919e+00,2
102,-9.128981e+00,6.060000e+02,2.007598e+00,0,50,9.178195e+00,1
103,-9.128964e+00,1.740000e+02,1.905908e+00,2,14,9.130413e+00,2
104,-9.122528e+00,2.250000e+02,1.947057e+00,1,37,9.144003e+00,1
105,-9.121702e+00,9.300000e+01,1.906071e+00,2,15,9.123461e+00,2
106,-9.113957e+00,1.980000e+02,1.906244e+00,2,16,9.116067e+00,2
107,-9.105730e+00,1.050000e+02,1.906428e+00,2,17,9.108232e+00,2
108,-9.104187e+00,3.090000e+02,2.008187e+00,0,51,9.156188e+00,1
109,-9.104095e+00,4.620000e+02,1.947479e+00,1,38,9.127192e+00,1
110,-9.097020e+00,2.220000e+02,1.906622e+00,2,18,9.099959e+00,2
111,-9.087829e+00,1.170000e+02,1.906828e+00,2,19,9.091249e+00,2
112,-9.085187e+00,2.370000e+02,1.947913e+00,1,39,9.109983e+00,1
113,-9.078923e+00,6.300000e+02,2.008788e+00,0,52,9.133810e+00,1
114,-9.078156e+00,2.460000e+02,1.907045e+00,2,20,9.082105e+00,2
115,-9.068002e+00,1.290000e+02,1.907272e+00,2,21,9.072528e+00,2
116,-9.065802e+00,4.860000e+02,1.948358e+00,1,40,9.092377e+00,1
117,-9.057368e+00,2.700000e+02,1.907510e+00,2,22,9.062521e+00,2
118,-9.053188e+00,3.210000e+02,2.009402e+00,0,53,9.111063e+00,1
119,-9.046252e+00,1.410000e+02,1.907760e+00,2,23,9.052084e+00,2
120,-9.045942e+00,2.490000e+02,1.948814e+00,1,41,9.074378e+00,1
121,-9.034657e+00,2.940000e+02,1.908020e+00,2,24,9.041219e+00,2
122,-9.026984e+00,6.540000e+02,2.010027e+00,0,54,9.087947e+00,1
123,-9.025608e+00,5.100000e+02,1.949282e+00,1,42,9.055989e+00,1
124,-9.022582e+00,1.530000e+02,1.908291e+00,2,25,9.029928e+00,2
125,-9.010028e+00,3.180000e+02,1.908573e+00,2,26,9.018214e+00,2
126,-9.004800e+00,2.610000e+02,1.949761e+00,1,43,9.037213e+00,1
127,-9.000312e+00,3.330000e+02,2.010664e+00,0,55,9.064465e+00,1
128,-8.996995e+00,1.650000e+02,1.908866e+00,2,27,9.006077e+00,2
129,-8.983519e+00,5.340000e+02,1.950251e+00,1,44,9.018052e+00,1
130,-8.983484e+00,3.420000e+02,1.909169e+00,2,28,8.993519e+00,2
131,-8.973172e+00,6.780000e+02,2.011314e+00,0,56,9.040618e+00,1
132,-8.969495e+00,1.770000e+02,1.909484e+00,2,29,8.980543e+00,2
133,-8.961766e+00,2.730000e+02,1.950753e+00,1,45,8.998509e+00,1
134,-8.955028e+00,3.660000e+02,1.909810e+00,2,30,8.967150e+00,2
135,-8.945566e+00,3.450000e+02,2.011975e+00,0,57,9.016407e+00,1
136,-8.940085e+00,1.890000e+02,1.910147e+00,2,31,8.953342e+00,2
137,-8.939541e+00,5.580000e+02,1.951267e+00,1,46,8.978588e+00,1
138,-8.924665e+00,3.900000e+02,1.910495e+00,2,32,8.939122e+00,2
139,-8.917495e+00,7.020000e+02,2.012649e+00,0,58,8.991834e+00,1
140,-8.916845e+00,2.850000e+02,1.951791e+00,1,47,8.958289e+00,1
141,-8.908770e+00,2.010000e+02,1.910854e+00,2,33,8.924492e+00,2
142,-8.898129e+00,6.000000e+00,1.878128e+00,3,0,8.898129e+00,2
143,-8.897649e+00,9.000000e+00,1.878139e+00,3,1,8.897651e+00,2
144,-8.896688e+00,3.000000e+01,1.878160e+00,3,2,8.896696e+00,2
145,-8.895247e+00,2.100000e+01,1.878192e+00,3,3,8.895269e+00,2
146,-8.893680e+00,5.820000e+02,1.952328e+00,1,48,8.937617e+00,1
147,-8.893326e+00,5.400000e+01,1.878235e+00,3,4,8.893372e+00,2
148,-8.892400e+00,4.140000e+02,1.911223e+00,2,34,8.909454e+00,2
149,-8.890925e+00,3.300000e+01,1.878288e+00,3,5,8.891008e+00,2
150,-8.888960e+00,3.570000e+02,2.013335e+00,0,59,8.966900e+00,4
151,-8.888043e+00,7.800000e+01,1.878352e+00,3,6,8.888180e+00,2
152,-8.884681e+00,4.500000e+01,1.878426e+00,3,7,8.884891e+00,2
153,-8.880840e+00,1.020000e+02,1.878511e+00,3,8,8.881143e+00,2
154,-8.876518e+00,5.700000e+01,1.878607e+00,3,9,8.876939e+00,2
155,-8.875555e+00,2.130000e+02,1.911604e+00,2,35,8.894011e+00,2
156,-8.871718e+00,1.260000e+02,1.878714e+00,3,10,8.872281e+00,2
157,-8.870045e+00,2.970000e+02,1.952876e+00,1,49,8.916572e+00,1
158,-8.866437e+00,6.900000e+01,1.878831e+00,3,11,8.867173e+00,2
159,-8.860678e+00,1.500000e+02,1.878959e+00,3,12,8.861617e+00,2
160,-8.859961e+00,7.260000e+02,2.014032e+00,0,60,8.941607e+00,4
161,-8.858236e+00,4.380000e+02,1.911996e+00,2,36,8.878165e+00,2
162,-8.854439e+00,8.100000e+01,1.879097e+00,3,13,8.855615e+00,2
163,-8.847722e+00,1.740000e+02,1.879246e+00,3,14,8.849170e+00,2
164,-8.845943e+00,6.060000e+02,1.953435e+00,1,50,8.895157e+00,1
165,-8.840526e+00,9.300000e+01,1.879406e+00,3,15,8.842285e+00,2
166,-8.840443e+00,2.250000e+02,1.912399e+00,2,37,8.861918e+00,2
167,-8.832851e+00,1.980000e+02,1.879577e+00,3,16,8.834961e+00,2
168,-8.830499e+00,3.690000e+02,2.014743e+00,0,61,8.915957e+00,4
169,-8.824699e+00,1.050000e+02,1.879758e+00,3,17,8.827201e+00,2
170,-8.822178e+00,4.620000e+02,1.912813e+00,2,38,8.845275e+00,2
171,-8.821372e+00,3.090000e+02,1.954006e+00,1,51,8.873373e+00,1
172,-8.816069e+00,2.220000e+02,1.879950e+00,3,18,8.819007e+00,2
173,-8.806961e+00,1.170000e+02,1.880153e+00,3,19,8.810381e+00,2
174,-8.803440e+00,2.370000e+02,1.913239e+00,2,39,8.828237e+00,2
175,-8.800576e+00,7.500000e+02,2.015465e+00,0,62,8.889950e+00,4
176,-8.797377e+00,2.460000e+02,1.880366e+00,3,20,8.801325e+00,2
177,-8.796335e+00,6.300000e+02,1.954588e+00,1,52,8.851223e+00,1
178,-8.787315e+00,1.290000e+02,1.880590e+00,3,21,8.791841e+00,2
179,-8.784232e+00,4.860000e+02,1.913675e+00,2,40,8.810807e+00,2
180,-8.776777e+00,2.700000e+02,1.880825e+00,3,22,8.781930e+00,2
181,-8.770833e+00,3.210000e+02,1.955183e+00,1,53,8.828707e+00,1
182,-8.770193e+00,3.810000e+02,2.016199e+00,0,63,8.863589e+00,4
183,-8.765763e+00,1.410000e+02,1.881071e+00,3,23,8.771594e+00,2
184,-8.764552e+00,2.490000e+02,1.914122e+00,2,41,8.792988e+00,2
185,-8.754274e+00,2.940000e+02,1.881327e+00,3,24,8.760836e+00,2
186,-8.744865e+00,6.540000e+02,1.955788e+00,1,54,8.805828e+00,1
187,-8.744402e+00,5.100000e+02,1.914581e+00,2,42,8.774783e+00,2
188,-8.742309e+00,1.530000e+02,1.881594e+00,3,25,8.749655e+00,2
189,-8.739350e+00,7.740000e+02,2.016946e+00,0,64,8.836876e+00,4
190,-8.729869e+00,3.180000e+02,1.881872e+00,3,26,8.738055e+00,2
191,-8.723783e+00,2.610000e+02,1.915050e+00,2,43,8.756196e+00,2
192,-8.718434e+00,3.330000e+02,1.956406e+00,1,55,8.782587e+00,1
193,-8.716955e+00,1.650000e+02,1.882161e+00,3,27,8.726037e+00,2
194,-8.708050e+00,3.930000e+02,2.017705e+00,0,65,8.809810e+00,4
195,-8.703567e+00,3.420000e+02,1.882460e+00,3,28,8.713602e+00,2
196,-8.702695e+00,5.340000e+02,1.915531e+00,2,44,8.737228e+00,2
197,-8.691540e+00,6.780000e+02,1.957035e+00,1,56,8.758985e+00,1
198,-8.689706e+00,1.770000e+02,1.882770e+00,3,29,8.700754e+00,2
199,-8.681140e+00,2.730000e+02,1.916024e+00,2,45,8.717883e+00,2
200,-8.676292e+00,7.980000e+02,2.018477e+00,0,66,8.782396e+00,4
201,-8.675372e+00,3.660000e+02,1.883091e+00,3,30,8.687493e+00,2
202,-8.664184e+00,3.450000e+02,1.957675e+00,1,57,8.735024e+00,1
203,-8.660565e+00,1.890000e+02,1.883423e+00,3,31,8.673822e+00,2
204,-8.659117e+00,5.580000e+02,1.916527e+00,2,46,8.698164e+00,2
205,-8.645286e+00,3.900000e+02,1.883766e+00,3,32,8.659743e+00,2
206,-8.644079e+00,4.050000e+02,2.019261e+00,0,67,8.754634e+00,4
207,-8.636628e+00,2.850000e+02,1.917042e+00,2,47,8.678072e+00,2
208,-8.636367e+00,7.020000e+02,1.958328e+00,1,58,8.710705e+00,1
209,-8.629536e+00,2.010000e+02,1.884120e+00,3,33,8.645258e+00,2
210,-8.619908e+00,6.000000e+00,1.856062e+00,4,0,8.619908e+00,2
211,-8.619432e+00,9.000000e+00,1.856072e+00,4,1,8.619434e+00,2
212,-8.618480e+00,3.000000e+01,1.856093e+00,4,2,8.618488e+00,2
213,-8.617052e+00,2.100000e+01,1.856125e+00,4,3,8.617074e+00,2
214,-8.615149e+00,5.400000e+01,1.856167e+00,4,4,8.615195e+00,2
215,-8.613673e+00,5.820000e+02,1.917568e+00,2,48,8.657610e+00,2
216,-8.613315e+00,4.140000e+02,1.884484e+00,3,34,8.630370e+00,2
217,-8.612769e+00,3.300000e+01,1.856219e+00,4,5,8.612853e+00,2
218,-8.611410e+00,8.220000e+02,2.020057e+00,0,68,8.726525e+00,4
219,-8.609914e+00,7.800000e+01,1.856283e+00,4,6,8.610051e+00,2
220,-8.608090e+00,3.570000e+02,1.958992e+00,1,59,8.686030e+00,4
221,-8.606583e+00,4.500000e+01,1.856356e+00,4,7,8.606793e+00,2
222,-8.602777e+00,1.020000e+02,1.856440e+00,4,8,8.603080e+00,2
223,-8.598496e+00,5.700000e+01,1.856535e+00,4,9,8.598916e+00,2
224,-8.596625e+00,2.130000e+02,1.884859e+00,3,35,8.615081e+00,2
225,-8.593739e+00,1.260000e+02,1.856640e+00,4,10,8.594303e+00,2
226,-8.590254e+00,2.970000e+02,1.918105e+00,2,49,8.636780e+00,2
227,-8.588507e+00,6.900000e+01,1.856756e+00,4,11,8.589243e+00,2
228,-8.582800e+00,1.500000e+02,1.856882e+00,4,12,8.583740e+00,2
229,-8.579464e+00,4.380000e+02,1.885246e+00,3,36,8.599393e+00,2
230,-8.579353e+00,7.260000e+02,1.959668e+00,1,60,8.661000e+00,4
231,-8.578288e+00,4.170000e+02,2.020865e+00,0,69,8.698073e+00,4
232,-8.576619e+00,8.100000e+01,1.857019e+00,4,13,8.577796e+00,2
233,-8.569964e+00,1.740000e+02,1.857167e+00,4,14,8.571412e+00,2
234,-8.566371e+00,6.060000e+02,1.918653e+00,2,50,8.615585e+00,2
235,-8.562834e+00,9.300000e+01,1.857325e+00,4,15,8.564593e+00,2
236,-8.561835e+00,2.250000e+02,1.885643e+00,3,37,8.583310e+00,2
237,-8.555230e+00,1.980000e+02,1.857493e+00,4,16,8.557340e+00,2
238,-8.550159e+00,3.690000e+02,1.960355e+00,1,61,8.635617e+00,4
239,-8.547153e+00,1.050000e+02,1.857673e+00,4,17,8.549655e+00,2
240,-8.544713e+00,8.460000e+02,2.021686e+00,0,70,8.669278e+00,4
241,-8.543737e+00,4.620000e+02,1.886051e+00,3,38,8.566834e+00,2
242,-8.542025e+00,3.090000e+02,1.919213e+00,2,51,8.594026e+00,2
243,-8.538602e+00,2.220000e+02,1.857862e+00,4,18,8.541541e+00,2
244,-8.529578e+00,1.170000e+02,1.858063e+00,4,19,8.532998e+00,2
245,-8.525171e+00,2.370000e+02,1.886470e+00,3,39,8.549967e+00,2
246,-8.520508e+00,7.500000e+02,1.961055e+00,1,62,8.609882e+00,4
247,-8.520082e+00,2.460000e+02,1.858273e+00,4,20,8.524031e+00,2
248,-8.517216e+00,6.300000e+02,1.919784e+00,2,52,8.572104e+00,2
249,-8.510687e+00,4.290000e+02,2.022520e+00,0,71,8.640143e+00,4
250,-8.510113e+00,1.290000e+02,1.858495e+00,4,21,8.514639e+00,2
251,-8.506138e+00,4.860000e+02,1.886900e+00,3,40,8.532713e+00,2
252,-8.499673e+00,2.700000e+02,1.858727e+00,4,22,8.504826e+00,2
253,-8.491946e+00,3.210000e+02,1.920367e+00,2,53,8.549821e+00,2
254,-8.490401e+00,3.810000e+02,1.961766e+00,1,63,8.583797e+00,4
255,-8.488760e+00,1.410000e+02,1.858970e+00,4,23,8.494591e+00,2
256,-8.486639e+00,2.490000e+02,1.887341e+00,3,41,8.515075e+00,2
257,-8.477377e+00,2.940000e+02,1.859223e+00,4,24,8.483939e+00,2
258,-8.476210e+00,8.700000e+02,2.023366e+00,0,72,8.610669e+00,4
259,-8.466675e+00,5.100000e+02,1.887793e+00,3,42,8.497056e+00,2
260,-8.466216e+00,6.540000e+02,1.920961e+00,2,54,8.527179e+00,2
261,-8.465522e+00,1.530000e+02,1.859487e+00,4,25,8.472869e+00,2
262,-8.459838e+00,7.740000e+02,1.962490e+00,1,64,8.557363e+00,4
263,-8.453197e+00,3.180000e+02,1.859762e+00,4,26,8.461383e+00,2
264,-8.446245e+00,2.610000e+02,1.888256e+00,3,43,8.478658e+00,2
265,-8.441285e+00,4.410000e+02,2.024225e+00,0,73,8.580859e+00,4
266,-8.440403e+00,1.650000e+02,1.860047e+00,4,27,8.449484e+00,2
267,-8.440027e+00,3.330000e+02,1.921566e+00,2,55,8.504180e+00,2
268,-8.428823e+00,3.930000e+02,1.963225e+00,1,65,8.530583e+00,4
269,-8.427138e+00,3.420000e+02,1.860343e+00,4,28,8.437174e+00,2
270,-8.425351e+00,5.340000e+02,1.888730e+00,3,44,8.459884e+00,2
271,-8.413405e+00,1.770000e+02,1.860650e+00,4,29,8.424453e+00,2
272,-8.413379e+00,6.780000e+02,1.922182e+00,2,56,8.480824e+00,2
273,-8.405912e+00,8.940000e+02,2.025096e+00,0,74,8.550714e+00,4
274,-8.403994e+00,2.730000e+02,1.889215e+00,3,45,8.440738e+00,2
275,-8.399203e+00,3.660000e+02,1.860967e+00,4,30,8.411325e+00,2
276,-8.397354e+00,7.980000e+02,1.963972e+00,1,66,8.503458e+00,4
277,-8.386273e+00,3.450000e+02,1.922811e+00,2,57,8.457113e+00,2
278,-8.384533e+00,1.890000e+02,1.861295e+00,4,31,8.397791e+00,2
279,-8.382174e+00,5.580000e+02,1.889711e+00,3,46,8.421220e+00,2
280,-8.370093e+00,4.530000e+02,2.025980e+00,0,75,8.520236e+00,4
281,-8.369396e+00,3.900000e+02,1.861634e+00,4,32,8.383853e+00,2
282,-8.365434e+00,4.050000e+02,1.964731e+00,1,67,8.475989e+00,4
283,-8.359892e+00,2.850000e+02,1.890218e+00,3,47,8.401336e+00,2
284,-8.358711e+00,7.020000e+02,1.923450e+00,2,58,8.433049e+00,2
285,-8.353792e+00,2.010000e+02,1.861984e+00,4,33,8.369514e+00,2
286,-8.345183e+00,6.000000e+00,1.837078e+00,5,0,8.345183e+00,2
287,-8.344712e+00,9.000000e+00,1.837088e+00,5,1,8.344714e+00,2
288,-8.343769e+00,3.000000e+01,1.837109e+00,5,2,8.343777e+00,2
289,-8.342354e+00,2.100000e+01,1.837140e+00,5,3,8.342376e+00,2
290,-8.340468e+00,5.400000e+01,1.837182e+00,5,4,8.340514e+00,2
291,-8.338111e+00,3.300000e+01,1.837234e+00,5,5,8.338195e+00,2
292,-8.337721e+00,4.140000e+02,1.862344e+00,4,34,8.354776e+00,2
293,-8.337149e+00,5.820000e+02,1.890736e+00,3,48,8.381085e+00,2
294,-8.335282e+00,7.800000e+01,1.837297e+00,5,6,8.335420e+00,2
295,-8.333828e+00,9.180000e+02,2.026877e+00,0,76,8.489429e+00,4
296,-8.333063e+00,8.220000e+02,1.965502e+00,1,68,8.448178e+00,4
297,-8.331983e+00,4.500000e+01,1.837370e+00,5,7,8.332192e+00,2
298,-8.330693e+00,3.570000e+02,1.924102e+00,2,59,8.408633e+00,4
299,-8.328212e+00,1.020000e+02,1.837453e+00,5,8,8.328515e+00,2
300,-8.323970e+00,5.700000e+01,1.837547e+00,5,9,8.324390e+00,2
301,-8.321185e+00,2.130000e+02,1.862715e+00,4,35,8.339641e+00,2
302,-8.319258e+00,1.260000e+02,1.837651e+00,5,10,8.319821e+00,2
303,-8.314075e+00,6.900000e+01,1.837766e+00,5,11,8.314811e+00,2
304,-8.313945e+00,2.970000e+02,1.891266e+00,3,49,8.360472e+00,2
305,-8.308421e+00,1.500000e+02,1.837891e+00,5,12,8.309361e+00,2
306,-8.304184e+00,4.380000e+02,1.863097e+00,4,36,8.324113e+00,2
307,-8.302297e+00,8.100000e+01,1.838027e+00,5,13,8.303474e+00,2
308,-8.302220e+00,7.260000e+02,1.924764e+00,2,60,8.383867e+00,4
309,-8.300243e+00,4.170000e+02,1.966285e+00,1,69,8.420028e+00,4
310,-8.297119e+00,4.650000e+02,2.027786e+00,0,77,8.458292e+00,4
311,-8.295704e+00,1.740000e+02,1.838173e+00,5,14,8.297152e+00,2
312,-8.290282e+00,6.060000e+02,1.891806e+00,3,50,8.339496e+00,2
313,-8.288640e+00,9.300000e+01,1.838329e+00,5,15,8.290400e+00,2
314,-8.286717e+00,2.250000e+02,1.863489e+00,4,37,8.308193e+00,2
315,-8.281107e+00,1.980000e+02,1.838496e+00,5,16,8.283217e+00,2
316,-8.273294e+00,3.690000e+02,1.925439e+00,2,61,8.358752e+00,4
317,-8.273105e+00,1.050000e+02,1.838674e+00,5,17,8.275607e+00,2
318,-8.268787e+00,4.620000e+02,1.863892e+00,4,38,8.291884e+00,2
319,-8.266975e+00,8.460000e+02,1.967081e+00,1,70,8.391540e+00,4
320,-8.266161e+00,3.090000e+02,1.892358e+00,3,51,8.318162e+00,2
321,-8.264635e+00,2.220000e+02,1.838861e+00,5,18,8.267573e+00,2
322,-8.259968e+00,9.420000e+02,2.028708e+00,0,78,8.426830e+00,4
323,-8.255695e+00,1.170000e+02,1.839060e+00,5,19,8.259115e+00,2
324,-8.250394e+00,2.370000e+02,1.864307e+00,4,39,8.275190e+00,2
325,-8.246287e+00,2.460000e+02,1.839269e+00,5,20,8.250236e+00,2
326,-8.243915e+00,7.500000e+02,1.926125e+00,2,62,8.333289e+00,4
327,-8.241581e+00,6.300000e+02,1.892921e+00,3,52,8.296469e+00,2
328,-8.236411e+00,1.290000e+02,1.839488e+00,5,21,8.240937e+00,2
329,-8.233260e+00,4.290000e+02,1.967888e+00,1,71,8.362716e+00,4
330,-8.231538e+00,4.860000e+02,1.864732e+00,4,40,8.258113e+00,2
331,-8.226068e+00,2.700000e+02,1.839718e+00,5,22,8.231221e+00,2
332,-8.222376e+00,4.770000e+02,2.029643e+00,0,79,8.395043e+00,4
333,-8.216545e+00,3.210000e+02,1.893495e+00,3,53,8.274420e+00,2
334,-8.215257e+00,1.410000e+02,1.839958e+00,5,23,8.221088e+00,2
335,-8.214084e+00,3.810000e+02,1.926822e+00,2,63,8.307481e+00,4
336,-8.212220e+00,2.490000e+02,1.865167e+00,4,41,8.240656e+00,2
337,-8.203980e+00,2.940000e+02,1.840209e+00,5,24,8.210542e+00,2
338,-8.199099e+00,8.700000e+02,1.968708e+00,1,72,8.333558e+00,4
339,-8.192441e+00,5.100000e+02,1.865614e+00,4,42,8.222822e+00,2
340,-8.192236e+00,1.530000e+02,1.840471e+00,5,25,8.199583e+00,2
