#Idx,EeV,g,rIn,v,J,ECB,Group
5438,-1.027294e+00,2.166000e+03,1.994395e+00,7,180,2.563184e+00,7
5439,-1.026144e+00,6.060000e+02,1.621763e+00,38,50,1.075358e+00,9
5440,-1.024691e+00,9.420000e+02,1.653020e+00,34,78,1.191552e+00,9
5441,-1.024566e+00,1.134000e+03,1.678371e+00,31,94,1.298995e+00,9
5442,-1.024307e+00,1.758000e+03,1.814536e+00,18,146,1.903913e+00,8
5443,-1.024061e+00,8.700000e+02,1.644978e+00,35,72,1.158520e+00,9
5444,-1.023288e+00,5.370000e+02,1.669769e+00,32,89,1.260654e+00,9
5445,-1.022992e+00,3.420000e+02,1.607283e+00,40,28,1.033028e+00,9
5446,-1.020797e+00,1.302000e+03,1.705753e+00,28,108,1.416995e+00,9
5447,-1.018919e+00,5.970000e+02,1.687431e+00,30,99,1.333716e+00,9
5448,-1.018874e+00,1.590000e+03,1.767223e+00,22,132,1.692244e+00,8
5449,-1.018214e+00,2.490000e+02,1.614685e+00,39,41,1.046650e+00,9
5450,-1.018171e+00,1.878000e+03,1.855015e+00,15,156,2.067024e+00,8
5451,-1.016086e+00,1.101000e+03,2.017856e+00,6,183,2.621389e+00,7
5452,-1.015317e+00,1.014000e+03,1.661611e+00,33,84,1.218802e+00,9
5453,-1.015317e+00,2.334000e+03,2.140411e+00,2,194,2.892464e+00,7
5454,-1.015080e+00,6.000000e+00,1.600525e+00,41,0,1.015080e+00,9
5455,-1.014852e+00,1.770000e+02,1.607596e+00,40,29,1.025900e+00,9
5456,-1.014803e+00,9.000000e+00,1.600536e+00,41,1,1.014805e+00,9
5457,-1.014249e+00,3.000000e+01,1.600557e+00,41,2,1.014257e+00,9
5458,-1.013778e+00,7.980000e+02,1.637474e+00,36,66,1.119882e+00,9
5459,-1.013419e+00,2.100000e+01,1.600590e+00,41,3,1.013440e+00,9
5460,-1.012311e+00,5.400000e+01,1.600633e+00,41,4,1.012358e+00,9
5461,-1.011678e+00,3.570000e+02,1.629845e+00,37,59,1.089619e+00,9
5462,-1.011465e+00,3.090000e+02,1.622316e+00,38,51,1.063466e+00,9
5463,-1.010927e+00,3.300000e+01,1.600687e+00,41,5,1.011011e+00,9
5464,-1.009267e+00,7.800000e+01,1.600751e+00,41,6,1.009405e+00,9
5465,-1.007331e+00,4.500000e+01,1.600827e+00,41,7,1.007540e+00,9
5466,-1.006440e+00,3.660000e+02,1.607921e+00,40,30,1.018561e+00,9
5467,-1.006284e+00,5.100000e+02,1.615140e+00,39,42,1.036665e+00,9
5468,-1.006135e+00,1.254000e+03,1.696962e+00,29,104,1.364733e+00,9
5469,-1.005598e+00,9.210000e+02,1.841511e+00,16,153,2.001688e+00,8
5470,-1.005118e+00,1.020000e+02,1.600913e+00,41,8,1.005421e+00,9
5471,-1.003612e+00,8.610000e+02,1.802780e+00,19,143,1.836075e+00,8
5472,-1.002630e+00,5.700000e+01,1.601010e+00,41,9,1.003050e+00,9
5473,-1.002335e+00,1.638000e+03,1.779102e+00,21,136,1.731099e+00,8
5474,-1.002321e+00,4.410000e+02,1.645776e+00,35,73,1.141895e+00,9
5475,-1.001955e+00,2.238000e+03,2.043602e+00,5,186,2.678669e+00,7
5476,-1.000907e+00,4.770000e+02,1.653887e+00,34,79,1.173574e+00,9
5477,-1.000285e+00,7.290000e+02,1.735894e+00,25,121,1.535229e+00,8
5478,-9.998666e-01,1.260000e+02,1.601118e+00,41,10,1.000430e+00,9
5479,-9.998241e-01,7.050000e+02,1.725841e+00,26,117,1.489300e+00,8
5480,-9.977577e-01,1.890000e+02,1.608256e+00,40,31,1.011015e+00,9
5481,-9.968278e-01,6.900000e+01,1.601237e+00,41,11,9.975640e-01,9
5482,-9.965260e-01,6.300000e+02,1.622881e+00,38,52,1.051414e+00,9
5483,-9.962693e-01,7.530000e+02,1.746386e+00,24,125,1.579240e+00,8
5484,-9.956318e-01,1.086000e+03,1.670763e+00,32,90,1.240152e+00,9
5485,-9.950805e-01,5.730000e+02,1.679425e+00,31,95,1.277314e+00,9
5486,-9.950213e-01,6.810000e+02,1.716207e+00,27,113,1.441525e+00,8
5487,-9.942340e-01,7.260000e+02,1.630499e+00,37,60,1.075881e+00,9
5488,-9.940884e-01,2.610000e+02,1.615606e+00,39,43,1.026501e+00,9
5489,-9.940680e-01,4.050000e+02,1.638205e+00,36,67,1.104623e+00,9
5490,-9.935144e-01,1.500000e+02,1.601367e+00,41,12,9.944538e-01,9
5491,-9.907161e-01,1.806000e+03,1.828619e+00,17,150,1.935760e+00,8
5492,-9.904950e-01,1.185000e+03,2.188462e+00,1,197,2.946657e+00,7
5493,-9.899265e-01,8.100000e+01,1.601507e+00,41,13,9.911028e-01,9
5494,-9.894818e-01,5.130000e+02,1.662547e+00,33,85,1.199494e+00,9
5495,-9.888060e-01,3.900000e+02,1.608602e+00,40,32,1.003263e+00,9
5496,-9.876501e-01,7.770000e+02,1.757337e+00,23,129,1.621272e+00,8
5497,-9.875984e-01,1.206000e+03,1.688546e+00,30,100,1.310877e+00,9
5498,-9.860648e-01,1.740000e+02,1.601659e+00,41,14,9.875135e-01,9
5499,-9.860208e-01,6.570000e+02,1.706978e+00,28,109,1.391982e+00,9
5500,-9.848569e-01,1.137000e+03,2.072272e+00,4,189,2.735008e+00,7
5501,-9.829537e-01,1.017000e+03,1.918530e+00,11,169,2.280906e+00,8
5502,-9.819295e-01,9.300000e+01,1.601821e+00,41,15,9.836887e-01,9
5503,-9.817741e-01,1.998000e+03,1.901874e+00,12,166,2.219227e+00,8
5504,-9.816292e-01,5.340000e+02,1.616084e+00,39,44,1.016162e+00,9
5505,-9.814813e-01,2.070000e+03,1.936194e+00,10,172,2.341790e+00,8
5506,-9.813276e-01,3.210000e+02,1.623457e+00,38,53,1.039202e+00,9
5507,-9.808577e-01,1.686000e+03,1.791514e+00,20,140,1.767810e+00,8
5508,-9.803348e-01,8.940000e+02,1.646587e+00,35,74,1.125136e+00,9
5509,-9.795861e-01,2.010000e+02,1.608960e+00,40,33,9.953080e-01,9
5510,-9.780048e-01,9.810000e+02,1.886114e+00,13,163,2.156789e+00,8
5511,-9.775213e-01,1.980000e+02,1.601994e+00,41,16,9.796310e-01,9
5512,-9.772977e-01,1.053000e+03,1.955005e+00,9,175,2.401848e+00,8
5513,-9.768814e-01,9.660000e+02,1.654766e+00,34,80,1.155472e+00,9
5514,-9.765357e-01,3.690000e+02,1.631164e+00,37,61,1.061994e+00,9
5515,-9.743091e-01,8.010000e+02,1.768768e+00,22,133,1.661269e+00,8
5516,-9.741085e-01,8.220000e+02,1.638948e+00,36,68,1.089224e+00,9
5517,-9.736043e-01,8.850000e+02,1.816292e+00,18,147,1.869291e+00,8
5518,-9.729761e-01,6.330000e+02,1.698138e+00,29,105,1.340758e+00,9
5519,-9.728407e-01,1.050000e+02,1.602178e+00,41,17,9.753427e-01,9
5520,-9.717109e-01,1.926000e+03,1.871161e+00,14,160,2.093628e+00,8
5521,-9.703464e-01,2.142000e+03,1.975137e+00,8,178,2.461054e+00,7
5522,-9.700989e-01,4.140000e+02,1.609329e+00,40,34,9.871533e-01,9
5523,-9.689078e-01,2.730000e+02,1.616572e+00,39,45,1.005651e+00,9
5524,-9.678881e-01,2.220000e+02,1.602373e+00,41,18,9.708264e-01,9
5525,-9.677411e-01,5.490000e+02,1.671771e+00,32,91,1.219543e+00,9
5526,-9.658717e-01,6.540000e+02,1.624045e+00,38,54,1.026835e+00,9
5527,-9.653640e-01,1.158000e+03,1.680493e+00,31,96,1.255536e+00,9
5528,-9.647461e-01,2.310000e+03,2.104890e+00,3,192,2.790397e+00,7
5529,-9.634089e-01,1.038000e+03,1.663497e+00,33,86,1.180072e+00,9
5530,-9.629606e-01,9.450000e+02,1.856938e+00,15,157,2.029787e+00,8
5531,-9.626643e-01,1.170000e+02,1.602579e+00,41,19,9.660842e-01,9
5532,-9.625408e-01,2.406000e+03,2.260045e+00,0,200,2.999875e+00,7
5533,-9.615791e-01,1.422000e+03,1.727182e+00,26,118,1.462186e+00,8
5534,-9.605738e-01,1.089000e+03,1.996819e+00,7,181,2.519382e+00,7
5535,-9.604111e-01,1.470000e+03,1.737289e+00,25,122,1.507119e+00,8
5536,-9.603456e-01,2.130000e+02,1.609709e+00,40,35,9.788018e-01,9
5537,-9.585852e-01,7.500000e+02,1.631841e+00,37,62,1.047960e+00,9
5538,-9.584022e-01,1.374000e+03,1.717497e+00,27,114,1.415419e+00,9
5539,-9.581043e-01,4.530000e+02,1.647410e+00,35,75,1.108248e+00,9
5540,-9.571698e-01,2.460000e+02,1.602796e+00,41,20,9.611184e-01,9
5541,-9.561351e-01,8.250000e+02,1.780706e+00,21,137,1.699182e+00,8
5542,-9.560509e-01,6.090000e+02,1.689674e+00,30,101,1.287949e+00,9
5543,-9.559255e-01,5.580000e+02,1.617073e+00,39,46,9.949723e-01,9
5544,-9.547642e-01,1.518000e+03,1.747835e+00,24,126,1.550149e+00,8
5545,-9.543449e-01,1.734000e+03,1.804490e+00,19,144,1.802340e+00,8
5546,-9.539015e-01,4.170000e+02,1.639704e+00,36,69,1.073687e+00,9
5547,-9.526156e-01,4.890000e+02,1.655658e+00,34,81,1.137249e+00,9
5548,-9.518257e-01,1.854000e+03,1.843383e+00,16,154,1.965312e+00,8
5549,-9.514053e-01,1.290000e+02,1.603024e+00,41,21,9.559312e-01,9
5550,-9.510234e-01,1.326000e+03,1.708217e+00,28,110,1.366896e+00,9
5551,-9.503273e-01,4.380000e+02,1.610100e+00,40,36,9.702565e-01,9
5552,-9.501602e-01,3.330000e+02,1.624645e+00,38,55,1.014313e+00,9
5553,-9.479287e-01,2.214000e+03,2.020360e+00,6,184,2.576812e+00,7
5554,-9.453715e-01,2.700000e+02,1.603262e+00,41,22,9.505244e-01,9
5555,-9.445128e-01,1.566000e+03,1.758841e+00,23,130,1.591215e+00,8
5556,-9.426838e-01,2.850000e+02,1.617585e+00,39,47,9.841279e-01,9
5557,-9.415812e-01,1.173000e+03,2.143289e+00,2,195,2.844829e+00,7
5558,-9.403846e-01,3.810000e+02,1.632530e+00,37,63,1.033781e+00,9
5559,-9.400452e-01,2.250000e+02,1.610502e+00,40,37,9.615207e-01,9
5560,-9.396187e-01,1.110000e+03,1.672792e+00,32,92,1.198833e+00,9
5561,-9.395949e-01,1.278000e+03,1.699328e+00,29,106,1.316704e+00,9
5562,-9.390691e-01,1.410000e+02,1.603512e+00,41,23,9.449003e-01,9
5563,-9.383810e-01,9.090000e+02,1.830441e+00,17,151,1.900251e+00,8
5564,-9.371013e-01,5.250000e+02,1.664459e+00,33,87,1.160540e+00,9
5565,-9.356320e-01,9.180000e+02,1.648246e+00,35,76,1.091232e+00,9
5566,-9.354194e-01,5.850000e+02,1.681574e+00,31,97,1.233665e+00,9
5567,-9.341950e-01,6.780000e+02,1.625257e+00,38,56,1.001640e+00,9
5568,-9.334491e-01,8.460000e+02,1.640472e+00,36,70,1.058014e+00,9
5569,-9.330247e-01,8.490000e+02,1.793179e+00,20,141,1.734968e+00,8
5570,-9.324990e-01,2.940000e+02,1.603773e+00,41,24,9.390609e-01,9
5571,-9.323623e-01,1.125000e+03,2.046192e+00,5,187,2.633328e+00,7
5572,-9.295394e-01,1.614000e+03,1.770330e+00,22,134,1.630261e+00,8
5573,-9.295007e-01,4.620000e+02,1.610916e+00,40,38,9.525977e-01,9
5574,-9.291845e-01,5.820000e+02,1.618108e+00,39,48,9.731214e-01,9
5575,-9.281126e-01,9.900000e+02,1.656563e+00,34,82,1.118909e+00,9
5576,-9.256619e-01,1.530000e+02,1.604045e+00,41,25,9.330083e-01,9
5577,-9.242794e-01,1.230000e+03,1.690816e+00,30,102,1.264937e+00,9
5578,-9.231206e-01,7.170000e+02,1.728539e+00,26,119,1.435014e+00,8
5579,-9.227054e-01,1.782000e+03,1.818066e+00,18,148,1.834658e+00,8
5580,-9.220630e-01,1.005000e+03,1.903984e+00,12,167,2.179478e+00,8
5581,-9.219358e-01,7.740000e+02,1.633231e+00,37,64,1.019461e+00,9
5582,-9.218053e-01,2.046000e+03,1.920702e+00,11,170,2.240335e+00,8
5583,-9.215673e-01,6.930000e+02,1.718802e+00,27,115,1.389250e+00,9
5584,-9.203261e-01,7.410000e+02,1.738698e+00,25,123,1.478959e+00,8
5585,-9.197310e-01,1.974000e+03,1.888167e+00,13,164,2.117870e+00,8
5586,-9.188961e-01,1.041000e+03,1.938430e+00,10,173,2.300408e+00,8
5587,-9.186949e-01,2.370000e+02,1.611341e+00,40,39,9.434910e-01,9
5588,-9.185587e-01,3.180000e+02,1.604328e+00,41,26,9.267445e-01,9
5589,-9.179778e-01,3.450000e+02,1.625880e+00,38,57,9.888180e-01,9
5590,-9.158081e-01,6.690000e+02,1.709472e+00,28,111,1.341741e+00,9
5591,-9.154290e-01,2.970000e+02,1.618643e+00,39,49,9.619556e-01,9
5592,-9.153226e-01,2.382000e+03,2.191483e+00,1,198,2.898300e+00,7
5593,-9.148743e-01,9.690000e+02,1.873158e+00,14,161,2.055548e+00,8
5594,-9.138285e-01,2.286000e+03,2.074956e+00,4,190,2.688916e+00,7
5595,-9.132762e-01,2.118000e+03,1.957307e+00,9,176,2.359665e+00,8
5596,-9.130510e-01,7.650000e+02,1.749299e+00,24,127,1.521016e+00,8
5597,-9.129206e-01,4.650000e+02,1.649095e+00,35,77,1.074093e+00,9
5598,-9.127538e-01,4.290000e+02,1.641253e+00,36,71,1.042210e+00,9
5599,-9.112675e-01,5.610000e+02,1.673827e+00,32,93,1.178023e+00,9
5600,-9.111902e-01,1.650000e+02,1.604622e+00,41,27,9.202719e-01,9
5601,-9.105617e-01,1.062000e+03,1.665435e+00,33,88,1.140901e+00,9
5602,-9.097342e-01,1.662000e+03,1.782327e+00,21,138,1.667239e+00,8
5603,-9.076292e-01,4.860000e+02,1.611777e+00,40,40,9.342043e-01,9
5604,-9.075612e-01,1.902000e+03,1.858881e+00,15,158,1.992555e+00,8
5605,-9.059942e-01,6.450000e+02,1.700533e+00,29,107,1.292574e+00,9
5606,-9.052497e-01,1.182000e+03,1.682668e+00,31,98,1.211703e+00,9
5607,-9.048892e-01,1.077000e+03,1.977510e+00,8,179,2.418079e+00,8
5608,-9.048810e-01,8.730000e+02,1.806217e+00,19,145,1.768590e+00,8
5609,-9.035574e-01,3.420000e+02,1.604927e+00,41,28,9.135927e-01,9
5610,-9.033750e-01,5.010000e+02,1.657481e+00,34,83,1.100455e+00,9
5611,-9.032411e-01,3.930000e+02,1.633945e+00,37,65,1.005002e+00,9
5612,-9.015107e-01,7.020000e+02,1.626515e+00,38,58,9.758492e-01,9
5613,-9.014191e-01,6.060000e+02,1.619190e+00,39,50,9.506334e-01,9
5614,-9.011706e-01,7.890000e+02,1.760362e+00,23,131,1.561122e+00,8
5615,-8.985262e-01,6.000000e+00,1.598272e+00,42,0,8.985262e-01,9
5616,-8.982579e-01,9.000000e+00,1.598283e+00,42,1,8.982596e-01,9
5617,-8.978630e-01,9.330000e+02,1.845274e+00,16,155,1.928936e+00,8
5618,-8.977213e-01,3.000000e+01,1.598305e+00,42,2,8.977292e-01,9
5619,-8.969164e-01,2.100000e+01,1.598338e+00,42,3,8.969382e-01,9
5620,-8.963049e-01,2.490000e+02,1.612225e+00,40,41,9.247409e-01,9
5621,-8.958434e-01,5.400000e+01,1.598381e+00,42,4,8.958896e-01,9
5622,-8.956613e-01,1.770000e+02,1.605243e+00,41,29,9.067094e-01,9
5623,-8.945024e-01,3.300000e+01,1.598436e+00,42,5,8.945862e-01,9
5624,-8.936817e-01,2.190000e+03,1.999267e+00,7,182,2.475627e+00,7
5625,-8.928937e-01,7.800000e+01,1.598501e+00,42,6,8.930310e-01,9
5626,-8.922869e-01,6.210000e+02,1.691972e+00,30,103,1.241844e+00,9
5627,-8.922833e-01,1.161000e+03,2.107676e+00,3,193,2.743565e+00,7
5628,-8.918178e-01,8.700000e+02,1.642046e+00,36,72,1.026276e+00,9
5629,-8.910173e-01,4.500000e+01,1.598577e+00,42,7,8.912268e-01,9
5630,-8.899725e-01,9.420000e+02,1.649956e+00,35,78,1.056834e+00,9
5631,-8.888735e-01,1.020000e+02,1.598665e+00,42,8,8.891766e-01,9
5632,-8.875028e-01,3.660000e+02,1.605570e+00,41,30,8.996243e-01,9
5633,-8.871564e-01,3.090000e+02,1.619748e+00,39,51,9.391575e-01,9
5634,-8.864627e-01,5.700000e+01,1.598763e+00,42,9,8.868830e-01,9
5635,-8.859326e-01,1.209000e+03,2.263267e+00,0,201,2.950811e+00,7
5636,-8.858545e-01,1.830000e+03,1.832281e+00,17,152,1.864740e+00,8
5637,-8.849943e-01,1.710000e+03,1.794861e+00,20,142,1.702107e+00,8
5638,-8.847955e-01,3.570000e+02,1.627162e+00,38,59,9.627361e-01,9
5639,-8.847235e-01,5.100000e+02,1.612684e+00,40,42,9.151047e-01,9
5640,-8.845684e-01,8.130000e+02,1.771909e+00,22,135,1.599225e+00,8
5641,-8.845199e-01,1.398000e+03,1.720122e+00,27,116,1.363022e+00,9
5642,-8.844520e-01,1.446000e+03,1.729911e+00,26,120,1.407791e+00,9
5643,-8.843027e-01,7.980000e+02,1.634670e+00,37,66,9.904065e-01,9
5644,-8.837930e-01,5.370000e+02,1.666424e+00,33,89,1.121159e+00,9
5645,-8.837850e-01,1.260000e+02,1.598872e+00,42,10,8.843489e-01,9
5646,-8.826904e-01,1.134000e+03,1.674875e+00,32,94,1.157119e+00,9
5647,-8.808410e-01,6.900000e+01,1.598992e+00,42,11,8.815771e-01,9
5648,-8.803783e-01,1.350000e+03,1.710740e+00,28,112,1.316521e+00,9
5649,-8.800338e-01,1.494000e+03,1.740124e+00,25,124,1.450754e+00,8
5650,-8.796024e-01,1.113000e+03,2.022888e+00,6,185,2.532289e+00,7
5651,-8.790830e-01,1.890000e+02,1.605909e+00,41,31,8.923402e-01,9
5652,-8.784056e-01,1.014000e+03,1.658412e+00,34,84,1.081890e+00,9
5653,-8.776309e-01,1.500000e+02,1.599123e+00,42,12,8.785703e-01,9
5654,-8.748580e-01,5.970000e+02,1.683777e+00,31,99,1.189655e+00,9
5655,-8.741551e-01,8.100000e+01,1.599265e+00,42,13,8.753314e-01,9
5656,-8.728865e-01,2.610000e+02,1.613155e+00,40,43,9.052993e-01,9
5657,-8.726428e-01,6.300000e+02,1.620318e+00,39,52,9.275304e-01,9
5658,-8.721771e-01,1.302000e+03,1.701752e+00,29,108,1.268375e+00,9
5659,-8.716141e-01,8.970000e+02,1.819858e+00,18,149,1.800019e+00,8
5660,-8.711333e-01,1.542000e+03,1.750780e+00,24,128,1.491843e+00,8
5661,-8.706436e-01,4.410000e+02,1.642851e+00,36,73,1.010217e+00,9
5662,-8.704142e-01,1.740000e+02,1.599418e+00,42,14,8.718630e-01,9
5663,-8.704029e-01,3.900000e+02,1.606259e+00,41,32,8.848597e-01,9
5664,-8.678344e-01,7.260000e+02,1.627822e+00,38,60,9.494812e-01,9
5665,-8.676847e-01,2.358000e+03,2.146195e+00,2,196,2.797270e+00,7
5666,-8.667903e-01,4.770000e+02,1.650830e+00,35,79,1.039457e+00,9
5667,-8.664086e-01,9.300000e+01,1.599581e+00,42,15,8.681678e-01,9
5668,-8.651228e-01,4.050000e+02,1.635408e+00,37,67,9.756780e-01,9
5669,-8.631356e-01,8.370000e+02,1.783965e+00,21,139,1.635276e+00,8
5670,-8.626029e-01,2.262000e+03,2.048806e+00,5,188,2.588047e+00,7
5671,-8.621715e-01,2.022000e+03,1.906116e+00,12,168,2.139752e+00,8
5672,-8.621389e-01,1.980000e+02,1.599756e+00,42,16,8.642485e-01,9
5673,-8.614637e-01,2.010000e+02,1.606620e+00,41,33,8.771857e-01,9
5674,-8.612749e-01,9.930000e+02,1.890239e+00,13,165,2.078970e+00,8
5675,-8.607952e-01,5.340000e+02,1.613637e+00,40,44,8.953282e-01,9
5676,-8.604787e-01,1.029000e+03,1.922894e+00,11,171,2.199794e+00,8
5677,-8.600766e-01,1.254000e+03,1.693142e+00,30,104,1.218675e+00,9
5678,-8.578799e-01,3.210000e+02,1.620900e+00,39,53,9.157546e-01,9
5679,-8.578539e-01,1.950000e+03,1.875174e+00,14,162,2.017483e+00,8
5680,-8.576272e-01,1.590000e+03,1.761899e+00,23,132,1.530998e+00,8
5681,-8.576055e-01,1.050000e+02,1.599942e+00,42,17,8.601075e-01,9
5682,-8.567981e-01,1.086000e+03,1.667426e+00,33,90,1.101318e+00,9
5683,-8.561349e-01,2.094000e+03,1.940687e+00,10,174,2.259060e+00,8
5684,-8.552240e-01,1.758000e+03,1.807962e+00,19,146,1.734830e+00,8
5685,-8.538906e-01,5.730000e+02,1.675937e+00,32,95,1.136125e+00,9
5686,-8.532071e-01,5.130000e+02,1.659356e+00,34,85,1.063219e+00,9
5687,-8.528091e-01,2.220000e+02,1.600139e+00,42,18,8.557473e-01,9
5688,-8.522665e-01,4.140000e+02,1.606992e+00,41,34,8.693210e-01,9
5689,-8.519764e-01,9.570000e+02,1.860843e+00,15,159,1.955334e+00,8
5690,-8.506293e-01,3.690000e+02,1.628493e+00,38,61,9.360872e-01,9
5691,-8.492336e-01,8.940000e+02,1.643669e+00,36,74,9.940352e-01,9
5692,-8.490810e-01,1.065000e+03,1.959632e+00,9,177,2.317522e+00,8
5693,-8.484513e-01,2.730000e+02,1.614130e+00,40,45,8.851950e-01,9
5694,-8.477504e-01,1.170000e+02,1.600347e+00,42,19,8.511703e-01,9
5695,-8.472635e-01,7.050000e+02,1.721457e+00,27,117,1.336740e+00,9
5696,-8.457036e-01,8.220000e+02,1.636158e+00,37,68,9.608191e-01,9
5697,-8.455768e-01,7.290000e+02,1.731298e+00,26,121,1.380520e+00,9
5698,-8.447373e-01,6.810000e+02,1.712024e+00,28,113,1.291241e+00,9
5699,-8.442473e-01,1.206000e+03,1.684899e+00,31,100,1.167526e+00,9
5700,-8.437136e-01,1.878000e+03,1.847183e+00,16,156,1.892567e+00,8
5701,-8.433768e-01,9.660000e+02,1.651717e+00,35,80,1.021968e+00,9
5702,-8.428697e-01,6.540000e+02,1.621493e+00,39,54,9.038326e-01,9
5703,-8.428126e-01,2.130000e+02,1.607376e+00,41,35,8.612688e-01,9
5704,-8.426368e-01,1.149000e+03,2.077664e+00,4,191,2.642890e+00,7
5705,-8.424299e-01,2.460000e+02,1.600566e+00,42,20,8.463786e-01,9
5706,-8.399931e-01,1.197000e+03,2.194533e+00,1,199,2.850028e+00,7
5707,-8.395375e-01,7.530000e+02,1.741565e+00,25,125,1.422508e+00,9
5708,-8.393997e-01,1.638000e+03,1.773503e+00,22,136,1.568164e+00,8
5709,-8.392609e-01,2.166000e+03,1.979906e+00,8,180,2.375151e+00,8
5710,-8.381471e-01,6.570000e+02,1.702985e+00,29,109,1.244108e+00,9
5711,-8.368485e-01,1.290000e+02,1.600796e+00,42,21,8.413744e-01,9
5712,-8.367702e-01,8.610000e+02,1.796560e+00,20,143,1.669234e+00,8
5713,-8.358564e-01,5.580000e+02,1.614635e+00,40,46,8.749032e-01,9
5714,-8.331825e-01,7.500000e+02,1.629176e+00,38,62,9.225568e-01,9
5715,-8.331400e-01,9.210000e+02,1.834140e+00,17,153,1.829231e+00,8
5716,-8.331031e-01,4.380000e+02,1.607771e+00,41,36,8.530323e-01,9
5717,-8.310068e-01,2.700000e+02,1.601037e+00,42,22,8.361598e-01,9
5718,-8.295800e-01,5.490000e+02,1.668442e+00,33,91,1.081382e+00,9
5719,-8.290148e-01,7.770000e+02,1.752276e+00,24,129,1.462637e+00,8
5720,-8.277823e-01,1.038000e+03,1.660314e+00,34,86,1.044445e+00,9
5721,-8.276519e-01,6.330000e+02,1.694326e+00,30,105,1.195434e+00,9
5722,-8.276141e-01,3.330000e+02,1.622099e+00,39,55,8.917670e-01,9
5723,-8.275905e-01,4.530000e+02,1.644499e+00,36,75,9.777341e-01,9
5724,-8.266210e-01,1.101000e+03,2.001739e+00,7,183,2.431925e+00,8
5725,-8.260476e-01,4.170000e+02,1.636921e+00,37,69,9.458328e-01,9
5726,-8.249057e-01,1.410000e+02,1.601290e+00,42,23,8.307369e-01,9
5727,-8.248710e-01,1.158000e+03,1.677012e+00,32,96,1.115044e+00,9
5728,-8.231395e-01,2.250000e+02,1.608177e+00,41,37,8.446149e-01,9
5729,-8.230120e-01,2.850000e+02,1.615152e+00,40,47,8.644561e-01,9
5730,-8.203340e-01,1.806000e+03,1.821668e+00,18,150,1.765378e+00,8
5731,-8.197345e-01,4.890000e+02,1.652617e+00,35,81,1.004368e+00,9
5732,-8.196603e-01,2.334000e+03,2.110490e+00,3,194,2.696807e+00,7
5733,-8.185460e-01,2.940000e+02,1.601553e+00,42,24,8.251079e-01,9
5734,-8.163430e-01,1.686000e+03,1.785620e+00,21,140,1.603295e+00,8
5735,-8.154960e-01,3.810000e+02,1.629872e+00,38,63,9.088925e-01,9
5736,-8.138861e-01,8.010000e+02,1.763452e+00,23,133,1.500846e+00,8
5737,-8.134210e-01,6.090000e+02,1.686035e+00,31,101,1.145319e+00,9
5738,-8.129228e-01,4.620000e+02,1.608595e+00,41,38,8.360199e-01,9
5739,-8.121151e-01,6.780000e+02,1.622716e+00,39,56,8.795602e-01,9
5740,-8.119285e-01,1.530000e+02,1.601828e+00,42,25,8.192748e-01,9
5741,-8.111105e-01,2.238000e+03,2.025441e+00,6,186,2.487824e+00,7
5742,-8.099199e-01,5.820000e+02,1.615681e+00,40,48,8.538568e-01,9
5743,-8.098016e-01,1.422000e+03,1.722807e+00,27,118,1.310408e+00,9
5744,-8.091707e-01,2.430000e+03,2.266522e+00,0,202,2.901838e+00,7
5745,-8.088886e-01,1.374000e+03,1.713323e+00,28,114,1.265905e+00,9
5746,-8.064986e-01,1.470000e+03,1.732701e+00,26,122,1.353206e+00,9
5747,-8.061572e-01,8.460000e+02,1.637696e+00,37,70,9.307224e-01,9
5748,-8.057168e-01,9.180000e+02,1.645343e+00,36,76,9.613171e-01,9
5749,-8.053774e-01,8.850000e+02,1.809725e+00,19,147,1.701064e+00,8
5750,-8.050541e-01,3.180000e+02,1.602113e+00,42,26,8.132399e-01,9
5751,-8.039075e-01,1.326000e+03,1.704233e+00,29,110,1.219780e+00,9
5752,-8.026404e-01,1.998000e+03,1.892332e+00,13,166,2.040094e+00,8
5753,-8.024547e-01,2.370000e+02,1.609024e+00,41,39,8.272508e-01,9
5754,-8.021417e-01,1.110000e+03,1.669471e+00,33,92,1.061356e+00,9
5755,-8.021343e-01,5.250000e+02,1.661284e+00,34,87,1.025573e+00,9
5756,-8.021034e-01,1.017000e+03,1.908268e+00,12,169,2.100056e+00,8
5757,-8.006534e-01,9.810000e+02,1.877209e+00,14,163,1.979437e+00,8
5758,-7.989775e-01,2.070000e+03,1.925108e+00,11,172,2.159286e+00,8
5759,-7.988410e-01,1.518000e+03,1.743022e+00,25,126,1.394226e+00,9
5760,-7.979239e-01,1.650000e+02,1.602410e+00,42,27,8.070055e-01,9
5761,-7.975722e-01,7.740000e+02,1.630580e+00,38,64,8.950973e-01,9
5762,-7.965818e-01,2.970000e+02,1.616221e+00,40,49,8.431084e-01,9
5763,-7.963745e-01,3.450000e+02,1.623346e+00,39,57,8.672147e-01,9
5764,-7.962099e-01,1.926000e+03,1.862824e+00,15,160,1.918127e+00,8
5765,-7.958664e-01,9.900000e+02,1.653530e+00,35,82,9.866628e-01,9
5766,-7.956349e-01,5.850000e+02,1.678101e+00,32,97,1.093880e+00,9
5767,-7.950160e-01,1.278000e+03,1.695525e+00,30,106,1.172125e+00,9
5768,-7.940369e-01,8.250000e+02,1.775115e+00,22,137,1.537084e+00,8
5769,-7.936313e-01,1.185000e+03,2.149129e+00,2,197,2.749793e+00,7
