id,v,Longitude,Latitude,rIn,EeVVib,EeVRot,DeltaEintDiss,OriginalLevel
1597,1,-1.280000e+02,-2.173134e+01,2.254827e+00,1.940088e-01,2.745904e+00,-2.872849e+00,1597
1598,2,-1.240000e+02,-2.172476e+01,2.205934e+00,3.848158e-01,2.555754e+00,-2.821431e+00,1598
1599,15,-4.800000e+01,-2.172051e+01,1.909273e+00,2.594109e+00,3.468857e-01,-2.224606e+00,1599
1600,17,-1.800000e+01,-2.172050e+01,1.880628e+00,2.891467e+00,4.952900e-02,-2.175056e+00,1600
1601,0,-1.320000e+02,-2.168875e+01,2.328401e+00,0.000000e+00,2.944171e+00,-2.921518e+00,1601
1602,12,-7.300000e+01,-2.168078e+01,1.957060e+00,2.127024e+00,8.179442e-01,-2.345007e+00,1602
1603,3,-1.200000e+02,-2.166973e+01,2.167314e+00,5.724673e-01,2.373606e+00,-2.767296e+00,1603
1604,17,-1.900000e+01,-2.166556e+01,1.880864e+00,2.891467e+00,5.502330e-02,-2.170052e+00,1604
1605,13,-6.600000e+01,-2.163865e+01,1.940667e+00,2.285505e+00,6.636763e-01,-2.299346e+00,1605
1606,16,-3.700000e+01,-2.163392e+01,1.895054e+00,2.744207e+00,2.054473e-01,-2.185981e+00,1606
1607,14,-5.800000e+01,-2.162767e+01,1.924868e+00,2.441203e+00,5.090762e-01,-2.257232e+00,1607
1608,17,-2.000000e+01,-2.160774e+01,1.881112e+00,2.891467e+00,6.080490e-02,-2.164809e+00,1608
1609,7,-1.020000e+02,-2.160652e+01,2.055362e+00,1.292494e+00,1.659901e+00,-2.567551e+00,1609
1610,10,-8.600000e+01,-2.159073e+01,1.993207e+00,1.801695e+00,1.152278e+00,-2.427188e+00,1610
1611,8,-9.700000e+01,-2.158811e+01,2.033299e+00,1.465094e+00,1.489142e+00,-2.519092e+00,1611
1612,11,-8.000000e+01,-2.157882e+01,1.974920e+00,1.965758e+00,9.894063e-01,-2.381575e+00,1612
1613,15,-4.900000e+01,-2.157746e+01,1.909896e+00,2.594109e+00,3.611910e-01,-2.214023e+00,1613
1614,4,-1.160000e+02,-2.156694e+01,2.134778e+00,7.570117e-01,2.199341e+00,-2.710480e+00,1614
1615,6,-1.070000e+02,-2.154990e+01,2.079578e+00,1.116977e+00,1.841080e+00,-2.611544e+00,1615
1616,17,-2.100000e+01,-2.154706e+01,1.881373e+00,2.891467e+00,6.687300e-02,-2.159331e+00,1616
1617,16,-3.800000e+01,-2.152357e+01,1.895532e+00,2.744207e+00,2.164826e-01,-2.176717e+00,1617
1618,9,-9.200000e+01,-2.149581e+01,2.013057e+00,1.634816e+00,1.328649e+00,-2.466220e+00,1618
1619,17,-2.200000e+01,-2.148351e+01,1.881647e+00,2.891467e+00,7.322800e-02,-2.153618e+00,1619
1620,12,-7.400000e+01,-2.146170e+01,1.958037e+00,2.127024e+00,8.398521e-01,-2.329451e+00,1620
1621,14,-5.900000e+01,-2.145470e+01,1.925627e+00,2.441203e+00,5.263734e-01,-2.244696e+00,1621
1622,13,-6.700000e+01,-2.144128e+01,1.941540e+00,2.285505e+00,6.834135e-01,-2.285209e+00,1622
1623,15,-5.000000e+01,-2.143161e+01,1.910532e+00,2.594109e+00,3.757758e-01,-2.203265e+00,1623
1624,5,-1.120000e+02,-2.141716e+01,2.106412e+00,9.384983e-01,2.032832e+00,-2.651024e+00,1624
1625,17,-2.300000e+01,-2.141710e+01,1.881933e+00,2.891467e+00,7.986920e-02,-2.147675e+00,1625
1626,16,-3.900000e+01,-2.141039e+01,1.896022e+00,2.744207e+00,2.278010e-01,-2.167269e+00,1626
1627,17,-2.400000e+01,-2.134783e+01,1.882232e+00,2.891467e+00,8.679640e-02,-2.141502e+00,1627
1628,11,-8.100000e+01,-2.133802e+01,1.976005e+00,1.965758e+00,1.013486e+00,-2.364618e+00,1628
1629,2,-1.250000e+02,-2.133634e+01,2.207930e+00,3.848158e-01,2.594597e+00,-2.795077e+00,1629
1630,10,-8.700000e+01,-2.133086e+01,1.994389e+00,1.801695e+00,1.178265e+00,-2.409001e+00,1630
1631,1,-1.290000e+02,-2.132838e+01,2.256964e+00,1.940088e-01,2.786199e+00,-2.845581e+00,1631
1632,3,-1.210000e+02,-2.129574e+01,2.169191e+00,5.724673e-01,2.411005e+00,-2.741857e+00,1632
1633,7,-1.030000e+02,-2.129443e+01,2.056830e+00,1.292494e+00,1.691110e+00,-2.546028e+00,1633
1634,16,-4.000000e+01,-2.129438e+01,1.896526e+00,2.744207e+00,2.394014e-01,-2.157647e+00,1634
1635,8,-9.800000e+01,-2.129261e+01,2.034672e+00,1.465094e+00,1.518692e+00,-2.498625e+00,1635
1636,15,-5.100000e+01,-2.128298e+01,1.911181e+00,2.594109e+00,3.906395e-01,-2.192333e+00,1636
1637,14,-6.000000e+01,-2.127897e+01,1.926400e+00,2.441203e+00,5.439465e-01,-2.231988e+00,1637
1638,17,-2.500000e+01,-2.127570e+01,1.882543e+00,2.891467e+00,9.400900e-02,-2.135103e+00,1638
1639,0,-1.330000e+02,-2.127118e+01,2.330726e+00,0.000000e+00,2.985928e+00,-2.893336e+00,1639
1640,13,-6.800000e+01,-2.124118e+01,1.942428e+00,2.285505e+00,7.034229e-01,-2.270907e+00,1640
1641,12,-7.500000e+01,-2.123993e+01,1.959028e+00,2.127024e+00,8.620286e-01,-2.313735e+00,1641
1642,6,-1.080000e+02,-2.122118e+01,2.081146e+00,1.116977e+00,1.873952e+00,-2.588973e+00,1642
1643,9,-9.300000e+01,-2.121685e+01,2.014340e+00,1.634816e+00,1.356545e+00,-2.446817e+00,1643
1644,4,-1.170000e+02,-2.120730e+01,2.136550e+00,7.570117e-01,2.235305e+00,-2.685957e+00,1644
1645,17,-2.600000e+01,-2.120072e+01,1.882867e+00,2.891467e+00,1.015069e-01,-2.128479e+00,1645
1646,16,-4.100000e+01,-2.117556e+01,1.897043e+00,2.744207e+00,2.512836e-01,-2.147866e+00,1646
1647,15,-5.200000e+01,-2.113156e+01,1.911844e+00,2.594109e+00,4.057815e-01,-2.181227e+00,1647
1648,17,-2.700000e+01,-2.112290e+01,1.883204e+00,2.891467e+00,1.092896e-01,-2.121633e+00,1648
1649,14,-6.100000e+01,-2.110050e+01,1.927187e+00,2.441203e+00,5.617939e-01,-2.219111e+00,1649
1650,11,-8.200000e+01,-2.109458e+01,1.977105e+00,1.965758e+00,1.037830e+00,-2.347509e+00,1650
1651,5,-1.130000e+02,-2.107179e+01,2.108087e+00,9.384983e-01,2.067369e+00,-2.627416e+00,1651
1652,10,-8.800000e+01,-2.106838e+01,1.995586e+00,1.801695e+00,1.204513e+00,-2.390667e+00,1652
1653,16,-4.200000e+01,-2.105393e+01,1.897572e+00,2.744207e+00,2.634468e-01,-2.137960e+00,1653
1654,17,-2.800000e+01,-2.104223e+01,1.883554e+00,2.891467e+00,1.173567e-01,-2.114567e+00,1654
1655,13,-6.900000e+01,-2.103838e+01,1.943329e+00,2.285505e+00,7.237030e-01,-2.256440e+00,1655
1656,12,-7.600000e+01,-2.101550e+01,1.960034e+00,2.127024e+00,8.844722e-01,-2.297861e+00,1656
1657,8,-9.900000e+01,-2.099457e+01,2.036062e+00,1.465094e+00,1.548496e+00,-2.478025e+00,1657
1658,7,-1.040000e+02,-2.097983e+01,2.058315e+00,1.292494e+00,1.722569e+00,-2.524377e+00,1658
1659,15,-5.300000e+01,-2.097737e+01,1.912521e+00,2.594109e+00,4.212006e-01,-2.169948e+00,1659
1660,17,-2.900000e+01,-2.095872e+01,1.883916e+00,2.891467e+00,1.257076e-01,-2.107283e+00,1660
1661,2,-1.260000e+02,-2.094557e+01,2.209948e+00,3.848158e-01,2.633674e+00,-2.768623e+00,1661
1662,9,-9.400000e+01,-2.093532e+01,2.015639e+00,1.634816e+00,1.384698e+00,-2.427275e+00,1662
1663,16,-4.300000e+01,-2.092949e+01,1.898115e+00,2.744207e+00,2.758905e-01,-2.128551e+00,1663
1664,1,-1.300000e+02,-2.092312e+01,2.259124e+00,1.940088e-01,2.826725e+00,-2.818218e+00,1664
1665,3,-1.220000e+02,-2.091938e+01,2.171089e+00,5.724673e-01,2.448641e+00,-2.716313e+00,1665
1666,14,-6.200000e+01,-2.091929e+01,1.927988e+00,2.441203e+00,5.799151e-01,-2.206063e+00,1666
1667,6,-1.090000e+02,-2.089000e+01,2.082733e+00,1.116977e+00,1.907070e+00,-2.566280e+00,1667
1668,17,-3.000000e+01,-2.087237e+01,1.884290e+00,2.891467e+00,1.343420e-01,-2.099784e+00,1668
1669,0,-1.340000e+02,-2.085134e+01,2.333077e+00,0.000000e+00,3.027912e+00,-2.865066e+00,1669
1670,11,-8.300000e+01,-2.084851e+01,1.978220e+00,1.965758e+00,1.062437e+00,-2.330248e+00,1670
1671,4,-1.180000e+02,-2.084527e+01,2.138342e+00,7.570117e-01,2.271508e+00,-2.661322e+00,1671
1672,13,-7.000000e+01,-2.083288e+01,1.944246e+00,2.285505e+00,7.442533e-01,-2.241810e+00,1672
1673,15,-5.400000e+01,-2.082041e+01,1.913210e+00,2.594109e+00,4.368966e-01,-2.158496e+00,1673
1674,10,-8.900000e+01,-2.080330e+01,1.996799e+00,1.801695e+00,1.231021e+00,-2.372189e+00,1674
1675,16,-4.400000e+01,-2.080225e+01,1.898671e+00,2.744207e+00,2.886143e-01,-2.118984e+00,1675
1676,12,-7.700000e+01,-2.078839e+01,1.961055e+00,2.127024e+00,9.071826e-01,-2.281831e+00,1676
1677,17,-3.100000e+01,-2.078320e+01,1.884678e+00,2.891467e+00,1.432597e-01,-2.092071e+00,1677
1678,18,-0.000000e+00,-2.077197e+01,1.871147e+00,3.035850e+00,0.000000e+00,-2.077197e+00,1678
1679,18,-1.000000e+00,-2.076911e+01,1.871160e+00,3.035850e+00,2.860000e-04,-2.076912e+00,1679
1680,18,-2.000000e+00,-2.076339e+01,1.871185e+00,3.035850e+00,8.582000e-04,-2.076347e+00,1680
1681,18,-3.000000e+00,-2.075480e+01,1.871222e+00,3.035850e+00,1.716500e-03,-2.075503e+00,1681
1682,18,-4.000000e+00,-2.074336e+01,1.871271e+00,3.035850e+00,2.860700e-03,-2.074385e+00,1682
1683,14,-6.300000e+01,-2.073535e+01,1.928803e+00,2.441203e+00,5.983091e-01,-2.192848e+00,1683
1684,18,-5.000000e+00,-2.072906e+01,1.871333e+00,3.035850e+00,4.290900e-03,-2.072994e+00,1684
1685,5,-1.140000e+02,-2.072400e+01,2.109782e+00,9.384983e-01,2.102148e+00,-2.603692e+00,1685
1686,18,-6.000000e+00,-2.071190e+01,1.871407e+00,3.035850e+00,6.007200e-03,-2.071334e+00,1686
1687,8,-1.000000e+02,-2.069400e+01,2.037469e+00,1.465094e+00,1.578553e+00,-2.457291e+00,1687
1688,18,-7.000000e+00,-2.069188e+01,1.871494e+00,3.035850e+00,8.008800e-03,-2.069408e+00,1688
1689,17,-3.200000e+01,-2.069119e+01,1.885078e+00,2.891467e+00,1.524599e-01,-2.084148e+00,1689
1690,16,-4.500000e+01,-2.067223e+01,1.899240e+00,2.744207e+00,3.016170e-01,-2.109261e+00,1690
1691,18,-8.000000e+00,-2.066900e+01,1.871593e+00,3.035850e+00,1.029650e-02,-2.067218e+00,1691
1692,7,-1.050000e+02,-2.066275e+01,2.059818e+00,1.292494e+00,1.754278e+00,-2.502599e+00,1692
1693,15,-5.500000e+01,-2.066069e+01,1.913914e+00,2.594109e+00,4.528681e-01,-2.146871e+00,1693
1694,9,-9.500000e+01,-2.065123e+01,2.016955e+00,1.634816e+00,1.413107e+00,-2.407594e+00,1694
1695,18,-9.000000e+00,-2.064327e+01,1.871704e+00,3.035850e+00,1.286960e-02,-2.064766e+00,1695
1696,13,-7.100000e+01,-2.062469e+01,1.945176e+00,2.285505e+00,7.650724e-01,-2.227019e+00,1696
1697,18,-1.000000e+01,-2.061469e+01,1.871828e+00,3.035850e+00,1.572810e-02,-2.062056e+00,1697
1698,11,-8.400000e+01,-2.059981e+01,1.979350e+00,1.965758e+00,1.087307e+00,-2.312838e+00,1698
1699,17,-3.300000e+01,-2.059637e+01,1.885491e+00,2.891467e+00,1.619420e-01,-2.076017e+00,1699
1700,18,-1.100000e+01,-2.058325e+01,1.871965e+00,3.035850e+00,1.887220e-02,-2.059089e+00,1700
1701,12,-7.800000e+01,-2.055864e+01,1.962091e+00,2.127024e+00,9.301580e-01,-2.265646e+00,1701
1702,6,-1.100000e+02,-2.055636e+01,2.084338e+00,1.116977e+00,1.940434e+00,-2.543467e+00,1702
1703,2,-1.270000e+02,-2.055248e+01,2.211989e+00,3.848158e-01,2.672982e+00,-2.742072e+00,1703
1704,18,-1.200000e+01,-2.054896e+01,1.872113e+00,3.035850e+00,2.230110e-02,-2.055868e+00,1704
1705,14,-6.400000e+01,-2.054869e+01,1.929632e+00,2.441203e+00,6.169751e-01,-2.179466e+00,1705
1706,3,-1.230000e+02,-2.054067e+01,2.173009e+00,5.724673e-01,2.486512e+00,-2.690665e+00,1706
1707,16,-4.600000e+01,-2.053941e+01,1.899822e+00,2.744207e+00,3.148983e-01,-2.099375e+00,1707
1708,10,-9.000000e+01,-2.053564e+01,1.998028e+00,1.801695e+00,1.257787e+00,-2.353567e+00,1708
1709,1,-1.310000e+02,-2.051558e+01,2.261308e+00,1.940088e-01,2.867480e+00,-2.790764e+00,1709
1710,18,-1.300000e+01,-2.051182e+01,1.872274e+00,3.035850e+00,2.601490e-02,-2.052396e+00,1710
1711,17,-3.400000e+01,-2.049873e+01,1.885917e+00,2.891467e+00,1.717060e-01,-2.067682e+00,1711
1712,15,-5.600000e+01,-2.049823e+01,1.914631e+00,2.594109e+00,4.691146e-01,-2.135075e+00,1712
1713,4,-1.190000e+02,-2.048085e+01,2.140154e+00,7.570117e-01,2.307950e+00,-2.636579e+00,1713
1714,18,-1.400000e+01,-2.047183e+01,1.872448e+00,3.035850e+00,3.001360e-02,-2.048675e+00,1714
1715,0,-1.350000e+02,-2.042926e+01,2.335455e+00,0.000000e+00,3.070120e+00,-2.836710e+00,1715
1716,18,-1.500000e+01,-2.042900e+01,1.872634e+00,3.035850e+00,3.429670e-02,-2.044708e+00,1716
1717,13,-7.200000e+01,-2.041382e+01,1.946121e+00,2.285505e+00,7.861591e-01,-2.212067e+00,1717
1718,16,-4.700000e+01,-2.040382e+01,1.900418e+00,2.744207e+00,3.284572e-01,-2.089322e+00,1718
1719,17,-3.500000e+01,-2.039828e+01,1.886356e+00,2.891467e+00,1.817510e-01,-2.059146e+00,1719
1720,8,-1.010000e+02,-2.039092e+01,2.038893e+00,1.465094e+00,1.608861e+00,-2.436427e+00,1720
1721,18,-1.600000e+01,-2.038333e+01,1.872832e+00,3.035850e+00,3.886410e-02,-2.040497e+00,1721
1722,5,-1.150000e+02,-2.037380e+01,2.111497e+00,9.384983e-01,2.137168e+00,-2.579855e+00,1722
1723,9,-9.600000e+01,-2.036460e+01,2.018288e+00,1.634816e+00,1.441770e+00,-2.387777e+00,1723
1724,14,-6.500000e+01,-2.035932e+01,1.930475e+00,2.441203e+00,6.359117e-01,-2.165919e+00,1724
1725,11,-8.500000e+01,-2.034851e+01,1.980496e+00,1.965758e+00,1.112437e+00,-2.295280e+00,1725
1726,7,-1.060000e+02,-2.034319e+01,2.061339e+00,1.292494e+00,1.786234e+00,-2.480696e+00,1726
1727,18,-1.700000e+01,-2.033482e+01,1.873043e+00,3.035850e+00,4.371530e-02,-2.036044e+00,1727
1728,15,-5.700000e+01,-2.033302e+01,1.915362e+00,2.594109e+00,4.856352e-01,-2.123109e+00,1728
1729,12,-7.900000e+01,-2.032624e+01,1.963142e+00,2.127024e+00,9.533976e-01,-2.249306e+00,1729
1730,17,-3.600000e+01,-2.029503e+01,1.886807e+00,2.891467e+00,1.920764e-01,-2.050412e+00,1730
1731,18,-1.800000e+01,-2.028346e+01,1.873267e+00,3.035850e+00,4.885070e-02,-2.031352e+00,1731
1732,16,-4.800000e+01,-2.026546e+01,1.901026e+00,2.744207e+00,3.422934e-01,-2.079101e+00,1732
1733,10,-9.100000e+01,-2.026541e+01,1.999273e+00,1.801695e+00,1.284810e+00,-2.334804e+00,1733
1734,18,-1.900000e+01,-2.022928e+01,1.873503e+00,3.035850e+00,5.426930e-02,-2.026423e+00,1734
1735,6,-1.110000e+02,-2.022029e+01,2.085961e+00,1.116977e+00,1.974041e+00,-2.520536e+00,1735
1736,13,-7.300000e+01,-2.020028e+01,1.947081e+00,2.285505e+00,8.075129e-01,-2.196957e+00,1736
1737,17,-3.700000e+01,-2.018897e+01,1.887271e+00,2.891467e+00,2.026820e-01,-2.041486e+00,1737
1738,18,-2.000000e+01,-2.017225e+01,1.873751e+00,3.035850e+00,5.997140e-02,-2.021260e+00,1738
1739,14,-6.600000e+01,-2.016725e+01,1.931332e+00,2.441203e+00,6.551184e-01,-2.152206e+00,1739
1740,15,-5.800000e+01,-2.016508e+01,1.916106e+00,2.594109e+00,5.024290e-01,-2.110972e+00,1740
1741,3,-1.240000e+02,-2.015963e+01,2.174951e+00,5.724673e-01,2.524616e+00,-2.664917e+00,1741
1742,2,-1.280000e+02,-2.015710e+01,2.214053e+00,3.848158e-01,2.712520e+00,-2.715426e+00,1742
1743,16,-4.900000e+01,-2.012434e+01,1.901649e+00,2.744207e+00,3.564058e-01,-2.068710e+00,1743
1744,4,-1.200000e+02,-2.011407e+01,2.141987e+00,7.570117e-01,2.344627e+00,-2.611731e+00,1744
1745,18,-2.100000e+01,-2.011241e+01,1.874012e+00,3.035850e+00,6.595630e-02,-2.015865e+00,1745
1746,1,-1.320000e+02,-2.010578e+01,2.263517e+00,1.940088e-01,2.908460e+00,-2.763221e+00,1746
1747,11,-8.600000e+01,-2.009461e+01,1.981658e+00,1.965758e+00,1.137827e+00,-2.277576e+00,1747
1748,12,-8.000000e+01,-2.009122e+01,1.964208e+00,2.127024e+00,9.768998e-01,-2.232816e+00,1748
1749,8,-1.020000e+02,-2.008535e+01,2.040335e+00,1.465094e+00,1.639418e+00,-2.415434e+00,1749
1750,17,-3.800000e+01,-2.008012e+01,1.887749e+00,2.891467e+00,2.135671e-01,-2.032373e+00,1750
1751,9,-9.700000e+01,-2.007544e+01,2.019637e+00,1.634816e+00,1.470686e+00,-2.367826e+00,1751
1752,18,-2.200000e+01,-2.004973e+01,1.874286e+00,3.035850e+00,7.222360e-02,-2.010240e+00,1752
1753,5,-1.160000e+02,-2.002120e+01,2.113231e+00,9.384983e-01,2.172428e+00,-2.555907e+00,1753
1754,7,-1.070000e+02,-2.002117e+01,2.062878e+00,1.292494e+00,1.818436e+00,-2.458671e+00,1754
1755,0,-1.360000e+02,-2.000495e+01,2.337859e+00,0.000000e+00,3.112552e+00,-2.808271e+00,1755
1756,15,-5.900000e+01,-1.999442e+01,1.916864e+00,2.594109e+00,5.194952e-01,-2.098668e+00,1756
1757,10,-9.200000e+01,-1.999262e+01,2.000535e+00,1.801695e+00,1.312089e+00,-2.315901e+00,1757
1758,18,-2.300000e+01,-1.998423e+01,1.874572e+00,3.035850e+00,7.877340e-02,-2.004388e+00,1758
1759,13,-7.400000e+01,-1.998409e+01,1.948055e+00,2.285505e+00,8.291321e-01,-2.181690e+00,1759
1760,16,-5.000000e+01,-1.998045e+01,1.902284e+00,2.744207e+00,3.707941e-01,-2.058149e+00,1760
1761,14,-6.700000e+01,-1.997250e+01,1.932204e+00,2.441203e+00,6.745941e-01,-2.138331e+00,1761
1762,17,-3.900000e+01,-1.996848e+01,1.888239e+00,2.891467e+00,2.247309e-01,-2.023079e+00,1762
1763,18,-2.400000e+01,-1.991592e+01,1.874870e+00,3.035850e+00,8.560480e-02,-1.998311e+00,1763
1764,6,-1.120000e+02,-1.988180e+01,2.087604e+00,1.116977e+00,2.007890e+00,-2.497489e+00,1764
1765,17,-4.000000e+01,-1.985406e+01,1.888742e+00,2.891467e+00,2.361733e-01,-2.013615e+00,1765
1766,12,-8.100000e+01,-1.985358e+01,1.965290e+00,2.127024e+00,1.000664e+00,-2.216174e+00,1766
1767,18,-2.500000e+01,-1.984479e+01,1.875182e+00,3.035850e+00,9.271810e-02,-1.992012e+00,1767
1768,11,-8.700000e+01,-1.983813e+01,1.982835e+00,1.965758e+00,1.163475e+00,-2.259728e+00,1768
1769,16,-5.100000e+01,-1.983383e+01,1.902933e+00,2.744207e+00,3.854569e-01,-2.047418e+00,1769
1770,15,-6.000000e+01,-1.982105e+01,1.917636e+00,2.594109e+00,5.368326e-01,-2.086196e+00,1770
1771,9,-9.800000e+01,-1.978377e+01,2.021003e+00,1.634816e+00,1.499853e+00,-2.347742e+00,1771
1772,8,-1.030000e+02,-1.977730e+01,2.041794e+00,1.465094e+00,1.670223e+00,-2.394315e+00,1772
1773,3,-1.250000e+02,-1.977627e+01,2.176914e+00,5.724673e-01,2.562952e+00,-2.639071e+00,1773
1774,14,-6.800000e+01,-1.977506e+01,1.933089e+00,2.441203e+00,6.943373e-01,-2.124295e+00,1774
1775,18,-2.600000e+01,-1.977085e+01,1.875506e+00,3.035850e+00,1.001123e-01,-1.985491e+00,1775
1776,13,-7.500000e+01,-1.976525e+01,1.949044e+00,2.285505e+00,8.510158e-01,-2.166267e+00,1776
1777,2,-1.290000e+02,-1.975944e+01,2.216140e+00,3.848158e-01,2.752286e+00,-2.688687e+00,1777
1778,4,-1.210000e+02,-1.974495e+01,2.143841e+00,7.570117e-01,2.381540e+00,-2.586779e+00,1778
1779,17,-4.100000e+01,-1.973686e+01,1.889258e+00,2.891467e+00,2.478929e-01,-2.003996e+00,1779
1780,10,-9.300000e+01,-1.971728e+01,2.001813e+00,1.801695e+00,1.339623e+00,-2.296861e+00,1780
1781,7,-1.080000e+02,-1.969671e+01,2.064435e+00,1.292494e+00,1.850882e+00,-2.436526e+00,1781
1782,18,-2.700000e+01,-1.969409e+01,1.875842e+00,3.035850e+00,1.077875e-01,-1.978753e+00,1782
1783,1,-1.330000e+02,-1.969373e+01,2.265750e+00,1.940088e-01,2.949665e+00,-2.735591e+00,1783
1784,16,-5.200000e+01,-1.968446e+01,1.903595e+00,2.744207e+00,4.003938e-01,-2.036517e+00,1784
1785,5,-1.170000e+02,-1.966623e+01,2.114985e+00,9.384983e-01,2.207925e+00,-2.531850e+00,1785
1786,15,-6.100000e+01,-1.964496e+01,1.918422e+00,2.594109e+00,5.544408e-01,-2.073557e+00,1786
1787,17,-4.200000e+01,-1.961689e+01,1.889788e+00,2.891467e+00,2.598899e-01,-1.994256e+00,1787
1788,18,-2.800000e+01,-1.961454e+01,1.876191e+00,3.035850e+00,1.157428e-01,-1.971798e+00,1788
1789,12,-8.200000e+01,-1.961334e+01,1.966386e+00,2.127024e+00,1.024688e+00,-2.199384e+00,1789
1790,11,-8.800000e+01,-1.957908e+01,1.984028e+00,1.965758e+00,1.189380e+00,-2.241737e+00,1790
1791,0,-1.370000e+02,-1.957843e+01,2.340291e+00,0.000000e+00,3.155203e+00,-2.779752e+00,1791
1792,14,-6.900000e+01,-1.957496e+01,1.933989e+00,2.441203e+00,7.143477e-01,-2.110098e+00,1792
1793,13,-7.600000e+01,-1.954378e+01,1.950048e+00,2.285505e+00,8.731631e-01,-2.150690e+00,1793
1794,6,-1.130000e+02,-1.954091e+01,2.089266e+00,1.116977e+00,2.041978e+00,-2.474328e+00,1794
1795,16,-5.300000e+01,-1.953235e+01,1.904270e+00,2.744207e+00,4.156041e-01,-2.025447e+00,1795
1796,18,-2.900000e+01,-1.953219e+01,1.876553e+00,3.035850e+00,1.239780e-01,-1.964630e+00,1796
1797,17,-4.300000e+01,-1.949416e+01,1.890330e+00,2.891467e+00,2.721633e-01,-1.985018e+00,1797
1798,9,-9.900000e+01,-1.948960e+01,2.022387e+00,1.634816e+00,1.529270e+00,-2.327528e+00,1798
1799,8,-1.040000e+02,-1.946678e+01,2.043271e+00,1.465094e+00,1.701275e+00,-2.373071e+00,1799
1800,15,-6.200000e+01,-1.946618e+01,1.919222e+00,2.594109e+00,5.723187e-01,-2.060753e+00,1800
1801,18,-3.000000e+01,-1.944704e+01,1.876928e+00,3.035850e+00,1.324930e-01,-1.957250e+00,1801
1802,10,-9.400000e+01,-1.943942e+01,2.003107e+00,1.801695e+00,1.367409e+00,-2.277685e+00,1802
1803,3,-1.260000e+02,-1.939062e+01,2.178899e+00,5.724673e-01,2.601517e+00,-2.613129e+00,1803
1804,16,-5.400000e+01,-1.937753e+01,1.904960e+00,2.744207e+00,4.310869e-01,-2.014208e+00,1804
1805,4,-1.220000e+02,-1.937350e+01,2.145715e+00,7.570117e-01,2.418685e+00,-2.561725e+00,1805
1806,14,-7.000000e+01,-1.937220e+01,1.934903e+00,2.441203e+00,7.346238e-01,-2.095742e+00,1806
1807,12,-8.300000e+01,-1.937050e+01,1.967498e+00,2.127024e+00,1.048972e+00,-2.182447e+00,1807
1808,7,-1.090000e+02,-1.936982e+01,2.066011e+00,1.292494e+00,1.883571e+00,-2.414262e+00,1808
1809,17,-4.400000e+01,-1.936867e+01,1.890886e+00,2.891467e+00,2.847124e-01,-1.975625e+00,1809
1810,2,-1.300000e+02,-1.935952e+01,2.218250e+00,3.848158e-01,2.792278e+00,-2.661858e+00,1810
1811,18,-3.100000e+01,-1.935910e+01,1.877315e+00,3.035850e+00,1.412866e-01,-1.949662e+00,1811
1812,19,-0.000000e+00,-1.935744e+01,1.864171e+00,3.177302e+00,0.000000e+00,-1.935744e+00,1812
1813,19,-1.000000e+00,-1.935462e+01,1.864183e+00,3.177302e+00,2.822000e-04,-1.935464e+00,1813
1814,19,-2.000000e+00,-1.934898e+01,1.864208e+00,3.177302e+00,8.463000e-04,-1.934906e+00,1814
1815,19,-3.000000e+00,-1.934052e+01,1.864245e+00,3.177302e+00,1.692600e-03,-1.934074e+00,1815
1816,19,-4.000000e+00,-1.932923e+01,1.864294e+00,3.177302e+00,2.820800e-03,-1.932972e+00,1816
1817,13,-7.700000e+01,-1.931969e+01,1.951066e+00,2.285505e+00,8.955725e-01,-2.134960e+00,1817
1818,11,-8.900000e+01,-1.931747e+01,1.985237e+00,1.965758e+00,1.215541e+00,-2.223606e+00,1818
1819,19,-5.000000e+00,-1.931513e+01,1.864356e+00,3.177302e+00,4.230900e-03,-1.931602e+00,1819
1820,5,-1.180000e+02,-1.930891e+01,2.116758e+00,9.384983e-01,2.243657e+00,-2.507686e+00,1820
1821,19,-6.000000e+00,-1.929821e+01,1.864431e+00,3.177302e+00,5.922900e-03,-1.929966e+00,1821
1822,15,-6.300000e+01,-1.928472e+01,1.920036e+00,2.594109e+00,5.904652e-01,-2.047786e+00,1822
1823,1,-1.340000e+02,-1.927946e+01,2.268009e+00,1.940088e-01,2.991092e+00,-2.707877e+00,1823
1824,19,-7.000000e+00,-1.927848e+01,1.864517e+00,3.177302e+00,7.896500e-03,-1.928068e+00,1824
1825,18,-3.200000e+01,-1.926838e+01,1.877715e+00,3.035850e+00,1.503589e-01,-1.941867e+00,1825
1826,19,-8.000000e+00,-1.925592e+01,1.864616e+00,3.177302e+00,1.015210e-02,-1.925910e+00,1826
1827,17,-4.500000e+01,-1.924043e+01,1.891454e+00,2.891467e+00,2.975363e-01,-1.966081e+00,1827
1828,19,-9.000000e+00,-1.923055e+01,1.864728e+00,3.177302e+00,1.268900e-02,-1.923494e+00,1828
1829,16,-5.500000e+01,-1.921998e+01,1.905662e+00,2.744207e+00,4.468412e-01,-2.002800e+00,1829
1830,19,-1.000000e+01,-1.920237e+01,1.864852e+00,3.177302e+00,1.550730e-02,-1.920824e+00,1830
1831,6,-1.140000e+02,-1.919764e+01,2.090947e+00,1.116977e+00,2.076306e+00,-2.451056e+00,1831
1832,9,-1.000000e+02,-1.919294e+01,2.023787e+00,1.634816e+00,1.558936e+00,-2.307185e+00,1832
