id,v,Longitude,Latitude,rIn,EeVVib,EeVRot,DeltaEintDiss,Bin
8950,-13,2.120000e+02,2.003116e+01,2.017056e+00,3.478019e+00,8.278786e+00,-3.807907e-01,114
8951,-19,2.010000e+02,2.004324e+01,1.941538e+00,4.879239e+00,6.878774e+00,-6.021436e-02,129
8952,-12,2.140000e+02,2.006254e+01,2.032816e+00,3.231849e+00,8.528094e+00,-4.391025e-01,114
8953,-11,2.160000e+02,2.008657e+01,2.049516e+00,2.982104e+00,8.780242e+00,-4.992246e-01,114
8954,-10,2.180000e+02,2.010487e+01,2.067271e+00,2.728790e+00,9.035386e+00,-5.610124e-01,114
8955,-9,2.200000e+02,2.011887e+01,2.086228e+00,2.471913e+00,9.293663e+00,-6.243377e-01,114
8956,-8,2.220000e+02,2.012990e+01,2.106576e+00,2.211477e+00,9.555202e+00,-6.890853e-01,114
8957,-7,2.240000e+02,2.013916e+01,2.128563e+00,1.947483e+00,9.820122e+00,-7.551514e-01,114
8958,-6,2.260000e+02,2.014778e+01,2.152524e+00,1.679934e+00,1.008853e+01,-8.224425e-01,111
8959,-5,2.280000e+02,2.015678e+01,2.178933e+00,1.408831e+00,1.036054e+01,-8.908737e-01,111
8960,-4,2.300000e+02,2.016714e+01,2.208495e+00,1.134173e+00,1.063623e+01,-9.603687e-01,111
8961,-3,2.320000e+02,2.017973e+01,2.242342e+00,8.559607e-01,1.091570e+01,-1.030859e+00,111
8962,-2,2.340000e+02,2.019537e+01,2.282517e+00,5.741937e-01,1.119903e+01,-1.102286e+00,111
8963,-18,2.030000e+02,2.019813e+01,1.953081e+00,4.654818e+00,7.118684e+00,-1.005074e-01,129
8964,-1,2.360000e+02,2.021480e+01,2.333495e+00,2.888725e-01,1.148630e+01,-1.174598e+00,111
8965,0,2.380000e+02,2.023869e+01,2.410733e+00,0.000000e+00,1.177756e+01,-1.247753e+00,111
8966,-20,2.000000e+02,2.027594e+01,1.934307e+00,5.099950e+00,6.681332e+00,-9.424365e-03,117
8967,-17,2.050000e+02,2.032330e+01,1.965241e+00,4.426720e+00,7.359299e+00,-1.447723e-01,129
