3.695873850952479667e-01,-3.446136936588681254e-01,4.237196227243071323e-01,-4.998359010591633678e-01,-1.545328867623709662e-02,-3.093460141509715711e-01,-2.023876150788807005e-01,-2.542501172346531835e-01,-4.268968306914893152e-01,5.212755095370478209e-01
-5.096780121986049794e-02,-1.572173388209652800e-01,3.967826211796198765e-01,9.773807208851971462e-02,-1.914825125723629284e-01,5.427031928933295779e-01,8.683403198515952937e-02,6.405842961470805674e-01,-5.493345050702543864e-01,1.153119245356339639e-01
-5.305484521347048066e-01,2.092017788729990113e-01,-5.536424809800372104e-01,1.639799305209313496e-01,-1.763628718228793801e-01,5.592491221311051558e-02,1.504118254683647071e-01,-1.040800550442266964e-01,3.602315670036161377e-01,-3.240999881603080501e-01
2.900344807486208709e-01,-1.020926340917228892e+00,2.265142602545570372e-01,8.214815706357456171e-02,2.660933532791679990e-01,-6.643366099563861871e-02,4.055171840863427274e-03,2.186861264836164054e-01,-1.149008928428455201e-01,2.083556331514652415e-01
8.294847950470429776e-02,-4.131508053958586335e-01,-1.509800629414061734e-01,-3.186979187609046416e-01,1.135254606014839268e-01,2.045791185266927770e-01,-3.232778413735916678e-01,1.308579560170552436e-01,-1.470179652784772140e-01,-1.802455001001717072e-01
3.573389477309094620e-01,2.584381908036166853e-01,-3.241918650500113519e-01,-1.949925389796449693e-01,-2.292620334795636428e-01,-1.578658707384581195e-01,3.818026192888978043e-01,-1.735471412946563152e-01,-2.800016234665437254e-01,-2.512919509532842155e-01
-5.292324047861434178e-01,-2.225746122175713548e-01,6.757447461552826828e-01,1.067993270371996178e-01,1.145496396252228877e+00,-1.530517767946709684e-01,-3.201674933341025486e-01,1.935002410190581612e-01,-8.746262084503943213e-02,-1.665980821588000094e-01
-3.632806229918342233e-02,9.803979032646108205e-02,-7.255215786156985480e-01,-2.486935480326930847e-01,-1.899659174127780181e-01,-6.536852602651033184e-02,4.189725659352194070e-02,-7.306820566299804254e-02,4.666733999998284865e-01,-1.852358894301324999e-01
3.656465223366215378e-01,-1.131237584321004574e-01,3.659511440537617233e-01,2.304094681941262768e-01,-4.348594911723772105e-01,5.375461815980903113e-01,-2.609258667418548616e-02,1.709086244123293186e-01,2.721330369834543683e-01,4.558707444594142788e-02
1.979456906786237480e-01,-3.567659602648418637e-01,-3.347891561188608145e-02,2.102020846516592101e-01,-2.050002500846792586e-01,3.260287407184010999e-01,3.902463215338097813e-01,-2.452990004086095244e-01,5.680339804983043361e-01,3.119310169028612356e-01
-1.975162011731659284e-01,-6.215839582034173860e-01,-6.447768425754886179e-01,-1.705119367840386702e-01,3.005977750854208971e-02,1.370233088462026738e-01,-3.129233574612255153e-01,-1.075771460927245765e-01,1.437537287931936747e-01,2.728759268329252752e-01
-3.450280220482400684e-01,2.524439759638376080e-01,-3.837819926989886610e-01,4.473680689141163597e-02,3.804143147211984655e-01,-4.092543812254583746e-01,9.734265600066692448e-02,-2.076815854583283494e-01,-3.160946349530132093e-01,7.476561604084654977e-01
4.920217617382353636e-01,7.090188693144263699e-01,-7.784601418400185491e-01,-4.738282237668701297e-02,-3.322439857930278295e-01,-5.740932068824730061e-01,6.058398862674522212e-01,-3.114557037901979353e-01,-1.201241738053814290e-01,5.255818946848889867e-02
-1.232250036278464272e-01,-1.516299699086531561e-01,4.427006078433955993e-01,1.325198508833317357e-01,3.706136177827824146e-02,-5.352799347520315054e-01,-2.157689786948197019e-01,2.516628824718911139e-01,-3.543738365127739876e-01,-5.046605530497896286e-01
-5.090743467530915028e-02,-1.265024115442385175e-02,-1.106938891746986203e-01,5.028872326938212817e-02,-6.259053875407770695e-01,1.576779399674545779e-01,2.878347824296541013e-01,6.371657138251810015e-02,3.962508012085914078e-01,-2.281425526629303757e-01
6.297182216186659742e-01,1.562821483567335412e-01,-1.244395134180935614e-01,8.151332507018396734e-02,4.542247554451611657e-01,-4.646519505950019169e-01,4.153042210373513732e-01,-2.915678867682934272e-01,-2.107490425312630589e-01,-9.223481168198158775e-01
1.101119307419849702e-01,2.842109491183236192e-01,-8.570670964807143299e-01,2.865788567401884590e-01,-1.264215902427195254e-02,-4.772168173235158406e-01,-1.542963453162876364e-01,-7.281362898021004337e-02,2.294527452259514655e-01,2.013880805939998742e-01
8.025036991228845507e-02,-2.267335359587665244e-01,-7.738431932965690319e-01,-1.980092936476622045e-01,9.050588792986002940e-01,-1.378929306285098244e-02,3.634380404631615269e-01,-1.824395412736832534e-01,-8.670379134585407682e-03,-1.837539215665091041e-01
-5.654561780579572122e-02,1.006503701461594902e-01,-6.865994765983522985e-01,-1.317295146956310448e-01,-5.748382048760268814e-01,4.792115063103943168e-02,-7.412533611568758452e-02,1.052124904039614811e-01,3.072500508626053728e-01,-2.112032250897170615e-01
-1.202387705102789771e-02,2.160568433832495139e-01,-2.357200214115726389e-01,7.880835535896060784e-02,-4.808841560629944500e-01,1.644895819244469315e-01,3.550308044616676262e-02,-3.704065764954320716e-01,2.956376092739103068e-01,-8.900939291642250006e-02
