5.040291925763275005e-01,-3.190974463469744560e-01,5.522580897496441876e-01,6.562184262150558833e-01,5.927026671157642479e-02,-8.951165713598828733e-01,9.865096035365575333e-03,3.528779835507112744e-02,6.687926847989097423e-01,6.100932142680719483e-01
5.191737402755441239e-02,-1.939638340664256722e-01,-3.122121013587593197e-01,-4.411811157217609969e-01,-5.960156848899380577e-01,1.970943083590332434e-01,-2.494684547523733920e-01,-3.646793110959755668e-01,-2.137490729643058140e-01,1.282763196055658694e+00
-8.614310126626339992e-01,2.093621307083465277e-01,-1.212463528854069300e-01,2.739886364733592483e-01,-5.623410058756117547e-01,7.902223412492801469e-01,-7.043433384010703291e-01,-1.043721847659273561e+00,1.397086983474585375e+00,1.128536098622435757e-01
3.416105637627162572e-01,1.149779608549215681e-01,-3.458129280948851192e-01,-2.469244368956425573e-01,-3.550462109507206837e-02,1.187275490077907447e+00,-1.040961550524492907e+00,-2.590511630961059297e-01,2.044787592820996647e+00,7.665055009848573825e-03
4.710008402212192413e-01,-5.536774569440244820e-01,9.325742398145717704e-01,2.571752981181020248e-01,-1.712413947774949624e-02,-3.217478637582699141e-01,5.787801960180639638e-01,4.516656627334704188e-01,-2.417007746880666941e-01,-5.545770638616768222e-01
-9.144297352596753026e-02,6.330400714227011338e-01,-4.115973899042473794e-01,-4.041638991885044829e-01,1.677423853903754036e+00,-7.814579958390294179e-01,-1.402163565783979826e-01,-1.118907608783805269e-01,-1.555762424975307923e+00,-1.307646026452460974e+00
1.451292050545632262e-01,1.998252100683214072e-01,-2.490487392577827863e-01,5.178531919664598471e-01,-5.888570980922385179e-01,4.761900886227901641e-01,6.656910934316021544e-01,4.576367215350716222e-01,4.768632911054626056e-01,4.901880387845909959e-01
-1.005563397893663169e-01,-5.097031652336854179e-01,3.673809649094124108e-01,-8.452487708339173622e-01,-3.507373079871482502e-01,7.045557427085084035e-01,1.257359898696949196e-01,1.410563964832405870e-01,3.210892860476369237e-01,-1.576451273977630962e-01
2.717570119515331784e-01,-6.209319897035636693e-01,1.250872133323178481e+00,-3.330590189812213109e-01,1.320543049950716197e-01,-5.460367565325413564e-01,2.314070767727313682e-02,4.948074709474561406e-01,-9.625789742410376659e-01,4.779399402804085373e-01
4.562724780777163702e-01,3.235715876783972211e-01,4.542443948657921005e-01,1.461136340647782028e-01,1.937057575757822336e-01,1.535599678320273276e-01,6.329606121185227252e-01,-1.242274246980900124e-02,-8.241775665390753680e-01,2.625635724964081041e-01
1.620010607520768475e-01,8.366893020617048871e-01,-1.433966482821547039e+00,4.262033753961250171e-01,6.704934551198028503e-01,-3.335103929624426700e-01,-2.021579663646370928e-01,-7.175690205242785114e-01,6.686386764059328025e-02,-6.613985440163385743e-01
2.673793085201849884e-01,-5.840069907667468918e-01,-1.464579926460272685e-01,2.345825639390949624e-01,-2.073724732467744636e-01,7.402449269258631892e-01,1.789421461409313574e+00,7.320013409524701586e-01,1.298817940827817763e+00,9.911874040728443358e-01
-1.561253588885437305e-01,7.025609347616076916e-02,2.184279228806265960e-01,1.245581193581298152e+00,-3.944848931211512588e-01,-2.100975049163531505e-01,-9.386996892345644827e-01,5.302652168973157609e-01,1.068653957907502949e+00,-7.982675690931838597e-01
-7.766868148080416367e-02,-2.202843273985071459e-01,4.267496120031498696e-01,2.932351224048974081e-01,-3.858037443118345622e-01,4.364253678386003643e-01,-4.390457428004106988e-01,2.994049058603693303e-01,-1.570989572872195872e+00,-3.918329287358196522e-01
2.092133607924418770e-01,-7.133073227728828902e-01,3.459006408937648214e-01,-2.557291167979927615e-01,1.309163791147394673e-01,-1.096434022763619565e+00,2.520809394516663332e-02,1.359832333037717667e-01,-1.609931848443266533e+00,-6.293600724293528792e-01
1.957102369520002938e-02,-1.651914294301132929e-02,-7.382085683781618446e-01,2.640613805655773749e-01,6.284768500632356147e-01,-2.044532804253118285e-01,2.796382340958200596e-01,1.499754416858628259e-01,3.203322679722340194e-01,-2.824156581193134063e-01
-1.046233443264375090e-01,5.666568324930352368e-02,4.799861674770251052e-01,6.753307943299542704e-02,-4.140909743152842437e-01,2.771969594563172823e-01,-1.348919856036294496e+00,1.726450956158706029e-01,6.958086114459199889e-02,4.320571657487451978e-01
-4.323907074447092547e-01,5.963822147312758393e-01,-7.276292056625756066e-01,-3.761419206801682596e-02,-6.229174482464264195e-02,1.656104633078387678e-01,-3.364010763154255401e-01,-4.882430479764441889e-01,-8.050645737394358514e-01,-3.709398896772708731e-01
-2.994989901072010394e-02,-1.280779850186319624e-01,4.438469284930633418e-01,3.545479764303618997e-02,9.318804149322565400e-02,-1.400693701432265958e-01,3.276698857500009998e-01,3.421613404960753280e-01,-1.533243292839792549e+00,3.551492095809961613e-01
6.813048230725980980e-01,-1.433872491381495973e-01,9.231553117768340755e-01,-5.674668406752404470e-01,-1.084388151933566302e+00,7.780813696456532202e-01,6.652293680517236130e-01,5.167396071244911848e-01,1.124043631103310625e+00,1.049802972288404135e+00
