Id,Group
1070,38
1071,38
1072,63
1073,89
1074,92
1075,105
1076,69
1077,38
1078,126
1079,38
1080,136
1081,82
1082,38
1083,63
1084,31
1085,23
1086,102
1087,92
1088,38
1089,7
1090,105
1091,102
1092,63
1093,23
1094,69
1095,23
1096,89
1097,7
1098,92
1099,63
1100,136
1101,23
1102,79
1103,126
1104,105
1105,23
1106,63
1107,23
1108,92
1109,82
1110,69
1111,102
1112,23
1113,102
1114,7
1115,31
1116,11
1117,63
1118,105
1119,23
1120,136
1121,92
1122,23
1123,126
1124,7
1125,63
1126,23
1127,69
1128,105
1129,31
1130,92
1131,23
1132,63
1133,102
1134,11
1135,136
1136,102
1137,82
1138,23
1139,7
1140,63
1141,23
1142,105
1143,92
1144,126
1145,69
1146,31
1147,23
1148,7
1149,63
1150,136
1151,92
1152,23
1153,11
1154,105
1155,102
1156,102
1157,31
1158,63
1159,23
1160,69
1161,7
1162,82
1163,126
1164,92
1165,23
1166,63
1167,105
1168,136
1169,138
1170,7
1171,11
1172,31
1173,58
1174,58
1175,58
1176,92
1177,69
1178,58
1179,58
1180,63
1181,58
1182,23
1183,102
1184,58
1185,102
1186,58
1187,105
1188,58
1189,126
1190,58
1191,138
1192,7
1193,58
1194,63
1195,92
1196,58
1197,82
1198,31
1199,11
1200,58
1201,138
1202,11
1203,69
1204,149
1205,105
1206,58
1207,63
1208,7
1209,92
1210,138
1211,149
1212,102
1213,149
1214,102
1215,11
1216,31
1217,149
1218,63
1219,138
1220,11
1221,105
1222,69
1223,149
1224,7
1225,92
1226,11
1227,149
1228,138
1229,82
1230,112
1231,149
1232,31
1233,138
1234,149
1235,102
1236,105
1237,7
1238,85
1239,126
1240,11
1241,102
1242,69
1243,149
1244,63
1245,138
1246,149
1247,11
1248,7
1249,31
1250,92
1251,149
1252,105
1253,112
1254,138
1255,149
1256,82
1257,69
1258,11
1259,102
1260,11
1261,138
1262,149
1263,112
1264,85
1265,7
1266,4
1267,31
1268,67
1269,11
1270,78
1271,138
1272,149
1273,112
1274,7
1275,69
1276,85
1277,11
1278,78
1279,138
1280,105
1281,11
1282,31
1283,102
1284,82
1285,78
1286,112
1287,11
1288,102
1289,138
1290,85
1291,7
1292,78
1293,69
1294,28
1295,28
1296,28
1297,28
1298,67
1299,28
1300,112
1301,11
1302,28
1303,138
1304,78
1305,28
1306,31
1307,7
1308,28
1309,28
1310,85
1311,28
1312,11
1313,78
1314,102
1315,28
1316,138
1317,11
1318,28
1319,112
1320,28
1321,67
1322,82
1323,78
1324,69
1325,4
1326,70
1327,31
