Id,v,longitude,latitude,rin,eevvib,eevrot,deltaebarrier,bin
3367,18,-103,-6.197129,1.941497,3.03585,1.457484,-1.036298,80
3368,25,-65,-6.190114,1.856739,3.959854,0.534181,-0.748998,108
3369,29,-27,-6.165684,1.816099,4.408528,0.08795,-0.625912,112
3370,28,-40,-6.159354,1.825884,4.302718,0.194393,-0.644144,112
3371,26,-58,-6.153855,1.846289,4.078133,0.419528,-0.70985,108
3372,7,-145,-6.135874,2.136302,1.292494,3.206965,-1.553684,94
3373,15,-116,-6.134625,1.98513,2.594109,1.905475,-1.167249,21
3374,27,-50,-6.130306,1.836082,4.192497,0.307519,-0.673134,112
3375,14,-120,-6.127846,2.000818,2.441203,2.059059,-1.213108,21
3376,23,-78,-6.11758,1.879433,3.712313,0.788975,-0.82154,105
3377,24,-72,-6.114301,1.868131,3.837858,0.663759,-0.782115,109
3378,16,-112,-6.103035,1.970298,2.744207,1.758536,-1.119612,21
3379,29,-28,-6.100975,1.816463,4.408528,0.094421,-0.620442,112
3380,20,-94,-6.100673,1.915743,3.315761,1.187218,-0.94381,101
3381,21,-89,-6.097478,1.903288,3.451147,1.052152,-0.901606,101
3382,13,-124,-6.08159,2.017439,2.285505,2.219382,-1.257113,42
3383,10,-135,-6.064825,2.071795,1.801695,2.704868,-1.400267,62
3384,28,-41,-6.063462,1.826419,4.302718,0.203982,-0.636656,112
3385,19,-99,-6.045273,1.928951,3.177302,1.331217,-0.983095,101
3386,22,-84,-6.037545,1.89155,3.583367,0.925925,-0.856611,105
3387,30,-0,-6.034367,1.807373,4.50961,0,-0.603437,112
3388,17,-108,-6.034272,1.956258,2.891467,1.618152,-1.070282,82
3389,29,-29,-6.034019,1.81684,4.408528,0.101117,-0.614813,112
3390,30,-1,-6.03209,1.807386,4.50961,0.000228,-0.603211,112
3391,25,-66,-6.030522,1.857616,3.959854,0.55014,-0.738533,108
3392,30,-2,-6.027534,1.807411,4.50961,0.000683,-0.602762,112
3393,30,-3,-6.020702,1.80745,4.50961,0.001367,-0.602093,112
3394,26,-59,-6.012734,1.847068,4.078133,0.43364,-0.700499,108
3395,30,-4,-6.011594,1.807502,4.50961,0.002277,-0.601208,112
3396,8,-142,-6.010334,2.113882,1.465094,3.046919,-1.495731,95
3397,27,-51,-6.009689,1.836752,4.192497,0.31958,-0.665004,112
3398,30,-5,-6.000211,1.807567,4.50961,0.003416,-0.60011,112
3399,12,-128,-5.994799,2.035083,2.127024,2.386542,-1.299195,42
3400,30,-6,-5.986554,1.807645,4.50961,0.004781,-0.5988,116
3401,30,-7,-5.970624,1.807735,4.50961,0.006374,-0.597283,116
3402,28,-42,-5.965362,1.826968,4.302718,0.213792,-0.629103,112
3403,29,-30,-5.964826,1.81723,4.408528,0.108036,-0.609029,112
3404,3,-158,-5.959865,2.255442,0.572467,3.944592,-1.748261,97
3405,2,-161,-5.9554,2.29666,0.384816,4.13269,-1.800457,96
3406,30,-8,-5.952423,1.807839,4.50961,0.008194,-0.59556,116
3407,4,-155,-5.939032,2.22069,0.757012,3.762131,-1.694938,97
3408,24,-73,-5.936161,1.869107,3.837858,0.681573,-0.770545,109
3409,30,-9,-5.931954,1.807956,4.50961,0.010241,-0.593634,116
3410,18,-104,-5.929603,1.942956,3.03585,1.484237,-1.019354,80
3411,1,-164,-5.924912,2.348856,0.194009,4.326546,-1.851473,96
3412,23,-79,-5.922936,1.880497,3.712313,0.80844,-0.808976,105
3413,30,-10,-5.909219,1.808086,4.50961,0.012515,-0.591509,116
3414,5,-152,-5.893635,2.190339,0.938498,3.585184,-1.640539,94
3415,29,-31,-5.893401,1.817634,4.408528,0.115179,-0.603091,112
3416,27,-52,-5.886903,1.837436,4.192497,0.331859,-0.656762,112
3417,30,-11,-5.884217,1.808229,4.50961,0.015015,-0.589186,116
3418,21,-90,-5.871752,1.904519,3.451147,1.074725,-0.887178,105
3419,26,-60,-5.869474,1.847861,4.078133,0.447966,-0.691039,112
3420,25,-67,-5.868816,1.858507,3.959854,0.566311,-0.727963,108
3421,0,-167,-5.86767,2.427557,0,4.526279,-1.901261,96
3422,11,-132,-5.866484,2.053858,1.965758,2.56064,-1.339292,42
3423,28,-43,-5.865066,1.827531,4.302718,0.223822,-0.622109,112
3424,9,-139,-5.863338,2.093165,1.634816,2.891896,-1.436931,95
3425,20,-95,-5.860378,1.917053,3.315761,1.211248,-0.928508,101
3426,30,-12,-5.856957,1.808385,4.50961,0.017741,-0.586668,116
3427,30,-13,-5.827438,1.808553,4.50961,0.020693,-0.583958,116
3428,15,-117,-5.827139,1.986824,2.594109,1.936223,-1.14794,21
3429,22,-85,-5.826361,1.892705,3.583367,0.947043,-0.843065,105
3430,6,-149,-5.824423,2.163241,1.116977,3.413627,-1.58512,94
3431,29,-32,-5.819751,1.818051,4.408528,0.122543,-0.597004,116
3432,16,-113,-5.808235,1.971916,2.744207,1.788016,-1.10106,21
3433,14,-121,-5.807669,2.002591,2.441203,2.091077,-1.193051,21
3434,30,-14,-5.795663,1.808735,4.50961,0.02387,-0.581058,116
3435,19,-100,-5.79039,1.930343,3.177302,1.356705,-0.96693,101
3436,28,-44,-5.762583,1.828108,4.302718,0.23407,-0.615017,112
3437,27,-53,-5.761962,1.838134,4.192497,0.344353,-0.648408,112
3438,30,-15,-5.761638,1.80893,4.50961,0.027273,-0.577972,116
3439,24,-74,-5.755946,1.870099,3.837858,0.699594,-0.758875,109
3440,17,-109,-5.752147,1.957804,2.891467,1.646365,-1.052495,82
3441,13,-125,-5.748721,2.019294,2.285505,2.252669,-1.236316,42
3442,29,-33,-5.743886,1.818482,4.408528,0.13013,-0.590769,116
3443,7,-146,-5.732152,2.138679,1.292494,3.247338,-1.528736,94
3444,23,-80,-5.726242,1.881576,3.712313,0.828109,-0.796318,109
3445,30,-16,-5.725363,1.809139,4.50961,0.0309,-0.5747,116
3446,26,-61,-5.724089,1.84867,4.078133,0.462504,-0.68147,112
3447,25,-68,-5.705011,1.859414,3.959854,0.582691,-0.71729,108
3448,10,-136,-5.6957,2.073899,1.801695,2.741781,-1.377346,95
3449,30,-17,-5.686845,1.80936,4.50961,0.034752,-0.571247,116
3450,29,-34,-5.665813,1.818927,4.408528,0.137937,-0.58439,116
3451,18,-105,-5.660134,1.944433,3.03585,1.511183,-1.002337,80
3452,28,-45,-5.657922,1.828699,4.302718,0.244536,-0.60783,112
3453,12,-129,-5.649247,2.037024,2.127024,2.421097,-1.277667,42
3454,30,-18,-5.646088,1.809594,4.50961,0.038828,-0.567615,116
3455,21,-91,-5.644028,1.905767,3.451147,1.097497,-0.872666,105
3456,27,-54,-5.634874,1.838847,4.192497,0.357062,-0.639942,112
3457,20,-96,-5.618104,1.918381,3.315761,1.235475,-0.913127,101
3458,8,-143,-5.617595,2.11617,1.465094,3.086193,-1.471445,95
3459,22,-86,-5.613157,1.893875,3.583367,0.968364,-0.829431,105
3460,30,-19,-5.603097,1.809842,4.50961,0.043127,-0.563805,116
3461,29,-35,-5.58554,1.819385,4.408528,0.145965,-0.577872,116
3462,26,-62,-5.576593,1.849493,4.078133,0.477254,-0.671794,112
3463,24,-75,-5.57367,1.871107,3.837858,0.717822,-0.747109,109
3464,30,-20,-5.557874,1.810103,4.50961,0.047649,-0.559822,116
3465,28,-46,-5.551098,1.829304,4.302718,0.255219,-0.600543,112
3466,25,-69,-5.539128,1.860335,3.959854,0.599279,-0.706515,108
3467,19,-101,-5.533558,1.931753,3.177302,1.382388,-0.950691,101
3468,23,-81,-5.527514,1.882672,3.712313,0.847982,-0.783567,109
3469,15,-118,-5.517783,1.988538,2.594109,1.967159,-1.128574,21
3470,16,-114,-5.511547,1.973555,2.744207,1.817685,-1.082447,21
3471,30,-21,-5.510428,1.810377,4.50961,0.052394,-0.555667,116
3472,3,-159,-5.510194,2.258295,0.572467,3.98956,-1.720685,97
3473,11,-133,-5.508262,2.05589,1.965758,2.596462,-1.317044,42
3474,27,-55,-5.505658,1.839574,4.192497,0.369983,-0.631368,112
3475,29,-36,-5.503076,1.819856,4.408528,0.154211,-0.571217,116
3476,4,-156,-5.500507,2.223412,0.757012,3.805984,-1.668011,97
3477,2,-162,-5.494515,2.299665,0.384816,4.178779,-1.772231,53
3478,14,-122,-5.485647,2.004384,2.441203,2.123279,-1.17294,21
3479,9,-140,-5.481546,2.09537,1.634816,2.930076,-1.413309,95
3480,17,-110,-5.468117,1.95937,2.891467,1.674768,-1.034642,82
3481,5,-153,-5.466202,2.192944,0.938498,3.627928,-1.614264,94
3482,30,-22,-5.460759,1.810664,4.50961,0.057361,-0.551343,116
3483,1,-165,-5.452735,2.352048,0.194009,4.373764,-1.822598,53
3484,28,-47,-5.442122,1.829922,4.302718,0.266116,-0.593152,116
3485,26,-63,-5.427001,1.850331,4.078133,0.492213,-0.662014,112
3486,29,-37,-5.418429,1.820342,4.408528,0.162676,-0.564432,116
3487,21,-92,-5.414326,1.907032,3.451147,1.120467,-0.858072,105
3488,13,-126,-5.414032,2.02117,2.285505,2.286138,-1.21547,42
3489,30,-23,-5.408881,1.810965,4.50961,0.062549,-0.546853,116
3490,6,-150,-5.408029,2.165741,1.116977,3.455267,-1.559497,94
3491,22,-87,-5.397955,1.895063,3.583367,0.989884,-0.81571,105
3492,24,-76,-5.389351,1.87213,3.837858,0.736254,-0.735247,109
3493,18,-106,-5.38875,1.945928,3.03585,1.538322,-0.985252,101
3494,0,-168,-5.384108,2.431012,0,4.574636,-1.871734,84
3495,27,-56,-5.374325,1.840315,4.192497,0.383117,-0.622685,112
3496,20,-97,-5.373873,1.919725,3.315761,1.259898,-0.897669,105
3497,25,-70,-5.371177,1.861272,3.959854,0.616074,-0.69564,113
3498,30,-24,-5.35479,1.811279,4.50961,0.067958,-0.542198,116
3499,29,-38,-5.331611,1.820841,4.408528,0.171357,-0.557522,116
3500,28,-48,-5.331005,1.830555,4.302718,0.277228,-0.585655,116
3501,23,-82,-5.32677,1.883784,3.712313,0.868056,-0.770728,109
3502,7,-147,-5.326754,2.141082,1.292494,3.287877,-1.503767,94
3503,10,-137,-5.324822,2.076027,1.801695,2.778869,-1.354391,95
3504,12,-130,-5.301905,2.038986,2.127024,2.455831,-1.256097,42
3505,30,-25,-5.298501,1.811606,4.50961,0.073587,-0.537383,116
3506,26,-64,-5.27533,1.851183,4.078133,0.50738,-0.65213,112
3507,19,-102,-5.274794,1.933181,3.177302,1.408265,-0.934379,101
3508,29,-39,-5.24263,1.821353,4.408528,0.180256,-0.550494,116
3509,27,-57,-5.240889,1.841071,4.192497,0.39646,-0.613896,112
3510,30,-26,-5.240015,1.811947,4.50961,0.079435,-0.532408,116
3511,8,-144,-5.223158,2.118483,1.465094,3.125637,-1.447134,95
3512,28,-49,-5.217759,1.831203,4.302718,0.288552,-0.578052,116
3513,16,-115,-5.212994,1.975212,2.744207,1.84754,-1.063775,21
3514,15,-119,-5.20658,1.990271,2.594109,1.998279,-1.109152,21
3515,24,-77,-5.203005,1.873169,3.837858,0.754888,-0.723292,109
3516,25,-71,-5.201179,1.862224,3.959854,0.633074,-0.684668,113
3517,21,-93,-5.182659,1.908314,3.451147,1.143634,-0.843398,105
3518,17,-111,-5.182205,1.960954,2.891467,1.703359,-1.016727,82
3519,22,-88,-5.180773,1.896266,3.583367,1.011602,-0.801906,105
3520,30,-27,-5.179339,1.812301,4.50961,0.085503,-0.527277,116
3521,14,-123,-5.161799,2.006197,2.441203,2.155664,-1.152778,21
3522,29,-40,-5.151496,1.82188,4.408528,0.189369,-0.543359,116
3523,11,-134,-5.148277,2.057944,1.965758,2.63246,-1.294759,42
3524,20,-98,-5.127706,1.921088,3.315761,1.284515,-0.882135,105
3525,23,-83,-5.124032,1.884913,3.712313,0.88833,-0.7578,109
3526,26,-65,-5.121594,1.852051,4.078133,0.522754,-0.642146,112
3527,30,-28,-5.116484,1.812668,4.50961,0.091788,-0.521993,116
3528,18,-107,-5.115466,1.947442,3.03585,1.56565,-0.968101,101
3529,27,-58,-5.105362,1.841842,4.192497,0.410013,-0.605001,112
3530,28,-50,-5.102394,1.831864,4.302718,0.300089,-0.570343,116
3531,9,-141,-5.09804,2.0976,1.634816,2.968426,-1.389658,95
3532,13,-127,-5.077547,2.023067,2.285505,2.319786,-1.194578,42
3533,31,-0,-5.074611,1.80378,4.605585,0,-0.507461,116
3534,31,-1,-5.072401,1.803793,4.605585,0.000221,-0.507242,116
3535,31,-2,-5.067985,1.803819,4.605585,0.000663,-0.506807,116
3536,31,-3,-5.061361,1.803859,4.605585,0.001325,-0.506159,116
3537,4,-157,-5.060404,2.226164,0.757012,3.849994,-1.641081,97
3538,3,-160,-5.058975,2.26118,0.572467,4.034681,-1.69311,97
3539,29,-41,-5.058221,1.82242,4.408528,0.198696,-0.536132,116
3540,31,-4,-5.052529,1.803911,4.605585,0.002208,-0.505302,116
3541,30,-29,-5.051454,1.813049,4.50961,0.098291,-0.516557,116
3542,31,-5,-5.041492,1.803977,4.605585,0.003312,-0.504238,116
3543,5,-154,-5.03716,2.195578,0.938498,3.670832,-1.587979,94
3544,2,-163,-5.03212,2.302704,0.384816,4.225018,-1.744013,53
3545,25,-72,-5.029149,1.863192,3.959854,0.650277,-0.6736,113
3546,31,-6,-5.028251,1.804055,4.605585,0.004636,-0.50297,116
3547,24,-78,-5.014653,1.874224,3.837858,0.773723,-0.711247,109
3548,19,-103,-5.014125,1.934627,3.177302,1.434332,-0.917998,101
3549,31,-7,-5.012805,1.804147,4.605585,0.006181,-0.501501,116
3550,31,-8,-4.995159,1.804252,4.605585,0.007945,-0.499833,120
3551,6,-151,-4.990002,2.168268,1.116977,3.497069,-1.53386,94
3552,28,-51,-4.984927,1.83254,4.302718,0.311836,-0.562528,116
3553,30,-30,-4.984258,1.813444,4.50961,0.105011,-0.510972,116
3554,1,-166,-4.97908,2.355276,0.194009,4.42113,-1.793736,53
3555,31,-9,-4.975314,1.80437,4.605585,0.00993,-0.49797,120
3556,27,-59,-4.96776,1.842627,4.192497,0.423773,-0.596002,116
3557,26,-66,-4.965809,1.852934,4.078133,0.538332,-0.632062,112
3558,29,-42,-4.962815,1.822975,4.408528,0.208237,-0.528848,116
3559,22,-89,-4.961629,1.897487,3.583367,1.033516,-0.788021,109
3560,31,-10,-4.953272,1.804501,4.605585,0.012134,-0.495914,120
3561,12,-131,-4.952794,2.040971,2.127024,2.490742,-1.234485,42
3562,10,-138,-4.952222,2.078178,1.801695,2.816129,-1.331404,95
3563,21,-94,-4.949055,1.909613,3.451147,1.166994,-0.828648,105
3564,31,-11,-4.929041,1.804645,4.605585,0.014557,-0.493668,120
3565,7,-148,-4.919704,2.143511,1.292494,3.328582,-1.478781,94
3566,23,-84,-4.919315,1.886057,3.712313,0.908802,-0.744788,109
3567,30,-31,-4.914904,1.813852,4.50961,0.111946,-0.505242,116
3568,16,-116,-4.912594,1.97689,2.744207,1.87758,-1.045046,21
3569,31,-12,-4.902613,1.804803,4.605585,0.0172,-0.491234,120
3570,0,-169,-4.899105,2.434508,0,4.623136,-1.842228,84
3571,17,-112,-4.894431,1.962558,2.891467,1.732136,-0.998752,101
3572,15,-120,-4.893557,1.992026,2.594109,2.029581,-1.089679,21
3573,20,-99,-4.879622,1.922468,3.315761,1.309323,-0.86653,105
3574,31,-13,-4.874003,1.804974,4.605585,0.020061,-0.488615,120
3575,28,-52,-4.865369,1.83323,4.302718,0.323792,-0.554608,116
3576,29,-43,-4.865287,1.823543,4.408528,0.21799,-0.522131,116
3577,25,-73,-4.855105,1.864175,3.959854,0.667682,-0.662439,113
3578,30,-32,-4.843401,1.814274,4.50961,0.119097,-0.499369,120
3579,31,-14,-4.843205,1.805158,4.605585,0.023141,-0.485812,120
3580,18,-108,-4.84031,1.948974,3.03585,1.593166,-0.950886,101
3581,14,-124,-4.836149,2.008032,2.441203,2.188229,-1.132569,21
3582,27,-60,-4.8281,1.843428,4.192497,0.437739,-0.586901,116
3583,8,-145,-4.82705,2.120821,1.465094,3.165248,-1.422801,95
3584,24,-79,-4.82431,1.875295,3.837858,0.792758,-0.699113,113
3585,31,-15,-4.81023,1.805355,4.605585,0.026438,-0.482831,120
3586,26,-67,-4.807991,1.853832,4.078133,0.554114,-0.621881,112
3587,11,-135,-4.786559,2.060021,1.965758,2.668632,-1.27244,42
3588,31,-16,-4.775079,1.805566,4.605585,0.029953,-0.479672,120
3589,30,-33,-4.769756,1.814709,4.50961,0.126461,-0.493356,120
3590,29,-44,-4.765653,1.824126,4.408528,0.227953,-0.515324,116
3591,19,-104,-4.751568,1.936091,3.177302,1.460587,-0.90155,101
3592,28,-53,-4.743731,1.833934,4.302718,0.335955,-0.546585,116
3593,22,-90,-4.740542,1.898725,3.583367,1.055625,-0.774057,109
3594,13,-128,-4.739285,2.024985,2.285505,2.353613,-1.173644,42
3595,31,-17,-4.737756,1.805789,4.605585,0.033686,-0.476338,120
3596,21,-95,-4.713529,1.910929,3.451147,1.190547,-0.813824,105
3597,9,-142,-4.712846,2.099854,1.634816,3.006946,-1.365982,95
3598,23,-85,-4.712642,1.887219,3.712313,0.929469,-0.731693,109
3599,31,-18,-4.698266,1.806027,4.605585,0.037635,-0.472832,120
3600,30,-34,-4.693981,1.815158,4.50961,0.134039,-0.487207,120
3601,27,-61,-4.686394,1.844243,4.192497,0.45191,-0.5777,116
3602,25,-74,-4.679063,1.865175,3.959854,0.685286,-0.651187,113
3603,29,-45,-4.663917,1.824723,4.408528,0.238127,-0.50843,116
3604,31,-19,-4.656617,1.806277,4.605585,0.041799,-0.469157,120
3605,26,-68,-4.648157,1.854746,4.078133,0.570098,-0.611604,112
3606,24,-80,-4.631998,1.876382,3.837858,0.811989,-0.686893,113
3607,20,-100,-4.629647,1.923866,3.315761,1.334321,-0.850856,105
3608,28,-54,-4.620034,1.834653,4.302718,0.348325,-0.538458,116
3609,4,-158,-4.618752,2.228946,0.757012,3.894159,-1.61415,97
3610,30,-35,-4.61608,1.815621,4.50961,0.141829,-0.480926,120
3611,31,-20,-4.612809,1.806541,4.605585,0.04618,-0.465315,120
3612,16,-117,-4.610374,1.978587,2.744207,1.907802,-1.026264,21
3613,5,-155,-4.60654,2.198241,0.938498,3.713894,-1.561689,94
3614,3,-161,-4.606237,2.264097,0.572467,4.079955,-1.66554,53
3615,17,-113,-4.604817,1.964181,2.891467,1.761098,-0.980719,101
3616,12,-132,-4.601935,2.042978,2.127024,2.525828,-1.212837,42
3617,15,-121,-4.578729,1.9938,2.594109,2.061064,-1.070157,21
3618,10,-139,-4.577919,2.080353,1.801695,2.853559,-1.308389,95
3619,6,-152,-4.57037,2.170823,1.116977,3.539033,-1.508213,94
3620,2,-164,-4.568234,2.305778,0.384816,4.271407,-1.715806,53
3621,31,-21,-4.566852,1.806818,4.605585,0.050776,-0.461309,120
3622,18,-109,-4.563298,1.950526,3.03585,1.620867,-0.93361,101
3623,29,-46,-4.560101,1.825333,4.408528,0.248508,-0.501444,116
3624,27,-62,-4.542661,1.845073,4.192497,0.466283,-0.568401,116
3625,30,-36,-4.536067,1.816098,4.50961,0.14983,-0.474516,120
3626,31,-22,-4.51875,1.807109,4.605585,0.055586,-0.457142,120
3627,22,-91,-4.517537,1.899979,3.583367,1.077926,-0.760017,109
3628,7,-149,-4.511025,2.145967,1.292494,3.36945,-1.45378,94
3629,14,-125,-4.508725,2.009888,2.441203,2.220971,-1.112316,21
3630,23,-86,-4.504029,1.888397,3.712313,0.95033,-0.718518,109
3631,1,-167,-4.503977,2.358542,0.194009,4.46864,-1.764892,53
3632,25,-75,-4.501046,1.86619,3.959854,0.703087,-0.639846,113
3633,28,-55,-4.494284,1.835387,4.302718,0.3609,-0.530231,116
3634,19,-105,-4.487147,1.937573,3.177302,1.48703,-0.885039,105
3635,26,-69,-4.486322,1.855675,4.078133,0.586281,-0.601234,112
3636,21,-96,-4.476104,1.912263,3.451147,1.214289,-0.798927,109
3637,31,-23,-4.46851,1.807413,4.605585,0.06061,-0.452816,120
3638,29,-47,-4.45421,1.825959,4.408528,0.259098,-0.494361,120
3639,30,-37,-4.453954,1.816588,4.50961,0.158041,-0.467984,120
3640,24,-81,-4.437734,1.877485,3.837858,0.831415,-0.674589,113
3641,8,-146,-4.429295,2.123186,1.465094,3.205023,-1.39845,95
3642,11,-136,-4.423127,2.062122,1.965758,2.704975,-1.250089,42
3643,31,-24,-4.416139,1.80773,4.605585,0.065847,-0.448333,120
3644,0,-170,-4.412697,2.438046,0,4.671777,-1.812745,84
3645,13,-129,-4.399273,2.026926,2.285505,2.387614,-1.15267,42
3646,27,-63,-4.396914,1.845918,4.192497,0.480858,-0.559005,116
3647,20,-101,-4.377798,1.925282,3.315761,1.359506,-0.835115,105
3648,30,-38,-4.369746,1.817093,4.50961,0.166462,-0.461335,120
3649,28,-56,-4.366502,1.836136,4.302718,0.373678,-0.521903,116
3650,31,-25,-4.361643,1.808062,4.605585,0.071297,-0.443697,120
3651,29,-48,-4.346263,1.826598,4.408528,0.269892,-0.487181,120
3652,9,-143,-4.325987,2.102133,1.634816,3.045631,-1.342284,95
3653,26,-70,-4.32251,1.85662,4.078133,0.602662,-0.590773,117
3654,25,-76,-4.321068,1.86722,3.959854,0.721085,-0.628419,113
3655,17,-114,-4.313389,1.965823,2.891467,1.79024,-0.962631,101
3656,16,-118,-4.306357,1.980304,2.744207,1.938204,-1.007431,21
3657,31,-26,-4.305029,1.808406,4.605585,0.076958,-0.43891,120
3658,23,-87,-4.293497,1.889591,3.712313,0.971384,-0.705265,109
3659,22,-92,-4.292632,1.901251,3.583367,1.100416,-0.745903,109
3660,18,-110,-4.284455,1.952096,3.03585,1.648751,-0.916276,101
3661,30,-39,-4.283456,1.817611,4.50961,0.175091,-0.454576,120
3662,15,-122,-4.262125,1.995596,2.594109,2.092725,-1.050588,21
3663,12,-133,-4.249355,2.045008,2.127024,2.561086,-1.191154,42
3664,27,-64,-4.249172,1.846779,4.192497,0.495632,-0.549515,116
3665,31,-27,-4.246307,1.808765,4.605585,0.08283,-0.433974,120
3666,24,-82,-4.24154,1.878605,3.837858,0.851035,-0.662204,113
3667,21,-97,-4.236805,1.913615,3.451147,1.238219,-0.783962,109
3668,28,-57,-4.236701,1.836899,4.302718,0.386658,-0.513477,116
3669,29,-49,-4.236269,1.827252,4.408528,0.280892,-0.479903,120
3670,19,-106,-4.220883,1.939075,3.177302,1.513656,-0.868466,105
3671,10,-140,-4.201936,2.082552,1.801695,2.891157,-1.285348,95
3672,30,-40,-4.195098,1.818144,4.50961,0.183927,-0.447719,120
3673,31,-28,-4.185481,1.809137,4.605585,0.088913,-0.428893,120
3674,14,-126,-4.179547,2.011764,2.441203,2.253889,-1.092021,21
3675,4,-159,-4.175571,2.231759,0.757012,3.938478,-1.587223,97
3676,5,-156,-4.174363,2.200933,0.938498,3.757112,-1.535397,94
3677,32,-0,-4.170532,1.800446,4.695993,0,-0.417053,120
3678,32,-1,-4.168398,1.800459,4.695993,0.000213,-0.416841,120
3679,32,-2,-4.164134,1.800486,4.695993,0.00064,-0.416422,120
3680,32,-3,-4.157737,1.800526,4.695993,0.00128,-0.415797,120
3681,26,-71,-4.156733,1.85758,4.078133,0.61924,-0.580223,117
3682,3,-162,-4.152006,2.267047,0.572467,4.125378,-1.63798,53
3683,32,-4,-4.149211,1.800579,4.695993,0.002132,-0.41497,120
3684,6,-153,-4.14916,2.173406,1.116977,3.581154,-1.482559,94
3685,25,-77,-4.139151,1.868267,3.959854,0.739277,-0.616907,113
3686,32,-5,-4.138555,1.800645,4.695993,0.003198,-0.413944,120
3687,32,-6,-4.125772,1.800725,4.695993,0.004476,-0.412722,120
3688,29,-50,-4.124242,1.82792,4.408528,0.292094,-0.472528,120
3689,20,-102,-4.124101,1.926716,3.315761,1.384876,-0.81931,105
3690,31,-29,-4.122563,1.809522,4.605585,0.095205,-0.423668,120
3691,32,-7,-4.110862,1.800818,4.695993,0.005967,-0.411307,120
3692,28,-58,-4.104898,1.837677,4.302718,0.399839,-0.504954,116
3693,30,-41,-4.10468,1.81869,4.50961,0.192969,-0.440778,120
3694,2,-165,-4.102889,2.308887,0.384816,4.317942,-1.687613,53
3695,7,-150,-4.100745,2.14845,1.292494,3.410478,-1.428768,94
3696,27,-65,-4.099453,1.847654,4.192497,0.510604,-0.539932,116
3697,32,-8,-4.093828,1.800924,4.695993,0.00767,-0.4097,120
3698,23,-88,-4.081071,1.890803,3.712313,0.992626,-0.691936,113
3699,32,-9,-4.074671,1.801044,4.695993,0.009586,-0.407906,120
3700,22,-93,-4.065849,1.902541,3.583367,1.123094,-0.731717,109
3701,11,-137,-4.058004,2.064246,1.965758,2.741488,-1.227709,42
3702,31,-30,-4.057558,1.809922,4.605585,0.101705,-0.418302,120
3703,13,-130,-4.057536,2.028888,2.285505,2.421788,-1.13166,42
3704,32,-10,-4.053397,1.801176,4.695993,0.011713,-0.405927,120
3705,24,-83,-4.043435,1.879742,3.837858,0.870845,-0.649741,113
3706,32,-11,-4.030009,1.801323,4.695993,0.014052,-0.403765,120
3707,8,-147,-4.029917,2.125576,1.465094,3.244961,-1.374083,95
3708,1,-168,-4.027451,2.361845,0.194009,4.516292,-1.736069,53
3709,17,-115,-4.020167,1.967485,2.891467,1.819563,-0.944492,101
3710,30,-42,-4.012216,1.819251,4.50961,0.202215,-0.433789,120
3711,29,-51,-4.010197,1.828603,4.408528,0.303499,-0.465055,120
3712,32,-12,-4.004507,1.801483,4.695993,0.016602,-0.401423,120
3713,18,-111,-4.003807,1.953686,3.03585,1.676816,-0.898887,105
3714,16,-119,-4.000564,1.982042,2.744207,1.968783,-0.988551,101
3715,21,-98,-3.995649,1.914984,3.451147,1.262335,-0.76893,109
3716,31,-31,-3.990479,1.810335,4.605585,0.108413,-0.412799,120
3717,26,-72,-3.989013,1.858556,4.078133,0.636012,-0.569587,117
3718,32,-13,-3.976895,1.801656,4.695993,0.019364,-0.398904,124
3719,28,-59,-3.971107,1.83847,4.302718,0.413218,-0.496337,120
3720,25,-78,-3.955311,1.869331,3.959854,0.757661,-0.605313,113
3721,19,-107,-3.952802,1.940595,3.177302,1.540464,-0.851835,105
3722,27,-66,-3.947774,1.848545,4.192497,0.525772,-0.530259,116
3723,32,-14,-3.94718,1.801842,4.695993,0.022335,-0.39621,124
3724,15,-123,-3.943768,1.997412,2.594109,2.12456,-1.030975,21
3725,9,-144,-3.937491,2.104437,1.634816,3.084481,-1.318567,95
3726,0,-171,-3.924905,2.441625,0,4.720556,-1.783291,84
3727,31,-32,-3.921335,1.810762,4.605585,0.115328,-0.407162,120
3728,30,-43,-3.917716,1.819826,4.50961,0.211665,-0.427374,120
3729,32,-15,-3.915365,1.802042,4.695993,0.025517,-0.393344,124
3730,12,-134,-3.895079,2.04706,2.127024,2.596514,-1.169439,42
3731,29,-52,-3.894151,1.8293,4.408528,0.315103,-0.457487,120
3732,32,-16,-3.881454,1.802255,4.695993,0.028908,-0.390309,124
3733,20,-103,-3.868575,1.928169,3.315761,1.410428,-0.803443,105
3734,23,-89,-3.866768,1.892032,3.712313,1.014057,-0.678535,113
3735,31,-33,-3.850134,1.811203,4.605585,0.122448,-0.401394,120
3736,14,-127,-3.848637,2.013663,2.441203,2.28698,-1.071687,21
3737,32,-17,-3.845453,1.802482,4.695993,0.032508,-0.387108,124
3738,24,-84,-3.843437,1.880895,3.837858,0.890845,-0.6372,113
3739,22,-94,-3.837211,1.903847,3.583367,1.145958,-0.717464,109
3740,28,-60,-3.835347,1.839279,4.302718,0.426794,-0.487626,120
3741,10,-141,-3.824302,2.084775,1.801695,2.928921,-1.262284,95
3742,30,-44,-3.821197,1.820415,4.50961,0.221317,-0.420878,120
3743,26,-73,-3.819369,1.859548,4.078133,0.652976,-0.558866,117
3744,32,-18,-3.807368,1.802722,4.695993,0.036316,-0.383743,124
