Id,v,longitude,latitude,rin,eevvib,eevrot,deltaebarrier,bin
871,9,-48,-31.04155,1.971659,1.634816,0.374075,-3.15671,33
872,10,-36,-31.01249,1.95278,1.801695,0.210102,-3.122159,9
873,1,-103,-31.00323,2.20861,0.194009,1.818715,-3.516908,107
874,11,-17,-30.9942,1.934895,1.965758,0.047869,-3.101982,14
875,8,-58,-30.99288,1.992071,1.465094,0.548665,-3.193752,15
876,0,-108,-30.98067,2.279836,0,2.01498,-3.564922,52
877,2,-98,-30.94614,2.161316,0.384816,1.633617,-3.463978,13
878,11,-18,-30.93795,1.935121,1.965758,0.053493,-3.096801,14
879,6,-74,-30.917,2.037435,1.116977,0.90437,-3.274981,5
880,10,-37,-30.8964,1.953251,1.801695,0.221711,-3.112228,9
881,9,-49,-30.88714,1.972293,1.634816,0.389516,-3.14499,33
882,4,-87,-30.88028,2.091536,0.757012,1.268006,-3.363943,41
883,11,-19,-30.87861,1.935361,1.965758,0.059428,-3.091356,14
884,7,-67,-30.84328,2.014349,1.292494,0.736225,-3.22541,23
885,5,-81,-30.83555,2.063353,0.938498,1.090993,-3.314371,5
886,11,-20,-30.81615,1.935612,1.965758,0.065673,-3.08565,14
887,3,-93,-30.8104,2.124055,0.572467,1.459539,-3.406172,60
888,8,-59,-30.80621,1.992846,1.465094,0.567332,-3.179846,15
889,10,-38,-30.77723,1.953736,1.801695,0.233628,-3.102084,9
890,11,-21,-30.7506,1.935877,1.965758,0.072229,-3.079684,14
891,9,-50,-30.72969,1.97294,1.634816,0.405261,-3.133073,33
892,11,-22,-30.68194,1.936154,1.965758,0.079094,-3.073461,14
893,6,-75,-30.67773,2.038455,1.116977,0.928296,-3.257515,5
894,1,-104,-30.66369,2.210211,0.194009,1.852669,-3.492762,107
895,10,-39,-30.65501,1.954235,1.801695,0.24585,-3.091731,9
896,7,-68,-30.62736,2.015258,1.292494,0.757816,-3.209525,23
897,2,-99,-30.62452,2.16279,0.384816,1.665778,-3.44102,13
898,0,-109,-30.62313,2.281602,0,2.050733,-3.539593,52
899,8,-60,-30.61654,1.993636,1.465094,0.586298,-3.165745,15
900,11,-23,-30.61019,1.936444,1.965758,0.086269,-3.066984,14
901,4,-88,-30.59709,2.092782,0.757012,1.296325,-3.343538,41
902,5,-82,-30.57291,2.06449,0.938498,1.117257,-3.295341,5
903,9,-51,-30.56922,1.973602,1.634816,0.421308,-3.120958,33
904,11,-24,-30.53535,1.936746,1.965758,0.093753,-3.060254,14
905,10,-40,-30.52972,1.954746,1.801695,0.258379,-3.081181,9
906,3,-94,-30.50662,2.125418,0.572467,1.489917,-3.384405,13
907,11,-25,-30.45742,1.937062,1.965758,0.101546,-3.053275,14
908,6,-76,-30.43556,2.03949,1.116977,0.952514,-3.239867,5
909,8,-61,-30.4239,1.994439,1.465094,0.605563,-3.151451,15
910,7,-69,-30.4085,2.016182,1.292494,0.779703,-3.193452,23
911,9,-52,-30.40574,1.974276,1.634816,0.437656,-3.108645,33
912,10,-41,-30.40139,1.95527,1.801695,0.271212,-3.070449,9
913,11,-26,-30.3764,1.93739,1.965758,0.109648,-3.046047,14
914,1,-105,-30.32142,2.211832,0.194009,1.886896,-3.468465,107
915,4,-89,-30.31107,2.094044,0.757012,1.324928,-3.322965,41
916,5,-83,-30.30739,2.065644,0.938498,1.143809,-3.276136,5
917,2,-100,-30.30014,2.164282,0.384816,1.698217,-3.417905,13
918,11,-27,-30.29231,1.937731,1.965758,0.118058,-3.038574,14
919,10,-42,-30.27001,1.955808,1.801695,0.28435,-3.059568,9
920,0,-110,-30.26289,2.283389,0,2.086757,-3.51412,52
921,9,-53,-30.23924,1.974965,1.634816,0.454306,-3.096136,33
922,8,-62,-30.22828,1.995257,1.465094,0.625125,-3.136963,15
923,11,-28,-30.20513,1.938085,1.965758,0.126775,-3.030858,14
924,3,-95,-30.20005,2.126799,0.572467,1.520574,-3.362476,13
925,6,-77,-30.19048,2.040541,1.116977,0.977022,-3.22204,5
926,7,-70,-30.1867,2.017121,1.292494,0.801883,-3.177192,23
927,10,-43,-30.13559,1.956359,1.801695,0.297792,-3.049161,9
928,11,-29,-30.11488,1.938451,1.965758,0.1358,-3.0229,14
929,9,-54,-30.06974,1.975667,1.634816,0.471256,-3.083429,33
930,5,-84,-30.03901,2.066813,0.938498,1.170647,-3.256757,5
931,8,-63,-30.02969,1.996089,1.465094,0.644983,-3.122283,15
932,4,-90,-30.02222,2.095323,0.757012,1.353813,-3.302225,41
933,11,-30,-30.02157,1.938831,1.965758,0.145132,-3.014703,14
934,10,-44,-29.99813,1.956923,1.801695,0.311538,-3.038572,9
935,1,-106,-29.97642,2.213472,0.194009,1.921396,-3.444019,107
936,2,-101,-29.973,2.165793,0.384816,1.730931,-3.394635,13
937,7,-71,-29.96198,2.018074,1.292494,0.824355,-3.160748,23
938,6,-78,-29.94251,2.041607,1.116977,1.001819,-3.204033,5
939,11,-31,-29.92518,1.939223,1.965758,0.15477,-3.00627,14
940,0,-111,-29.89997,2.285197,0,2.123049,-3.488504,52
941,9,-55,-29.89725,1.976383,1.634816,0.488505,-3.070527,33
942,3,-96,-29.89069,2.128197,0.572467,1.55151,-3.340386,13
943,12,-0,-29.86022,1.922394,2.127024,0,-2.986022,11
944,10,-45,-29.85765,1.957501,1.801695,0.325586,-3.027803,9
945,12,-1,-29.85713,1.922406,2.127024,0.000309,-2.985714,11
946,12,-2,-29.85094,1.922432,2.127024,0.000928,-2.985102,11
947,12,-3,-29.84166,1.922469,2.127024,0.001856,-2.984188,11
948,12,-4,-29.82928,1.922519,2.127024,0.003094,-2.982977,11
949,8,-64,-29.82815,1.996935,1.465094,0.665137,-3.107413,15
950,11,-32,-29.82574,1.939628,1.965758,0.164714,-2.997603,14
951,12,-5,-29.81381,1.922581,2.127024,0.00464,-2.98147,11
952,12,-6,-29.79526,1.922656,2.127024,0.006496,-2.97967,11
953,12,-7,-29.77361,1.922744,2.127024,0.008661,-2.977581,11
954,5,-85,-29.76778,2.067998,0.938498,1.19777,-3.237207,5
955,12,-8,-29.74887,1.922844,2.127024,0.011135,-2.975204,11
956,7,-72,-29.73433,2.019043,1.292494,0.847119,-3.144119,23
957,4,-91,-29.73056,2.096619,0.757012,1.382979,-3.281319,41
958,11,-33,-29.72324,1.940047,1.965758,0.174964,-2.988704,14
959,9,-56,-29.72178,1.977113,1.634816,0.506053,-3.05743,33
960,12,-9,-29.72104,1.922957,2.127024,0.013918,-2.972543,11
961,10,-46,-29.71415,1.958092,1.801695,0.339936,-3.016848,9
962,6,-79,-29.69166,2.042688,1.116977,1.026903,-3.185848,5
963,12,-10,-29.69012,1.923082,2.127024,0.01701,-2.969599,11
964,12,-11,-29.65612,1.923219,2.127024,0.02041,-2.966376,11
965,2,-102,-29.64312,2.167322,0.384816,1.763918,-3.371212,13
966,1,-107,-29.62872,2.215132,0.194009,1.956166,-3.419426,107
967,8,-65,-29.62367,1.997796,1.465094,0.685586,-3.092353,15
968,12,-12,-29.61903,1.92337,2.127024,0.024119,-2.962876,11
969,11,-34,-29.61769,1.940478,1.965758,0.185519,-2.979578,14
970,12,-13,-29.57886,1.923532,2.127024,0.028136,-2.959101,11
971,3,-97,-29.57857,2.129612,0.572467,1.582722,-3.318138,13
972,10,-47,-29.56763,1.958696,1.801695,0.354588,-3.005703,9
973,9,-57,-29.54332,1.977857,1.634816,0.523898,-3.044139,33
974,12,-14,-29.53562,1.923708,2.127024,0.03246,-2.955054,11
975,0,-112,-29.53438,2.287026,0,2.159608,-3.462747,52
976,11,-35,-29.5091,1.940922,1.965758,0.196378,-2.970228,14
977,7,-73,-29.50379,2.020026,1.292494,0.870174,-3.127308,23
978,5,-86,-29.49372,2.069199,0.938498,1.225176,-3.217487,5
979,12,-15,-29.48929,1.923895,2.127024,0.037093,-2.950737,11
980,12,-16,-29.43988,1.924096,2.127024,0.042034,-2.946152,11
981,6,-80,-29.43795,2.043785,1.116977,1.052275,-3.167488,5
982,4,-92,-29.4361,2.097932,0.757012,1.412425,-3.260249,41
983,10,-48,-29.41811,1.959314,1.801695,0.36954,-2.994366,9
984,8,-66,-29.41625,1.998671,1.465094,0.706328,-3.077106,15
985,11,-36,-29.39746,1.941379,1.965758,0.207542,-2.960656,14
986,12,-17,-29.3874,1.924309,2.127024,0.047282,-2.941303,11
987,9,-58,-29.3619,1.978614,1.634816,0.542041,-3.030654,33
988,12,-18,-29.33185,1.924535,2.127024,0.052837,-2.936191,11
989,2,-103,-29.31052,2.16887,0.384816,1.797178,-3.347637,13
990,11,-37,-29.28279,1.941849,1.965758,0.219009,-2.950868,14
991,1,-108,-29.27833,2.216812,0.194009,1.991205,-3.394688,107
992,12,-19,-29.27323,1.924773,2.127024,0.058699,-2.930819,11
993,7,-74,-29.27035,2.021024,1.292494,0.893518,-3.110315,23
994,10,-49,-29.26559,1.959945,1.801695,0.384792,-2.982835,9
995,3,-98,-29.26368,2.131045,0.572467,1.614211,-3.295733,13
996,5,-87,-29.21683,2.070416,0.938498,1.252865,-3.197598,5
997,12,-20,-29.21155,1.925024,2.127024,0.064867,-2.925189,11
998,8,-67,-29.2059,1.999561,1.465094,0.727363,-3.061671,15
999,6,-81,-29.18137,2.044897,1.116977,1.077932,-3.148953,5
1000,9,-59,-29.17751,1.979386,1.634816,0.560479,-3.016977,33
1001,0,-113,-29.16614,2.288877,0,2.196432,-3.436851,52
1002,11,-38,-29.16509,1.942332,1.965758,0.230779,-2.94087,14
1003,12,-21,-29.1468,1.925288,2.127024,0.071342,-2.919304,11
1004,4,-93,-29.13885,2.099261,0.757012,1.442149,-3.239018,41
1005,10,-50,-29.11007,1.96059,1.801695,0.400344,-2.971111,9
1006,12,-22,-29.07899,1.925564,2.127024,0.078123,-2.913166,11
1007,11,-39,-29.04437,1.942828,1.965758,0.242851,-2.930667,14
1008,7,-75,-29.03402,2.022037,1.292494,0.917151,-3.093144,5
1009,12,-23,-29.00812,1.925853,2.127024,0.08521,-2.906777,11
1010,8,-68,-28.99263,2.000465,1.465094,0.74869,-3.046051,15
1011,9,-60,-28.99017,1.980171,1.634816,0.579213,-3.003109,33
1012,2,-104,-28.97521,2.170436,0.384816,1.830709,-3.323914,13
1013,10,-51,-28.95157,1.961248,1.801695,0.416194,-2.959193,9
1014,3,-99,-28.94606,2.132496,0.572467,1.645973,-3.273174,13
1015,5,-88,-28.93714,2.07165,0.938498,1.280834,-3.177543,5
1016,12,-24,-28.9342,1.926154,2.127024,0.092602,-2.900139,11
1017,1,-109,-28.92527,2.218511,0.194009,2.026511,-3.369807,107
1018,6,-82,-28.92196,2.046026,1.116977,1.103874,-3.130246,5
1019,11,-40,-28.92062,1.943337,1.965758,0.255226,-2.920271,14
1020,12,-25,-28.85723,1.926469,2.127024,0.100299,-2.893256,11
1021,4,-94,-28.83884,2.100608,0.757012,1.472151,-3.217627,41
1022,9,-61,-28.79989,1.980971,1.634816,0.598241,-2.98905,33
1023,0,-114,-28.79526,2.290749,0,2.23352,-3.410819,52
1024,7,-76,-28.79482,2.023065,1.292494,0.941071,-3.075794,5
1025,11,-41,-28.79386,1.94386,1.965758,0.267902,-2.909696,14
1026,10,-52,-28.79009,1.96192,1.801695,0.432342,-2.947081,9
1027,12,-26,-28.77721,1.926796,2.127024,0.108301,-2.886128,11
1028,8,-69,-28.77645,2.001383,1.465094,0.770307,-3.030247,15
1029,12,-27,-28.69415,1.927135,2.127024,0.116607,-2.878758,11
1030,11,-42,-28.6641,1.944396,1.965758,0.280878,-2.898977,14
1031,6,-83,-28.65971,2.047169,1.116977,1.130099,-3.111368,5
1032,5,-89,-28.65464,2.0729,0.938498,1.309084,-3.157323,5
1033,2,-105,-28.63721,2.172022,0.384816,1.86451,-3.300045,13
1034,3,-100,-28.62571,2.133965,0.572467,1.678008,-3.250462,13
1035,10,-53,-28.62564,1.962606,1.801695,0.448787,-2.934776,9
1036,12,-28,-28.60805,1.927488,2.127024,0.125217,-2.871149,11
1037,9,-62,-28.60668,1.981785,1.634816,0.617562,-2.974803,33
1038,1,-110,-28.56954,2.220231,0.194009,2.062083,-3.344785,107
1039,8,-70,-28.55738,2.002317,1.465094,0.792215,-3.01426,15
1040,7,-77,-28.55276,2.024109,1.292494,0.965277,-3.058267,5
1041,4,-95,-28.53607,2.101971,0.757012,1.502428,-3.196077,65
1042,11,-43,-28.53133,1.944945,1.965758,0.294155,-2.888735,14
1043,12,-29,-28.51891,1.927853,2.127024,0.134131,-2.863303,11
1044,10,-54,-28.45823,1.963305,1.801695,0.465528,-2.922278,9
1045,12,-30,-28.42675,1.928232,2.127024,0.143347,-2.855221,11
1046,0,-115,-28.42177,2.292644,0,2.270869,-3.384652,52
1047,9,-63,-28.41054,1.982613,1.634816,0.637177,-2.960367,33
1048,11,-44,-28.39557,1.945507,1.965758,0.307731,-2.878316,14
1049,6,-84,-28.39464,2.048329,1.116977,1.156605,-3.092321,5
1050,5,-90,-28.36937,2.074167,0.938498,1.337611,-3.136939,5
1051,8,-71,-28.33542,2.003264,1.465094,0.81441,-2.998092,15
1052,12,-31,-28.33156,1.928623,2.127024,0.152866,-2.846907,11
1053,7,-78,-28.30784,2.025168,1.292494,0.989768,-3.040566,5
1054,3,-101,-28.30265,2.135452,0.572467,1.710314,-3.227599,13
1055,2,-106,-28.29652,2.173626,0.384816,1.898578,-3.27603,13
1056,10,-55,-28.28786,1.964018,1.801695,0.482565,-2.909588,9
1057,13,-0,-28.27541,1.912507,2.285505,0,-2.827541,12
1058,13,-1,-28.27236,1.912519,2.285505,0.000306,-2.827237,12
1059,13,-2,-28.26624,1.912544,2.285505,0.000917,-2.826633,12
1060,13,-3,-28.25708,1.912581,2.285505,0.001833,-2.825731,12
1061,11,-45,-28.25682,1.946082,1.965758,0.321606,-2.86772,14
1062,13,-4,-28.24486,1.912631,2.285505,0.003055,-2.824534,12
1063,12,-32,-28.23334,1.929027,2.127024,0.162688,-2.838363,11
1064,4,-96,-28.23055,2.103353,0.757012,1.53298,-3.174372,65
1065,13,-5,-28.22958,1.912693,2.285505,0.004583,-2.823047,12
1066,9,-64,-28.21148,1.983455,1.634816,0.657082,-2.945745,33
1067,13,-6,-28.21125,1.912768,2.285505,0.006416,-2.82127,12
1068,1,-111,-28.21118,2.221972,0.194009,2.097919,-3.319625,107
1069,13,-7,-28.18987,1.912856,2.285505,0.008554,-2.819208,12
1070,13,-8,-28.16544,1.912955,2.285505,0.010997,-2.816861,12
1071,13,-9,-28.13796,1.913067,2.285505,0.013746,-2.814234,12
1072,12,-33,-28.13211,1.929443,2.127024,0.172811,-2.829591,11
1073,6,-85,-28.12677,2.049505,1.116977,1.183393,-3.073106,5
1074,11,-46,-28.11509,1.946671,1.965758,0.335779,-2.856943,14
1075,10,-56,-28.11455,1.964744,1.801695,0.499896,-2.896708,9
1076,8,-72,-28.11059,2.004227,1.465094,0.836894,-2.981744,49
1077,13,-10,-28.10742,1.913192,2.285505,0.016799,-2.811329,12
1078,5,-91,-28.08132,2.07545,0.938498,1.366416,-3.116395,5
1079,13,-11,-28.07384,1.913329,2.285505,0.020157,-2.808148,12
1080,7,-79,-28.06009,2.026242,1.292494,1.014544,-3.022691,66
1081,0,-116,-28.04567,2.29456,0,2.308479,-3.358354,52
1082,13,-12,-28.03722,1.913479,2.285505,0.023819,-2.804694,12
1083,12,-34,-28.02787,1.929873,2.127024,0.183235,-2.820596,11
1084,9,-65,-28.00951,1.984311,1.634816,0.677279,-2.930938,33
1085,13,-13,-27.99755,1.913642,2.285505,0.027786,-2.800969,12
1086,3,-102,-27.97688,2.136957,0.572467,1.742891,-3.204588,13
1087,11,-47,-27.97039,1.947273,1.965758,0.350249,-2.845979,14
1088,13,-14,-27.95483,1.913816,2.285505,0.032058,-2.796975,12
1089,2,-107,-27.95318,2.17525,0.384816,1.932913,-3.251872,13
1090,10,-57,-27.9383,1.965485,1.801695,0.517521,-2.883636,9
1091,4,-97,-27.92231,2.104751,0.757012,1.563804,-3.152512,65
1092,12,-35,-27.92062,1.930316,2.127024,0.19396,-2.81138,11
1093,13,-15,-27.90908,1.914004,2.285505,0.036633,-2.792716,12
1094,8,-73,-27.88289,2.005205,1.465094,0.859664,-2.965217,49
1095,13,-16,-27.86029,1.914204,2.285505,0.041512,-2.788193,12
1096,6,-86,-27.8561,2.050696,1.116977,1.21046,-3.053725,5
1097,1,-112,-27.85019,2.223732,0.194009,2.134018,-3.294328,107
1098,11,-48,-27.82271,1.947888,1.965758,0.365017,-2.834826,40
1099,12,-36,-27.81037,1.930771,2.127024,0.204985,-2.801946,11
1100,7,-80,-27.80951,2.027331,1.292494,1.039602,-3.004645,66
1101,13,-17,-27.80846,1.914416,2.285505,0.046695,-2.783409,12
1102,9,-66,-27.80465,1.985182,1.634816,0.697765,-2.915946,33
1103,5,-92,-27.79051,2.07675,0.938498,1.395497,-3.095691,5
1104,10,-58,-27.75912,1.966239,1.801695,0.535439,-2.870376,9
1105,13,-18,-27.7536,1.914641,2.285505,0.052181,-2.778366,12
1106,12,-37,-27.69712,1.93124,2.127024,0.21631,-2.792301,11
1107,13,-19,-27.69571,1.914879,2.285505,0.05797,-2.773067,12
1108,11,-49,-27.67208,1.948517,1.965758,0.38008,-2.823484,40
1109,0,-117,-27.66699,2.296499,0,2.346347,-3.331925,27
1110,8,-74,-27.65233,2.006197,1.465094,0.88272,-2.948513,49
1111,3,-103,-27.64844,2.138481,0.572467,1.775735,-3.181429,13
1112,13,-20,-27.63479,1.915129,2.285505,0.064062,-2.767514,12
1113,4,-98,-27.61135,2.106167,0.757012,1.5949,-3.1305,65
1114,2,-108,-27.60719,2.176893,0.384816,1.967512,-3.227574,13
1115,9,-67,-27.5969,1.986067,1.634816,0.71854,-2.900772,33
1116,6,-87,-27.58264,2.051904,1.116977,1.237805,-3.034179,5
1117,12,-38,-27.58088,1.931721,2.127024,0.227934,-2.782448,11
1118,10,-59,-27.57701,1.967007,1.801695,0.55365,-2.856927,9
1119,13,-21,-27.57085,1.915392,2.285505,0.070456,-2.761709,12
1120,7,-81,-27.55612,2.028436,1.292494,1.064941,-2.986428,66
1121,11,-50,-27.51849,1.949159,1.965758,0.395439,-2.811953,40
1122,13,-22,-27.50388,1.915667,2.285505,0.077153,-2.755655,12
1123,5,-93,-27.49696,2.078066,0.938498,1.424852,-3.074829,5
1124,1,-113,-27.4866,2.225514,0.194009,2.170378,-3.268897,27
1125,12,-39,-27.46165,1.932216,2.127024,0.239857,-2.772396,11
1126,13,-23,-27.4339,1.915955,2.285505,0.084151,-2.749355,12
1127,8,-75,-27.41892,2.007204,1.465094,0.90606,-2.931634,49
1128,10,-60,-27.39199,1.967789,1.801695,0.572152,-2.84329,47
1129,9,-68,-27.38627,1.986966,1.634816,0.739603,-2.885416,33
1130,11,-51,-27.36196,1.949815,1.965758,0.411093,-2.800231,40
1131,13,-24,-27.3609,1.916256,2.285505,0.091451,-2.742809,12
1132,12,-40,-27.33945,1.932724,2.127024,0.252077,-2.762153,11
1133,3,-104,-27.31733,2.140023,0.572467,1.808846,-3.158126,13
1134,6,-88,-27.30642,2.053127,1.116977,1.265428,-3.014471,5
1135,7,-82,-27.29991,2.029556,1.292494,1.090561,-2.968042,66
1136,4,-99,-27.29769,2.1076,0.757012,1.626266,-3.108337,65
1137,0,-118,-27.28574,2.298461,0,2.384472,-3.305369,27
1138,13,-25,-27.28489,1.91657,2.285505,0.099052,-2.736022,12
1139,2,-109,-27.25856,2.178555,0.384816,2.002374,-3.203137,13
1140,12,-41,-27.21426,1.933244,2.127024,0.264595,-2.751736,11
1141,13,-26,-27.20587,1.916896,2.285505,0.106954,-2.728994,12
1142,10,-61,-27.20407,1.968586,1.801695,0.590944,-2.829468,47
1143,11,-52,-27.20248,1.950485,1.965758,0.42704,-2.78832,40
1144,5,-94,-27.20068,2.0794,0.938498,1.45448,-3.053811,5
1145,8,-76,-27.18269,2.008226,1.465094,0.929684,-2.914581,49
1146,9,-69,-27.17278,1.98788,1.634816,0.760953,-2.869879,33
1147,13,-27,-27.12385,1.917234,2.285505,0.115157,-2.721728,12
1148,1,-114,-27.12041,2.227316,0.194009,2.206997,-3.243333,27
1149,12,-42,-27.08612,1.933778,2.127024,0.27741,-2.741178,11
1150,7,-83,-27.04092,2.030692,1.292494,1.116461,-2.949489,66
1151,11,-53,-27.04007,1.951167,1.965758,0.443281,-2.776219,40
1152,13,-28,-27.03882,1.917586,2.285505,0.123659,-2.714227,12
1153,6,-89,-27.02744,2.054367,1.116977,1.293326,-2.994602,5
1154,10,-62,-27.01325,1.969396,1.801695,0.610026,-2.81546,47
1155,3,-105,-26.98357,2.141583,0.572467,1.842222,-3.134681,13
1156,4,-100,-26.98134,2.109051,0.757012,1.657901,-3.086025,65
1157,9,-70,-26.95642,1.988809,1.634816,0.782588,-2.854164,33
1158,12,-43,-26.955,1.934325,2.127024,0.290522,-2.731102,11
1159,13,-29,-26.9508,1.91795,2.285505,0.132461,-2.706491,12
1160,8,-77,-26.94363,2.009264,1.465094,0.95359,-2.897355,49
1161,2,-110,-26.90733,2.180237,0.384816,2.037498,-3.178563,13
1162,0,-119,-26.90194,2.300444,0,2.422852,-3.278688,27
1163,5,-95,-26.90169,2.08075,0.938498,1.484379,-3.032639,5
1164,11,-54,-26.87474,1.951864,1.965758,0.459814,-2.763929,40
1165,13,-30,-26.85979,1.918328,2.285505,0.141562,-2.698525,12
1166,12,-44,-26.82094,1.934886,2.127024,0.303928,-2.720852,11
1167,10,-63,-26.81955,1.97022,1.801695,0.629397,-2.801268,47
1168,7,-84,-26.77915,2.031844,1.292494,1.142638,-2.930771,66
1169,13,-31,-26.76579,1.918718,2.285505,0.150962,-2.69033,12
1170,1,-115,-26.75164,2.229139,0.194009,2.243873,-3.21764,27
1171,6,-90,-26.74571,2.055624,1.116977,1.321498,-2.974574,5
1172,9,-71,-26.73722,1.989752,1.634816,0.804508,-2.838272,33
1173,14,-0,-26.71844,1.903233,2.441203,0,-2.671844,51
1174,14,-1,-26.71542,1.903245,2.441203,0.000302,-2.671544,51
1175,14,-2,-26.70939,1.90327,2.441203,0.000905,-2.670947,51
1176,11,-55,-26.7065,1.952574,1.965758,0.476638,-2.751452,40
1177,8,-78,-26.70176,2.010316,1.465094,0.977777,-2.879957,49
1178,14,-3,-26.70033,1.903307,2.441203,0.00181,-2.670056,51
1179,14,-4,-26.68827,1.903357,2.441203,0.003017,-2.668875,51
1180,12,-45,-26.68392,1.935459,2.127024,0.31763,-2.71043,11
1181,14,-5,-26.67318,1.903419,2.441203,0.004525,-2.667407,51
1182,13,-32,-26.6688,1.91912,2.285505,0.160661,-2.681909,12
1183,4,-101,-26.66232,2.11052,0.757012,1.689802,-3.063567,65
1184,14,-6,-26.65508,1.903494,2.441203,0.006335,-2.665653,51
1185,3,-106,-26.64717,2.143162,0.572467,1.875862,-3.111094,13
1186,14,-7,-26.63397,1.903581,2.441203,0.008446,-2.663618,51
1187,10,-64,-26.62296,1.971058,1.801695,0.649055,-2.786894,47
1188,14,-8,-26.60985,1.903681,2.441203,0.010859,-2.661302,51
1189,5,-96,-26.59999,2.082117,0.938498,1.514549,-3.011315,5
1190,14,-9,-26.58271,1.903793,2.441203,0.013573,-2.65871,51
1191,13,-33,-26.56884,1.919536,2.285505,0.170657,-2.673264,12
1192,2,-111,-26.55349,2.181939,0.384816,2.072882,-3.153855,13
1193,14,-10,-26.55256,1.903917,2.441203,0.016588,-2.655843,51
1194,12,-46,-26.54396,1.936046,2.127024,0.331626,-2.699829,11
1195,11,-56,-26.53534,1.953298,1.965758,0.493754,-2.738787,40
1196,14,-11,-26.5194,1.904054,2.441203,0.019903,-2.652705,51
1197,0,-120,-26.51561,2.302452,0,2.461486,-3.251884,27
1198,9,-72,-26.51518,1.99071,1.634816,0.826712,-2.822203,33
1199,7,-85,-26.5146,2.033012,1.292494,1.169092,-2.911889,66
1200,14,-12,-26.48324,1.904203,2.441203,0.02352,-2.649296,51
1201,13,-34,-26.46591,1.919964,2.285505,0.18095,-2.6644,12
1202,6,-91,-26.46126,2.056896,1.116977,1.349944,-2.954389,5
1203,8,-79,-26.45709,2.011384,1.465094,1.002244,-2.862391,49
1204,14,-13,-26.44407,1.904365,2.441203,0.027437,-2.645621,51
1205,10,-65,-26.42351,1.971911,1.801695,0.669,-2.772338,47
1206,14,-14,-26.40189,1.90454,2.441203,0.031654,-2.641681,51
1207,12,-47,-26.40106,1.936646,2.127024,0.345916,-2.689046,11
1208,1,-116,-26.38032,2.230983,0.194009,2.281005,-3.191819,27
1209,11,-57,-26.36129,1.954036,1.965758,0.511159,-2.725935,40
1210,13,-35,-26.36,1.920406,2.285505,0.191541,-2.655318,12
1211,14,-15,-26.35672,1.904727,2.441203,0.036172,-2.63748,51
1212,4,-102,-26.34065,2.112007,0.757012,1.72197,-3.040964,65
1213,14,-16,-26.30854,1.904926,2.441203,0.040989,-2.633018,51
1214,3,-107,-26.30815,2.14476,0.572467,1.909764,-3.087369,13
1215,5,-97,-26.2956,2.083502,0.938498,1.544988,-2.989841,5
1216,9,-73,-26.29031,1.991682,1.634816,0.849199,-2.80596,33
1217,14,-17,-26.25737,1.905138,2.441203,0.046107,-2.628299,51
1218,12,-48,-26.25524,1.93726,2.127024,0.360498,-2.678078,11
1219,13,-36,-26.25114,1.92086,2.285505,0.202428,-2.646023,12
1220,7,-86,-26.24731,2.034195,1.292494,1.195822,-2.892846,66
1221,10,-66,-26.2212,1.972778,1.801695,0.689231,-2.757602,47
1222,8,-80,-26.20963,2.012467,1.465094,1.02699,-2.844656,49
1223,14,-18,-26.2032,1.905362,2.441203,0.051524,-2.623326,51
1224,2,-112,-26.19707,2.18366,0.384816,2.108524,-3.129015,13
1225,11,-58,-26.18434,1.954787,1.965758,0.528854,-2.712899,40
1226,6,-92,-26.17408,2.058186,1.116977,1.378661,-2.934048,5
1227,14,-19,-26.14604,1.905599,2.441203,0.05724,-2.6181,51
1228,13,-37,-26.13931,1.921327,2.285505,0.21361,-2.63652,12
1229,0,-121,-26.12676,2.304482,0,2.50037,-3.22496,27
1230,12,-49,-26.10649,1.937887,2.127024,0.375373,-2.666925,11
1231,14,-20,-26.08589,1.905849,2.441203,0.063255,-2.612623,51
1232,9,-74,-26.06263,1.99267,1.634816,0.871968,-2.789543,50
1233,13,-38,-26.02453,1.921808,2.285505,0.225088,-2.626813,12
1234,14,-21,-26.02276,1.906111,2.441203,0.069568,-2.6069,51
1235,4,-103,-26.01633,2.113512,0.757012,1.754401,-3.018219,65
1236,10,-67,-26.01604,1.973659,1.801695,0.709747,-2.742686,47
1237,1,-117,-26.00646,2.232848,0.194009,2.318392,-3.165873,27
1238,11,-59,-26.00451,1.955553,1.965758,0.546837,-2.699677,40
1239,5,-98,-25.98854,2.084904,0.938498,1.575694,-2.968218,5
1240,7,-87,-25.97727,2.035394,1.292494,1.222826,-2.873642,66
1241,3,-108,-25.96652,2.146377,0.572467,1.943927,-3.063507,13
1242,8,-81,-25.95939,2.013565,1.465094,1.052014,-2.826755,49
1243,14,-22,-25.95664,1.906386,2.441203,0.07618,-2.600931,51
1244,12,-50,-25.95482,1.938527,2.127024,0.390539,-2.655586,11
1245,13,-39,-25.9068,1.922301,2.285505,0.236861,-2.616911,12
1246,14,-23,-25.88754,1.906673,2.441203,0.08309,-2.594718,38
1247,6,-93,-25.88421,2.059492,1.116977,1.407649,-2.913553,5
1248,2,-113,-25.83808,2.185402,0.384816,2.144422,-3.104045,13
1249,9,-75,-25.83214,1.993672,1.634816,0.895016,-2.772955,50
1250,11,-60,-25.82181,1.956332,1.965758,0.565107,-2.686272,40
1251,14,-24,-25.81546,1.906974,2.441203,0.090298,-2.588265,38
1252,10,-68,-25.80805,1.974555,1.801695,0.730546,-2.727593,47
