# T [K], K^D Eq, K_{CO}^E Eq, K_{O2}^E Eq, K^D QSS, K_{CO}^E QSS, K_{O2}^E QSS 
2.000000e+04,4.832352e-11,2.291461e-10,1.789248e-11,1.001579e-11,2.103283e-10,1.286508e-11
