"J","v","rIn","rOut","DeltaR","E","DeltaEDiss","ERot","EVib","g","dVIn","dVOut","rMin","VMin","rMax","VMax","Tau","Egam"
154,3,2.24486e+00,2.85523e+00,2.57985e+00,-7.74258e-01,-1.85925e+00,3.76632e+00,5.72467e-01,6.18000e+02,0.00000e+00,0.00000e+00,2.49055e+00,-1.27274e+00,4.15524e+00,1.08499e+00,1.23846e+03,1.00000e-300
17,28,1.81727e+00,3.67778e+00,3.02428e+00,-7.73688e-01,-7.76256e-01,3.66401e-02,4.30272e+00,3.50000e+01,0.00000e+00,0.00000e+00,2.28436e+00,-5.15642e+00,8.80977e+00,2.56759e-03,1.59513e+03,1.00000e-300
141,7,2.12733e+00,3.02699e+00,2.64075e+00,-7.73352e-01,-1.65380e+00,3.04720e+00,1.29249e+00,2.83000e+02,0.00000e+00,0.00000e+00,2.45214e+00,-1.86103e+00,4.22764e+00,8.80447e-01,1.26986e+03,1.00000e-300
87,20,1.90711e+00,3.43843e+00,2.85600e+00,-7.72581e-01,-1.04870e+00,1.02470e+00,3.31576e+00,1.75000e+02,0.00000e+00,0.00000e+00,2.34218e+00,-3.87356e+00,4.55844e+00,2.76117e-01,1.42326e+03,1.00000e-300
119,13,2.00862e+00,3.22936e+00,2.73481e+00,-7.71785e-01,-1.36068e+00,2.05576e+00,2.28551e+00,2.39000e+02,0.00000e+00,0.00000e+00,2.39879e+00,-2.77258e+00,4.35358e+00,5.88897e-01,1.32812e+03,1.00000e-300
115,14,1.99238e+00,3.26042e+00,2.75135e+00,-7.70029e-01,-1.31288e+00,1.90182e+00,2.44120e+00,2.31000e+02,0.00000e+00,0.00000e+00,2.39046e+00,-2.92562e+00,4.37734e+00,5.42848e-01,1.33989e+03,1.00000e-300
123,12,2.02586e+00,3.19822e+00,2.71894e+00,-7.69489e-01,-1.40652e+00,2.21653e+00,2.12702e+00,2.47000e+02,0.00000e+00,0.00000e+00,2.40752e+00,-2.61546e+00,4.33014e+00,6.37032e-01,1.31759e+03,1.00000e-300
18,28,1.81750e+00,3.67870e+00,3.02514e+00,-7.69389e-01,-7.72400e-01,4.09398e-02,4.30272e+00,7.40000e+01,0.00000e+00,0.00000e+00,2.28463e+00,-5.14998e+00,8.60273e+00,3.01127e-03,1.59668e+03,1.00000e-300
102,17,1.94745e+00,3.35077e+00,2.80235e+00,-7.68586e-01,-1.17577e+00,1.45299e+00,2.89147e+00,4.10000e+02,0.00000e+00,0.00000e+00,2.36596e+00,-3.39342e+00,4.45755e+00,4.07185e-01,1.37858e+03,1.00000e-300
151,4,2.21053e+00,2.90412e+00,2.59560e+00,-7.67686e-01,-1.80324e+00,3.58835e+00,7.57012e-01,3.03000e+02,0.00000e+00,0.00000e+00,2.48117e+00,-1.41142e+00,4.17190e+00,1.03556e+00,1.24676e+03,1.00000e-300
46,26,1.83807e+00,3.61735e+00,2.97911e+00,-7.67584e-01,-8.13071e-01,2.67329e-01,4.07813e+00,1.86000e+02,0.00000e+00,0.00000e+00,2.29853e+00,-4.82643e+00,5.01359e+00,4.54872e-02,1.54507e+03,1.00000e-300
35,27,1.82771e+00,3.64807e+00,3.00196e+00,-7.67188e-01,-7.86526e-01,1.53361e-01,4.19250e+00,7.10000e+01,0.00000e+00,0.00000e+00,2.29161e+00,-4.98629e+00,6.53699e+00,1.93384e-02,1.57041e+03,1.00000e-300
55,25,1.84881e+00,3.58726e+00,2.95726e+00,-7.66675e-01,-8.47555e-01,3.86517e-01,3.95985e+00,1.11000e+02,0.00000e+00,0.00000e+00,2.30564e+00,-4.66472e+00,4.85196e+00,8.08798e-02,1.52180e+03,1.00000e-300
76,22,1.88294e+00,3.49831e+00,2.89546e+00,-7.65222e-01,-9.61686e-01,7.64457e-01,3.58337e+00,3.06000e+02,0.00000e+00,0.00000e+00,2.32755e+00,-4.18249e+00,4.64175e+00,1.96463e-01,1.46017e+03,1.00000e-300
19,28,1.81774e+00,3.67967e+00,3.02604e+00,-7.64853e-01,-7.68354e-01,4.54759e-02,4.30272e+00,3.90000e+01,0.00000e+00,0.00000e+00,2.28492e+00,-5.14318e+00,8.41137e+00,3.50174e-03,1.59832e+03,1.00000e-300
111,15,1.97707e+00,3.29155e+00,2.76860e+00,-7.64328e-01,-1.26318e+00,1.75461e+00,2.59411e+00,2.23000e+02,0.00000e+00,0.00000e+00,2.38251e+00,-3.07445e+00,4.40149e+00,4.98851e-01,1.35299e+03,1.00000e-300
127,11,2.04421e+00,3.16687e+00,2.70367e+00,-7.63039e-01,-1.45033e+00,2.38425e+00,1.96576e+00,2.55000e+02,0.00000e+00,0.00000e+00,2.41666e+00,-2.45437e+00,4.30700e+00,6.87289e-01,1.30820e+03,1.00000e-300
63,24,1.86005e+00,3.55811e+00,2.93668e+00,-7.62151e-01,-8.81567e-01,5.13037e-01,3.83786e+00,1.27000e+02,0.00000e+00,0.00000e+00,2.31308e+00,-4.49808e+00,4.75912e+00,1.19416e-01,1.50103e+03,1.00000e-300
82,21,1.89519e+00,3.46941e+00,2.87642e+00,-7.62001e-01,-1.00023e+00,8.99899e-01,3.45115e+00,3.30000e+02,0.00000e+00,0.00000e+00,2.33525e+00,-4.01864e+00,4.59504e+00,2.38229e-01,1.44272e+03,1.00000e-300
20,28,1.81800e+00,3.68070e+00,3.02700e+00,-7.60081e-01,-7.64122e-01,5.02477e-02,4.30272e+00,8.20000e+01,0.00000e+00,0.00000e+00,2.28522e+00,-5.13603e+00,8.23388e+00,4.04114e-03,1.60006e+03,1.00000e-300
70,23,1.87152e+00,3.52876e+00,2.91634e+00,-7.59890e-01,-9.18540e-01,6.40843e-01,3.71231e+00,2.82000e+02,0.00000e+00,0.00000e+00,2.32050e+00,-4.33494e+00,4.69250e+00,1.58650e-01,1.48092e+03,1.00000e-300
148,5,2.18057e+00,2.94902e+00,2.61154e+00,-7.58684e-01,-1.74616e+00,3.41586e+00,9.38498e-01,5.94000e+02,0.00000e+00,0.00000e+00,2.47211e+00,-1.54840e+00,4.18858e+00,9.87474e-01,1.25562e+03,1.00000e-300
36,27,1.82817e+00,3.64985e+00,3.00361e+00,-7.58506e-01,-7.79438e-01,1.62043e-01,4.19250e+00,1.46000e+02,0.00000e+00,0.00000e+00,2.29216e+00,-4.97350e+00,6.45341e+00,2.09317e-02,1.57334e+03,1.00000e-300
138,8,2.10523e+00,3.06546e+00,2.65756e+00,-7.56387e-01,-1.59313e+00,2.89156e+00,1.46509e+00,5.54000e+02,0.00000e+00,0.00000e+00,2.44406e+00,-1.99187e+00,4.24448e+00,8.36746e-01,1.28080e+03,1.00000e-300
47,26,1.83868e+00,3.61959e+00,2.98116e+00,-7.56136e-01,-8.05132e-01,2.78778e-01,4.07813e+00,9.50000e+01,0.00000e+00,0.00000e+00,2.29925e+00,-4.80983e+00,4.98866e+00,4.89962e-02,1.54867e+03,1.00000e-300
21,28,1.81827e+00,3.68177e+00,3.02801e+00,-7.55073e-01,-7.59705e-01,5.52552e-02,4.30272e+00,4.30000e+01,0.00000e+00,0.00000e+00,2.28554e+00,-5.12853e+00,8.06876e+00,4.63153e-03,1.60188e+03,1.00000e-300
107,16,1.96259e+00,3.32288e+00,2.78665e+00,-7.54798e-01,-1.21167e+00,1.61404e+00,2.74421e+00,2.15000e+02,0.00000e+00,0.00000e+00,2.37493e+00,-3.21897e+00,4.42608e+00,4.56871e-01,1.36755e+03,1.00000e-300
93,19,1.92104e+00,3.41198e+00,2.84001e+00,-7.53253e-01,-1.07862e+00,1.18249e+00,3.17730e+00,1.87000e+02,0.00000e+00,0.00000e+00,2.35114e+00,-3.68946e+00,4.51671e+00,3.25366e-01,1.41125e+03,1.00000e-300
56,25,1.84954e+00,3.58983e+00,2.95960e+00,-7.52905e-01,-8.38238e-01,4.00287e-01,3.95985e+00,2.26000e+02,0.00000e+00,0.00000e+00,2.30651e+00,-4.64506e+00,4.83889e+00,8.53332e-02,1.52586e+03,1.00000e-300
131,10,2.06381e+00,3.13512e+00,2.68896e+00,-7.52338e-01,-1.49204e+00,2.55901e+00,1.80170e+00,2.63000e+02,0.00000e+00,0.00000e+00,2.42623e+00,-2.28942e+00,4.28409e+00,7.39706e-01,1.29988e+03,1.00000e-300
98,18,1.93455e+00,3.38290e+00,2.82223e+00,-7.50497e-01,-1.12012e+00,1.32670e+00,3.03585e+00,3.94000e+02,0.00000e+00,0.00000e+00,2.35917e+00,-3.52789e+00,4.48340e+00,3.69626e-01,1.39649e+03,1.00000e-300
88,20,1.90830e+00,3.44190e+00,2.85902e+00,-7.49987e-01,-1.03402e+00,1.04730e+00,3.31576e+00,3.54000e+02,0.00000e+00,0.00000e+00,2.34363e+00,-3.84363e+00,4.55133e+00,2.84036e-01,1.42821e+03,1.00000e-300
22,28,1.81855e+00,3.68290e+00,3.02908e+00,-7.49831e-01,-7.55106e-01,6.04977e-02,4.30272e+00,9.00000e+01,0.00000e+00,0.00000e+00,2.28587e+00,-5.12066e+00,7.91476e+00,5.27495e-03,1.60381e+03,1.00000e-300
37,27,1.82865e+00,3.65168e+00,3.00531e+00,-7.49593e-01,-7.72206e-01,1.70956e-01,4.19250e+00,7.50000e+01,0.00000e+00,0.00000e+00,2.29272e+00,-4.96035e+00,6.36893e+00,2.26125e-02,1.57637e+03,1.00000e-300
145,6,2.15384e+00,2.99110e+00,2.62773e+00,-7.47322e-01,-1.68805e+00,3.24875e+00,1.11698e+00,2.91000e+02,0.00000e+00,0.00000e+00,2.46336e+00,-1.68361e+00,4.20529e+00,9.40729e-01,1.26511e+03,1.00000e-300
64,24,1.86090e+00,3.56096e+00,2.93925e+00,-7.46276e-01,-8.70979e-01,5.28913e-01,3.83786e+00,2.58000e+02,0.00000e+00,0.00000e+00,2.31409e+00,-4.47575e+00,4.74897e+00,1.24703e-01,1.50543e+03,1.00000e-300
77,22,1.88397e+00,3.50153e+00,2.89831e+00,-7.45782e-01,-9.48929e-01,7.83898e-01,3.58337e+00,1.55000e+02,0.00000e+00,0.00000e+00,2.32878e+00,-4.15597e+00,4.63372e+00,2.03147e-01,1.46494e+03,1.00000e-300
48,26,1.83930e+00,3.62188e+00,2.98327e+00,-7.44459e-01,-7.97073e-01,2.90454e-01,4.07813e+00,1.94000e+02,0.00000e+00,0.00000e+00,2.29999e+00,-4.79288e+00,4.96654e+00,5.26137e-02,1.55238e+03,1.00000e-300
23,28,1.81885e+00,3.68409e+00,3.03019e+00,-7.44354e-01,-7.50327e-01,6.59748e-02,4.30272e+00,4.70000e+01,0.00000e+00,0.00000e+00,2.28622e+00,-5.11245e+00,7.77083e+00,5.97339e-03,1.60583e+03,1.00000e-300
71,23,1.87246e+00,3.53183e+00,2.91908e+00,-7.42125e-01,-9.06807e-01,6.58608e-01,3.71231e+00,1.43000e+02,0.00000e+00,0.00000e+00,2.32163e+00,-4.31033e+00,4.68370e+00,1.64681e-01,1.48556e+03,1.00000e-300
103,17,1.94889e+00,3.35452e+00,2.80556e+00,-7.41560e-01,-1.15844e+00,1.48002e+00,2.89147e+00,2.07000e+02,0.00000e+00,0.00000e+00,2.36771e+00,-3.35909e+00,4.45119e+00,4.16877e-01,1.38372e+03,1.00000e-300
83,21,1.89630e+00,3.47279e+00,2.87938e+00,-7.40879e-01,-9.86459e-01,9.21021e-01,3.45115e+00,1.67000e+02,0.00000e+00,0.00000e+00,2.33660e+00,-3.99024e+00,4.58757e+00,2.45580e-01,1.44764e+03,1.00000e-300
38,27,1.82914e+00,3.65357e+00,3.00706e+00,-7.40449e-01,-7.64835e-01,1.80100e-01,4.19250e+00,1.54000e+02,0.00000e+00,0.00000e+00,2.29330e+00,-4.94686e+00,6.28209e+00,2.43857e-02,1.57950e+03,1.00000e-300
120,13,2.01037e+00,3.23334e+00,2.73814e+00,-7.39441e-01,-1.34017e+00,2.08810e+00,2.28551e+00,4.82000e+02,0.00000e+00,0.00000e+00,2.40094e+00,-2.73368e+00,4.34769e+00,6.00733e-01,1.33336e+03,1.00000e-300
116,14,1.99406e+00,3.26436e+00,2.75465e+00,-7.38966e-01,-1.29313e+00,1.93288e+00,2.44120e+00,4.66000e+02,0.00000e+00,0.00000e+00,2.39251e+00,-2.88775e+00,4.37137e+00,5.54166e-01,1.34511e+03,1.00000e-300
57,25,1.85028e+00,3.59247e+00,2.96199e+00,-7.38910e-01,-8.28800e-01,4.14282e-01,3.95985e+00,1.15000e+02,0.00000e+00,0.00000e+00,2.30740e+00,-4.62506e+00,4.82633e+00,8.98902e-02,1.53003e+03,1.00000e-300
24,28,1.81916e+00,3.68533e+00,3.03135e+00,-7.38642e-01,-7.45371e-01,7.16859e-02,4.30272e+00,9.80000e+01,0.00000e+00,0.00000e+00,2.28659e+00,-5.10388e+00,7.63602e+00,6.72877e-03,1.60794e+03,1.00000e-300
135,9,2.08481e+00,3.10278e+00,2.67476e+00,-7.37293e-01,-1.53161e+00,2.74094e+00,1.63482e+00,2.71000e+02,0.00000e+00,0.00000e+00,2.43624e+00,-2.12075e+00,4.26140e+00,7.94320e-01,1.29257e+03,1.00000e-300
124,12,2.02770e+00,3.20225e+00,2.72230e+00,-7.35864e-01,-1.38526e+00,2.25016e+00,2.12702e+00,4.98000e+02,0.00000e+00,0.00000e+00,2.40977e+00,-2.57556e+00,4.32433e+00,6.49396e-01,1.32286e+03,1.00000e-300
112,15,1.97867e+00,3.29545e+00,2.77189e+00,-7.34545e-01,-1.24421e+00,1.78439e+00,2.59411e+00,4.50000e+02,0.00000e+00,0.00000e+00,2.38447e+00,-3.03764e+00,4.39541e+00,5.09659e-01,1.35821e+03,1.00000e-300
142,7,2.12961e+00,3.03113e+00,2.64421e+00,-7.33675e-01,-1.62898e+00,3.08688e+00,1.29249e+00,5.70000e+02,0.00000e+00,0.00000e+00,2.45490e+00,-1.81699e+00,4.22205e+00,8.95300e-01,1.27529e+03,1.00000e-300
161,1,2.34042e+00,2.73859e+00,2.55233e+00,-7.33232e-01,-1.93896e+00,4.18581e+00,1.94009e-01,3.23000e+02,0.00000e+00,0.00000e+00,2.51373e+00,-9.42884e-01,4.11634e+00,1.20573e+00,1.22923e+03,1.00000e-300
158,2,2.28851e+00,2.80431e+00,2.56781e+00,-7.32872e-01,-1.88592e+00,3.99536e+00,3.84816e-01,6.34000e+02,0.00000e+00,0.00000e+00,2.50357e+00,-1.08529e+00,4.13302e+00,1.15305e+00,1.23647e+03,1.00000e-300
25,28,1.81948e+00,3.68662e+00,3.03257e+00,-7.32698e-01,-7.40241e-01,7.76308e-02,4.30272e+00,5.10000e+01,0.00000e+00,0.00000e+00,2.28696e+00,-5.09495e+00,7.50949e+00,7.54300e-03,1.61016e+03,1.00000e-300
49,26,1.83994e+00,3.62423e+00,2.98543e+00,-7.32556e-01,-7.88893e-01,3.02358e-01,4.07813e+00,9.90000e+01,0.00000e+00,0.00000e+00,2.30075e+00,-4.77559e+00,4.94652e+00,5.63379e-02,1.55620e+03,1.00000e-300
39,27,1.82965e+00,3.65551e+00,3.00887e+00,-7.31075e-01,-7.57333e-01,1.89474e-01,4.19250e+00,7.90000e+01,0.00000e+00,0.00000e+00,2.29390e+00,-4.93302e+00,6.19058e+00,2.62579e-02,1.58274e+03,1.00000e-300
164,0,2.41917e+00,2.64628e+00,2.53692e+00,-7.30947e-01,-1.99078e+00,4.38210e+00,0.00000e+00,6.58000e+02,0.00000e+00,0.00000e+00,2.52426e+00,-7.98998e-01,4.09963e+00,1.25983e+00,1.22241e+03,1.00000e-300
65,24,1.86175e+00,3.56388e+00,2.94187e+00,-7.30179e-01,-8.60275e-01,5.45009e-01,3.83786e+00,1.31000e+02,0.00000e+00,0.00000e+00,2.31512e+00,-4.45310e+00,4.73905e+00,1.30096e-01,1.50995e+03,1.00000e-300
155,3,2.24760e+00,2.85934e+00,2.58339e+00,-7.29934e-01,-1.83171e+00,3.81065e+00,5.72467e-01,3.11000e+02,0.00000e+00,0.00000e+00,2.49375e+00,-1.22614e+00,4.14969e+00,1.10177e+00,1.24416e+03,1.00000e-300
94,19,1.92233e+00,3.41560e+00,2.84315e+00,-7.28975e-01,-1.06296e+00,1.20677e+00,3.17730e+00,3.78000e+02,0.00000e+00,0.00000e+00,2.35271e+00,-3.65773e+00,4.50995e+00,3.33981e-01,1.41637e+03,1.00000e-300
128,11,2.04614e+00,3.17094e+00,2.70706e+00,-7.28131e-01,-1.42832e+00,2.41916e+00,1.96576e+00,5.14000e+02,0.00000e+00,0.00000e+00,2.41901e+00,-2.41349e+00,4.30125e+00,7.00190e-01,1.31351e+03,1.00000e-300
89,20,1.90951e+00,3.44543e+00,2.86210e+00,-7.27183e-01,-1.01925e+00,1.07010e+00,3.31576e+00,1.79000e+02,0.00000e+00,0.00000e+00,2.34509e+00,-3.81340e+00,4.54429e+00,2.92070e-01,1.43328e+03,1.00000e-300
26,28,1.81981e+00,3.68797e+00,3.03384e+00,-7.26520e-01,-7.34938e-01,8.38086e-02,4.30272e+00,1.06000e+02,0.00000e+00,0.00000e+00,2.28736e+00,-5.08567e+00,7.39044e+00,8.41791e-03,1.61247e+03,1.00000e-300
108,16,1.96412e+00,3.32673e+00,2.78992e+00,-7.26293e-01,-1.19347e+00,1.64255e+00,2.74421e+00,4.34000e+02,0.00000e+00,0.00000e+00,2.37679e+00,-3.18325e+00,4.41989e+00,4.67179e-01,1.37278e+03,1.00000e-300
78,22,1.88501e+00,3.50482e+00,2.90122e+00,-7.26125e-01,-9.36067e-01,8.03554e-01,3.58337e+00,3.14000e+02,0.00000e+00,0.00000e+00,2.33004e+00,-4.12913e+00,4.62579e+00,2.09942e-01,1.46983e+03,1.00000e-300
99,18,1.93592e+00,3.38662e+00,2.82542e+00,-7.24744e-01,-1.10358e+00,1.35245e+00,3.03585e+00,1.99000e+02,0.00000e+00,0.00000e+00,2.36083e+00,-3.49470e+00,4.47688e+00,3.78835e-01,1.40166e+03,1.00000e-300
58,25,1.85104e+00,3.59516e+00,2.96445e+00,-7.24692e-01,-8.19242e-01,4.28501e-01,3.95985e+00,2.34000e+02,0.00000e+00,0.00000e+00,2.30830e+00,-4.60473e+00,4.81422e+00,9.45509e-02,1.53431e+03,1.00000e-300
152,4,2.21315e+00,2.90827e+00,2.59913e+00,-7.24489e-01,-1.77637e+00,3.63155e+00,7.57012e-01,6.10000e+02,0.00000e+00,0.00000e+00,2.48426e+00,-1.36538e+00,4.16635e+00,1.05188e+00,1.25239e+03,1.00000e-300
72,23,1.87342e+00,3.53496e+00,2.92187e+00,-7.24143e-01,-8.94964e-01,6.76590e-01,3.71231e+00,2.90000e+02,0.00000e+00,0.00000e+00,2.32278e+00,-4.28540e+00,4.67505e+00,1.70820e-01,1.49032e+03,1.00000e-300
40,27,1.83017e+00,3.65751e+00,3.01073e+00,-7.21471e-01,-7.49709e-01,1.99078e-01,4.19250e+00,1.62000e+02,0.00000e+00,0.00000e+00,2.29451e+00,-4.91883e+00,6.09026e+00,2.82382e-02,1.58609e+03,1.00000e-300
50,26,1.84059e+00,3.62664e+00,2.98765e+00,-7.20426e-01,-7.80593e-01,3.14487e-01,4.07813e+00,2.02000e+02,0.00000e+00,0.00000e+00,2.30152e+00,-4.75796e+00,4.92813e+00,6.01676e-02,1.56013e+03,1.00000e-300
27,28,1.82016e+00,3.68938e+00,3.03516e+00,-7.20110e-01,-7.29465e-01,9.02185e-02,4.30272e+00,5.50000e+01,0.00000e+00,0.00000e+00,2.28777e+00,-5.07604e+00,7.27811e+00,9.35533e-03,1.61489e+03,1.00000e-300
84,21,1.89744e+00,3.47623e+00,2.88240e+00,-7.19545e-01,-9.72589e-01,9.42354e-01,3.45115e+00,3.38000e+02,0.00000e+00,0.00000e+00,2.33796e+00,-3.96153e+00,4.58018e+00,2.53044e-01,1.45267e+03,1.00000e-300
139,8,2.10742e+00,3.06961e+00,2.66102e+00,-7.17815e-01,-1.56899e+00,2.93014e+00,1.46509e+00,2.79000e+02,0.00000e+00,0.00000e+00,2.44672e+00,-1.94847e+00,4.23886e+00,8.51170e-01,1.28623e+03,1.00000e-300
149,5,2.18307e+00,2.95318e+00,2.61506e+00,-7.16607e-01,-1.71996e+00,3.45794e+00,9.38498e-01,2.99000e+02,0.00000e+00,0.00000e+00,2.47510e+00,-1.50293e+00,4.18302e+00,1.00335e+00,1.26120e+03,1.00000e-300
132,10,2.06582e+00,3.13923e+00,2.69238e+00,-7.16148e-01,-1.46930e+00,2.59520e+00,1.80170e+00,5.30000e+02,0.00000e+00,0.00000e+00,2.42869e+00,-2.24760e+00,4.27840e+00,7.53152e-01,1.30525e+03,1.00000e-300
104,17,1.95035e+00,3.35834e+00,2.80882e+00,-7.14330e-01,-1.14102e+00,1.50725e+00,2.89147e+00,4.18000e+02,0.00000e+00,0.00000e+00,2.36948e+00,-3.32448e+00,4.44486e+00,4.26691e-01,1.38897e+03,1.00000e-300
66,24,1.86262e+00,3.56685e+00,2.94456e+00,-7.13863e-01,-8.49457e-01,5.61326e-01,3.83786e+00,2.66000e+02,0.00000e+00,0.00000e+00,2.31616e+00,-4.43012e+00,4.72936e+00,1.35594e-01,1.51458e+03,1.00000e-300
28,28,1.82052e+00,3.69084e+00,3.03654e+00,-7.13468e-01,-7.23825e-01,9.68606e-02,4.30272e+00,1.14000e+02,0.00000e+00,0.00000e+00,2.28819e+00,-5.06605e+00,7.17178e+00,1.03571e-02,1.61741e+03,1.00000e-300
41,27,1.83070e+00,3.65957e+00,3.01264e+00,-7.11639e-01,-7.41981e-01,2.08910e-01,4.19250e+00,8.30000e+01,0.00000e+00,0.00000e+00,2.29514e+00,-4.90429e+00,5.97144e+00,3.03417e-02,1.58955e+03,1.00000e-300
59,25,1.85182e+00,3.59792e+00,2.96696e+00,-7.10251e-01,-8.09566e-01,4.42941e-01,3.95985e+00,1.19000e+02,0.00000e+00,0.00000e+00,2.30922e+00,-4.58407e+00,4.80253e+00,9.93155e-02,1.53871e+03,1.00000e-300
51,26,1.84126e+00,3.62912e+00,2.98993e+00,-7.08071e-01,-7.72173e-01,3.26842e-01,4.07813e+00,1.03000e+02,0.00000e+00,0.00000e+00,2.30231e+00,-4.73999e+00,4.91105e+00,6.41022e-02,1.56417e+03,1.00000e-300
117,14,1.99575e+00,3.26835e+00,2.75801e+00,-7.07709e-01,-1.27332e+00,1.96413e+00,2.44120e+00,2.35000e+02,0.00000e+00,0.00000e+00,2.39458e+00,-2.84962e+00,4.36541e+00,5.65613e-01,1.35044e+03,1.00000e-300
121,13,2.01215e+00,3.23738e+00,2.74152e+00,-7.06905e-01,-1.31961e+00,2.12064e+00,2.28551e+00,2.43000e+02,0.00000e+00,0.00000e+00,2.40311e+00,-2.69453e+00,4.34182e+00,6.12701e-01,1.33870e+03,1.00000e-300
29,28,1.82090e+00,3.69236e+00,3.03796e+00,-7.06595e-01,-7.18020e-01,1.03734e-01,4.30272e+00,5.90000e+01,0.00000e+00,0.00000e+00,2.28864e+00,-5.05571e+00,7.07073e+00,1.14250e-02,1.62004e+03,1.00000e-300
146,6,2.15624e+00,2.99528e+00,2.63124e+00,-7.06359e-01,-1.66252e+00,3.28971e+00,1.11698e+00,5.86000e+02,0.00000e+00,0.00000e+00,2.46624e+00,-1.63874e+00,4.19972e+00,9.56163e-01,1.27065e+03,1.00000e-300
79,22,1.88607e+00,3.50816e+00,2.90419e+00,-7.06256e-01,-9.23102e-01,8.23424e-01,3.58337e+00,1.59000e+02,0.00000e+00,0.00000e+00,2.33131e+00,-4.10198e+00,4.61796e+00,2.16846e-01,1.47484e+03,1.00000e-300
73,23,1.87439e+00,3.53815e+00,2.92473e+00,-7.05944e-01,-8.83012e-01,6.94789e-01,3.71231e+00,1.47000e+02,0.00000e+00,0.00000e+00,2.32394e+00,-4.26016e+00,4.66653e+00,1.77068e-01,1.49519e+03,1.00000e-300
113,15,1.98029e+00,3.29940e+00,2.77523e+00,-7.04566e-01,-1.22516e+00,1.81437e+00,2.59411e+00,2.27000e+02,0.00000e+00,0.00000e+00,2.38644e+00,-3.00056e+00,4.38936e+00,5.20595e-01,1.36354e+03,1.00000e-300
0,29,1.81122e+00,3.72516e+00,3.06374e+00,-7.04519e-01,-7.04519e-01,0.00000e+00,4.40853e+00,2.00000e+00,0.00000e+00,0.00000e+00,2.28205e+00,-5.21122e+00,4.62857e+01,0.00000e+00,1.65187e+03,1.00000e-300
95,19,1.92363e+00,3.41929e+00,2.84634e+00,-7.04491e-01,-1.04721e+00,1.23125e+00,3.17730e+00,1.91000e+02,0.00000e+00,0.00000e+00,2.35429e+00,-3.62571e+00,4.50324e+00,3.42715e-01,1.42160e+03,1.00000e-300
1,29,1.81123e+00,3.72522e+00,3.06380e+00,-7.04284e-01,-7.04287e-01,2.34100e-04,4.40853e+00,3.00000e+00,0.00000e+00,0.00000e+00,2.28206e+00,-5.21086e+00,2.70335e+01,1.93249e-06,1.65197e+03,1.00000e-300
90,20,1.91074e+00,3.44902e+00,2.86523e+00,-7.04171e-01,-1.00439e+00,1.09312e+00,3.31576e+00,3.62000e+02,0.00000e+00,0.00000e+00,2.34657e+00,-3.78286e+00,4.53731e+00,3.00220e-01,1.43847e+03,1.00000e-300
2,29,1.81126e+00,3.72533e+00,3.06390e+00,-7.03816e-01,-7.03825e-01,7.02400e-04,4.40853e+00,1.00000e+01,0.00000e+00,0.00000e+00,2.28210e+00,-5.21014e+00,2.11626e+01,8.80127e-06,1.65217e+03,1.00000e-300
3,29,1.81130e+00,3.72549e+00,3.06406e+00,-7.03114e-01,-7.03138e-01,1.40440e-03,4.40853e+00,7.00000e+00,0.00000e+00,0.00000e+00,2.28214e+00,-5.20906e+00,1.80607e+01,2.37837e-05,1.65246e+03,1.00000e-300
4,29,1.81135e+00,3.72571e+00,3.06426e+00,-7.02178e-01,-7.02228e-01,2.34080e-03,4.40853e+00,1.80000e+01,0.00000e+00,0.00000e+00,2.28220e+00,-5.20763e+00,1.60724e+01,4.98280e-05,1.65285e+03,1.00000e-300
125,12,2.02956e+00,3.20633e+00,2.72571e+00,-7.02048e-01,-1.36394e+00,2.28397e+00,2.12702e+00,2.51000e+02,0.00000e+00,0.00000e+00,2.41204e+00,-2.53540e+00,4.31854e+00,6.61893e-01,1.32823e+03,1.00000e-300
42,27,1.83124e+00,3.66169e+00,3.01462e+00,-7.01580e-01,-7.34181e-01,2.18970e-01,4.19250e+00,1.70000e+02,0.00000e+00,0.00000e+00,2.29579e+00,-4.88941e+00,5.78880e+00,3.26018e-02,1.59311e+03,1.00000e-300
5,29,1.81141e+00,3.72598e+00,3.06453e+00,-7.01008e-01,-7.01098e-01,3.51080e-03,4.40853e+00,1.10000e+01,0.00000e+00,0.00000e+00,2.28228e+00,-5.20584e+00,1.46606e+01,8.97528e-05,1.65334e+03,1.00000e-300
136,9,2.08692e+00,3.10694e+00,2.67822e+00,-6.99821e-01,-1.50814e+00,2.77841e+00,1.63482e+00,5.46000e+02,0.00000e+00,0.00000e+00,2.43882e+00,-2.07801e+00,4.25575e+00,8.08321e-01,1.29801e+03,1.00000e-300
6,29,1.81149e+00,3.72631e+00,3.06484e+00,-6.99604e-01,-6.99750e-01,4.91470e-03,4.40853e+00,2.60000e+01,0.00000e+00,0.00000e+00,2.28237e+00,-5.20369e+00,1.35920e+01,1.46268e-04,1.65392e+03,1.00000e-300
30,28,1.82128e+00,3.69394e+00,3.03945e+00,-6.99491e-01,-7.12052e-01,1.10837e-01,4.30272e+00,1.22000e+02,0.00000e+00,0.00000e+00,2.28909e+00,-5.04502e+00,6.97427e+00,1.25611e-02,1.62277e+03,1.00000e-300
100,18,1.93731e+00,3.39040e+00,2.82867e+00,-6.98787e-01,-1.08695e+00,1.37841e+00,3.03585e+00,4.02000e+02,0.00000e+00,0.00000e+00,2.36252e+00,-3.46123e+00,4.47039e+00,3.88164e-01,1.40696e+03,1.00000e-300
