id,v,Longitude,Latitude,rIn,EeVVib,EeVRot
4472,25,-9.900000e+01,-1.818602e+01,1.708782e+00,6.146377e+00,1.788710e+00
4473,11,-1.550000e+02,-1.818120e+01,1.890344e+00,2.982104e+00,4.953465e+00
4474,35,-8.000000e+00,-1.817960e+01,1.622723e+00,7.924287e+00,1.144220e-02
4475,34,-3.200000e+01,-1.815754e+01,1.630119e+00,7.767570e+00,1.703650e-01
4476,35,-9.000000e+00,-1.815101e+01,1.622804e+00,7.924287e+00,1.430130e-02
4477,24,-1.040000e+02,-1.815068e+01,1.719160e+00,5.944884e+00,1.993738e+00
4478,2,-1.830000e+02,-1.814923e+01,2.110377e+00,5.741937e-01,7.364572e+00
4479,30,-7.000000e+01,-1.814870e+01,1.662228e+00,7.091781e+00,8.470389e-01
4480,26,-9.400000e+01,-1.814053e+01,1.698976e+00,6.343844e+00,1.595791e+00
4481,7,-1.680000e+02,-1.812958e+01,1.967175e+00,1.947483e+00,5.993247e+00
4482,35,-1.000000e+01,-1.811925e+01,1.622894e+00,7.924287e+00,1.747730e-02
4483,28,-8.300000e+01,-1.809743e+01,1.680145e+00,6.726384e+00,1.217563e+00
4484,33,-4.500000e+01,-1.809105e+01,1.637916e+00,7.605817e+00,3.387670e-01
4485,35,-1.100000e+01,-1.808432e+01,1.622994e+00,7.924287e+00,2.097010e-02
4486,19,-1.260000e+02,-1.808386e+01,1.775940e+00,4.879239e+00,3.066065e+00
4487,31,-6.300000e+01,-1.807720e+01,1.653997e+00,7.267788e+00,6.781813e-01
4488,18,-1.300000e+02,-1.806611e+01,1.788476e+00,4.654818e+00,3.292260e+00
4489,1,-1.860000e+02,-1.806249e+01,2.156856e+00,2.888725e-01,7.658568e+00
4490,29,-7.700000e+01,-1.806219e+01,1.671223e+00,6.911275e+00,1.036195e+00
4491,34,-3.300000e+01,-1.805174e+01,1.630424e+00,7.767570e+00,1.809450e-01
4492,20,-1.220000e+02,-1.805000e+01,1.763984e+00,5.099950e+00,2.848739e+00
4493,35,-1.200000e+01,-1.804623e+01,1.623102e+00,7.924287e+00,2.477940e-02
4494,8,-1.650000e+02,-1.803820e+01,1.946421e+00,2.211477e+00,5.738392e+00
4495,32,-5.500000e+01,-1.803451e+01,1.645962e+00,7.439177e+00,5.110607e-01
4496,23,-1.090000e+02,-1.803295e+01,1.730126e+00,5.739436e+00,2.210958e+00
4497,27,-8.900000e+01,-1.801595e+01,1.689724e+00,6.537208e+00,1.414886e+00
4498,35,-1.300000e+01,-1.800497e+01,1.623220e+00,7.924287e+00,2.890490e-02
4499,14,-1.450000e+02,-1.799820e+01,1.843433e+00,3.720604e+00,4.233265e+00
4500,17,-1.340000e+02,-1.799585e+01,1.801625e+00,4.426720e+00,3.527384e+00
4501,12,-1.520000e+02,-1.796668e+01,1.874457e+00,3.231849e+00,4.725172e+00
4502,21,-1.180000e+02,-1.796553e+01,1.752579e+00,5.316917e+00,2.640220e+00
4503,35,-1.400000e+01,-1.796056e+01,1.623347e+00,7.924287e+00,3.334630e-02
4504,0,-1.890000e+02,-1.794452e+01,2.226246e+00,0.000000e+00,7.959237e+00
4505,34,-3.400000e+01,-1.794281e+01,1.630738e+00,7.767570e+00,1.918372e-01
4506,33,-4.600000e+01,-1.794228e+01,1.638350e+00,7.605817e+00,3.536436e-01
4507,9,-1.620000e+02,-1.791885e+01,1.927154e+00,2.471913e+00,5.489891e+00
4508,35,-1.500000e+01,-1.791299e+01,1.623482e+00,7.924287e+00,3.810330e-02
4509,30,-7.100000e+01,-1.791298e+01,1.662936e+00,7.091781e+00,8.706102e-01
4510,16,-1.380000e+02,-1.787220e+01,1.815424e+00,4.194971e+00,3.771498e+00
4511,31,-6.400000e+01,-1.786658e+01,1.654624e+00,7.267788e+00,6.992428e-01
4512,35,-1.600000e+01,-1.786227e+01,1.623628e+00,7.924287e+00,4.317560e-02
4513,32,-5.600000e+01,-1.785186e+01,1.646502e+00,7.439177e+00,5.293261e-01
4514,25,-1.000000e+02,-1.784129e+01,1.709852e+00,6.146377e+00,1.823184e+00
4515,22,-1.140000e+02,-1.783148e+01,1.741702e+00,5.530095e+00,2.440446e+00
4516,34,-3.500000e+01,-1.783078e+01,1.631062e+00,7.767570e+00,2.030407e-01
4517,26,-9.500000e+01,-1.781540e+01,1.699980e+00,6.343844e+00,1.628305e+00
4518,28,-8.400000e+01,-1.781422e+01,1.681009e+00,6.726384e+00,1.245884e+00
4519,35,-1.700000e+01,-1.780839e+01,1.623782e+00,7.924287e+00,4.856290e-02
4520,29,-7.800000e+01,-1.780130e+01,1.672013e+00,6.911275e+00,1.062284e+00
4521,33,-4.700000e+01,-1.779044e+01,1.638794e+00,7.605817e+00,3.688276e-01
4522,24,-1.050000e+02,-1.778632e+01,1.720296e+00,5.944884e+00,2.030173e+00
4523,10,-1.590000e+02,-1.777205e+01,1.909153e+00,2.728790e+00,5.247693e+00
4524,35,-1.800000e+01,-1.775138e+01,1.623945e+00,7.924287e+00,5.426460e-02
4525,13,-1.490000e+02,-1.772657e+01,1.859427e+00,3.478019e+00,4.503013e+00
4526,34,-3.600000e+01,-1.771564e+01,1.631396e+00,7.767570e+00,2.145549e-01
4527,27,-9.000000e+01,-1.771038e+01,1.690663e+00,6.537208e+00,1.445443e+00
4528,15,-1.420000e+02,-1.769434e+01,1.829920e+00,3.959593e+00,4.024662e+00
4529,35,-1.900000e+01,-1.769122e+01,1.624118e+00,7.924287e+00,6.028050e-02
4530,30,-7.200000e+01,-1.767432e+01,1.663655e+00,7.091781e+00,8.944762e-01
4531,32,-5.700000e+01,-1.766618e+01,1.647051e+00,7.439177e+00,5.478941e-01
4532,31,-6.500000e+01,-1.765298e+01,1.655263e+00,7.267788e+00,7.206028e-01
4533,23,-1.100000e+02,-1.764900e+01,1.731330e+00,5.739436e+00,2.249354e+00
4534,33,-4.800000e+01,-1.763554e+01,1.639249e+00,7.605817e+00,3.843177e-01
4535,19,-1.270000e+02,-1.762947e+01,1.777383e+00,4.879239e+00,3.111503e+00
4536,35,-2.000000e+01,-1.762792e+01,1.624300e+00,7.924287e+00,6.661010e-02
4537,20,-1.230000e+02,-1.761258e+01,1.765369e+00,5.099950e+00,2.892481e+00
4538,11,-1.560000e+02,-1.759841e+01,1.892248e+00,2.982104e+00,5.011744e+00
4539,34,-3.700000e+01,-1.759740e+01,1.631740e+00,7.767570e+00,2.263788e-01
4540,18,-1.310000e+02,-1.759477e+01,1.789977e+00,4.654818e+00,3.339394e+00
4541,35,-2.100000e+01,-1.756149e+01,1.624491e+00,7.924287e+00,7.325300e-02
4542,5,-1.750000e+02,-1.755319e+01,2.016763e+00,1.408831e+00,6.589539e+00
4543,21,-1.190000e+02,-1.754506e+01,1.753908e+00,5.316917e+00,2.682267e+00
4544,4,-1.780000e+02,-1.754282e+01,2.044409e+00,1.134173e+00,6.865234e+00
4545,29,-7.900000e+01,-1.753751e+01,1.672816e+00,6.911275e+00,1.088663e+00
4546,6,-1.720000e+02,-1.753406e+01,1.991947e+00,1.679934e+00,6.320348e+00
4547,28,-8.500000e+01,-1.752815e+01,1.681886e+00,6.726384e+00,1.274491e+00
4548,17,-1.350000e+02,-1.750755e+01,1.803186e+00,4.426720e+00,3.576214e+00
4549,3,-1.810000e+02,-1.750249e+01,2.075880e+00,8.559607e-01,7.147480e+00
4550,25,-1.010000e+02,-1.749381e+01,1.710935e+00,6.146377e+00,1.857931e+00
4551,35,-2.200000e+01,-1.749194e+01,1.624691e+00,7.924287e+00,8.020860e-02
4552,26,-9.600000e+01,-1.748749e+01,1.700997e+00,6.343844e+00,1.661096e+00
4553,7,-1.690000e+02,-1.748591e+01,1.969340e+00,1.947483e+00,6.057615e+00
4554,33,-4.900000e+01,-1.747759e+01,1.639713e+00,7.605817e+00,4.001130e-01
4555,32,-5.800000e+01,-1.747749e+01,1.647612e+00,7.439177e+00,5.667632e-01
4556,34,-3.800000e+01,-1.747607e+01,1.632093e+00,7.767570e+00,2.385116e-01
4557,14,-1.460000e+02,-1.746151e+01,1.845166e+00,3.720604e+00,4.286933e+00
4558,31,-6.600000e+01,-1.743641e+01,1.655912e+00,7.267788e+00,7.422598e-01
4559,30,-7.300000e+01,-1.743273e+01,1.664385e+00,7.091781e+00,9.186353e-01
4560,2,-1.840000e+02,-1.743175e+01,2.112964e+00,5.741937e-01,7.436320e+00
4561,22,-1.150000e+02,-1.742796e+01,1.742975e+00,5.530095e+00,2.480799e+00
4562,24,-1.060000e+02,-1.741927e+01,1.721446e+00,5.944884e+00,2.066878e+00
4563,35,-2.300000e+01,-1.741926e+01,1.624901e+00,7.924287e+00,8.747640e-02
4564,8,-1.660000e+02,-1.740922e+01,1.948521e+00,2.211477e+00,5.801290e+00
4565,27,-9.100000e+01,-1.740200e+01,1.691616e+00,6.537208e+00,1.476280e+00
4566,12,-1.530000e+02,-1.739851e+01,1.876308e+00,3.231849e+00,4.781989e+00
4567,16,-1.390000e+02,-1.736697e+01,1.817047e+00,4.194971e+00,3.822021e+00
4568,34,-3.900000e+01,-1.735166e+01,1.632456e+00,7.767570e+00,2.509524e-01
4569,35,-2.400000e+01,-1.734346e+01,1.625120e+00,7.924287e+00,9.505600e-02
4570,1,-1.870000e+02,-1.733020e+01,2.159569e+00,2.888725e-01,7.731797e+00
4571,33,-5.000000e+01,-1.731659e+01,1.640189e+00,7.605817e+00,4.162121e-01
4572,9,-1.630000e+02,-1.730454e+01,1.929192e+00,2.471913e+00,5.551322e+00
4573,32,-5.900000e+01,-1.728580e+01,1.648184e+00,7.439177e+00,5.859322e-01
4574,29,-8.000000e+01,-1.727083e+01,1.673631e+00,6.911275e+00,1.115330e+00
4575,35,-2.500000e+01,-1.726455e+01,1.625349e+00,7.924287e+00,1.029468e-01
4576,23,-1.110000e+02,-1.726239e+01,1.732548e+00,5.739436e+00,2.288015e+00
4577,28,-8.600000e+01,-1.723924e+01,1.682775e+00,6.726384e+00,1.303382e+00
4578,34,-4.000000e+01,-1.722418e+01,1.632830e+00,7.767570e+00,2.637004e-01
4579,31,-6.700000e+01,-1.721689e+01,1.656574e+00,7.267788e+00,7.642123e-01
4580,0,-1.900000e+02,-1.719740e+01,2.229136e+00,0.000000e+00,8.033949e+00
4581,30,-7.400000e+01,-1.718823e+01,1.665128e+00,7.091781e+00,9.430858e-01
4582,35,-2.600000e+01,-1.718254e+01,1.625587e+00,7.924287e+00,1.111482e-01
4583,13,-1.500000e+02,-1.717298e+01,1.861226e+00,3.478019e+00,4.558372e+00
4584,20,-1.240000e+02,-1.717261e+01,1.766769e+00,5.099950e+00,2.936478e+00
4585,19,-1.280000e+02,-1.717257e+01,1.778841e+00,4.879239e+00,3.157193e+00
4586,10,-1.600000e+02,-1.717239e+01,1.911132e+00,2.728790e+00,5.307660e+00
4587,15,-1.430000e+02,-1.717220e+01,1.831605e+00,3.959593e+00,4.076876e+00
4588,26,-9.700000e+01,-1.715682e+01,1.702027e+00,6.343844e+00,1.694162e+00
4589,33,-5.100000e+01,-1.715257e+01,1.640674e+00,7.605817e+00,4.326141e-01
4590,25,-1.020000e+02,-1.714361e+01,1.712031e+00,6.146377e+00,1.892951e+00
4591,21,-1.200000e+02,-1.712202e+01,1.755251e+00,5.316917e+00,2.724571e+00
4592,18,-1.320000e+02,-1.712095e+01,1.791494e+00,4.654818e+00,3.386776e+00
4593,35,-2.700000e+01,-1.709743e+01,1.625834e+00,7.924287e+00,1.196596e-01
4594,34,-4.100000e+01,-1.709364e+01,1.633213e+00,7.767570e+00,2.767546e-01
4595,32,-6.000000e+01,-1.709112e+01,1.648766e+00,7.439177e+00,6.053997e-01
4596,27,-9.200000e+01,-1.709083e+01,1.692581e+00,6.537208e+00,1.507397e+00
4597,24,-1.070000e+02,-1.704955e+01,1.722609e+00,5.944884e+00,2.103851e+00
4598,22,-1.160000e+02,-1.702183e+01,1.744262e+00,5.530095e+00,2.521412e+00
4599,17,-1.360000e+02,-1.701682e+01,1.804762e+00,4.426720e+00,3.625287e+00
4600,11,-1.570000e+02,-1.701337e+01,1.894171e+00,2.982104e+00,5.070248e+00
4601,35,-2.800000e+01,-1.700922e+01,1.626091e+00,7.924287e+00,1.284803e-01
4602,29,-8.100000e+01,-1.700130e+01,1.674458e+00,6.911275e+00,1.142284e+00
4603,31,-6.800000e+01,-1.699442e+01,1.657246e+00,7.267788e+00,7.864586e-01
4604,33,-5.200000e+01,-1.698554e+01,1.641171e+00,7.605817e+00,4.493176e-01
4605,34,-4.200000e+01,-1.696005e+01,1.633606e+00,7.767570e+00,2.901140e-01
4606,28,-8.700000e+01,-1.694751e+01,1.683677e+00,6.726384e+00,1.332555e+00
4607,30,-7.500000e+01,-1.694083e+01,1.665883e+00,7.091781e+00,9.678259e-01
4608,14,-1.470000e+02,-1.692249e+01,1.846916e+00,3.720604e+00,4.340836e+00
4609,35,-2.900000e+01,-1.691792e+01,1.626357e+00,7.924287e+00,1.376098e-01
4610,32,-6.100000e+01,-1.689348e+01,1.649360e+00,7.439177e+00,6.251642e-01
4611,5,-1.760000e+02,-1.687799e+01,2.019095e+00,1.408831e+00,6.657059e+00
4612,6,-1.730000e+02,-1.687357e+01,1.994203e+00,1.679934e+00,6.386397e+00
4613,23,-1.120000e+02,-1.687315e+01,1.733780e+00,5.739436e+00,2.326938e+00
4614,16,-1.400000e+02,-1.685934e+01,1.818685e+00,4.194971e+00,3.872783e+00
4615,4,-1.790000e+02,-1.685288e+01,2.046823e+00,1.134173e+00,6.934228e+00
4616,7,-1.700000e+02,-1.684011e+01,1.971525e+00,1.947483e+00,6.122195e+00
4617,12,-1.540000e+02,-1.682807e+01,1.878177e+00,3.231849e+00,4.839034e+00
4618,35,-3.000000e+01,-1.682355e+01,1.626633e+00,7.924287e+00,1.470474e-01
4619,26,-9.800000e+01,-1.682342e+01,1.703071e+00,6.343844e+00,1.727503e+00
4620,34,-4.300000e+01,-1.682341e+01,1.634010e+00,7.767570e+00,3.037776e-01
4621,33,-5.300000e+01,-1.681550e+01,1.641677e+00,7.605817e+00,4.663214e-01
4622,3,-1.820000e+02,-1.679780e+01,2.078386e+00,8.559607e-01,7.217949e+00
4623,25,-1.030000e+02,-1.679072e+01,1.713141e+00,6.146377e+00,1.928240e+00
4624,36,-0.000000e+00,-1.677880e+01,1.619648e+00,8.075809e+00,0.000000e+00
4625,8,-1.670000e+02,-1.677809e+01,1.950640e+00,2.211477e+00,5.864403e+00
4626,27,-9.300000e+01,-1.677689e+01,1.693560e+00,6.537208e+00,1.538791e+00
4627,36,-1.000000e+00,-1.677569e+01,1.619657e+00,8.075809e+00,3.111000e-04
4628,36,-2.000000e+00,-1.676947e+01,1.619675e+00,8.075809e+00,9.334000e-04
4629,31,-6.900000e+01,-1.676904e+01,1.657930e+00,7.267788e+00,8.089971e-01
4630,36,-3.000000e+00,-1.676013e+01,1.619702e+00,8.075809e+00,1.866800e-03
4631,36,-4.000000e+00,-1.674769e+01,1.619738e+00,8.075809e+00,3.111200e-03
4632,36,-5.000000e+00,-1.673214e+01,1.619783e+00,8.075809e+00,4.666500e-03
4633,20,-1.250000e+02,-1.673013e+01,1.768185e+00,5.099950e+00,2.980726e+00
4634,29,-8.200000e+01,-1.672893e+01,1.675297e+00,6.911275e+00,1.169521e+00
4635,35,-3.100000e+01,-1.672610e+01,1.626918e+00,7.924287e+00,1.567923e-01
4636,36,-6.000000e+00,-1.671348e+01,1.619838e+00,8.075809e+00,6.532600e-03
4637,19,-1.290000e+02,-1.671320e+01,1.780314e+00,4.879239e+00,3.203130e+00
4638,2,-1.850000e+02,-1.671230e+01,2.115575e+00,5.741937e-01,7.508266e+00
4639,21,-1.210000e+02,-1.669643e+01,1.756610e+00,5.316917e+00,2.767130e+00
4640,32,-6.200000e+01,-1.669288e+01,1.649965e+00,7.439177e+00,6.452242e-01
4641,36,-7.000000e+00,-1.669171e+01,1.619901e+00,8.075809e+00,8.709400e-03
4642,30,-7.600000e+01,-1.669055e+01,1.666649e+00,7.091781e+00,9.928538e-01
4643,9,-1.640000e+02,-1.668805e+01,1.931249e+00,2.471913e+00,5.612971e+00
4644,34,-4.400000e+01,-1.668374e+01,1.634423e+00,7.767570e+00,3.177445e-01
4645,24,-1.080000e+02,-1.667717e+01,1.723787e+00,5.944884e+00,2.141089e+00
4646,36,-8.000000e+00,-1.666684e+01,1.619973e+00,8.075809e+00,1.119660e-02
4647,28,-8.800000e+01,-1.665298e+01,1.684591e+00,6.726384e+00,1.362007e+00
4648,15,-1.440000e+02,-1.664771e+01,1.833307e+00,3.959593e+00,4.129325e+00
4649,18,-1.330000e+02,-1.664469e+01,1.793026e+00,4.654818e+00,3.434402e+00
4650,33,-5.400000e+01,-1.664247e+01,1.642195e+00,7.605817e+00,4.836243e-01
4651,36,-9.000000e+00,-1.663886e+01,1.620054e+00,8.075809e+00,1.399430e-02
4652,35,-3.200000e+01,-1.662558e+01,1.627213e+00,7.924287e+00,1.668438e-01
4653,13,-1.510000e+02,-1.661711e+01,1.863043e+00,3.478019e+00,4.613959e+00
4654,22,-1.170000e+02,-1.661312e+01,1.745564e+00,5.530095e+00,2.562282e+00
4655,36,-1.000000e+01,-1.660778e+01,1.620145e+00,8.075809e+00,1.710200e-02
4656,1,-1.880000e+02,-1.659596e+01,2.162307e+00,2.888725e-01,7.805221e+00
4657,36,-1.100000e+01,-1.657361e+01,1.620244e+00,8.075809e+00,2.051960e-02
4658,10,-1.610000e+02,-1.657053e+01,1.913129e+00,2.728790e+00,5.367846e+00
4659,34,-4.500000e+01,-1.654105e+01,1.634847e+00,7.767570e+00,3.320136e-01
4660,31,-7.000000e+01,-1.654075e+01,1.658626e+00,7.267788e+00,8.318263e-01
4661,36,-1.200000e+01,-1.653633e+01,1.620352e+00,8.075809e+00,2.424680e-02
4662,17,-1.370000e+02,-1.652369e+01,1.806355e+00,4.426720e+00,3.674600e+00
4663,35,-3.300000e+01,-1.652201e+01,1.627518e+00,7.924287e+00,1.772012e-01
4664,36,-1.300000e+01,-1.649597e+01,1.620470e+00,8.075809e+00,2.828340e-02
4665,32,-6.300000e+01,-1.648934e+01,1.650580e+00,7.439177e+00,6.655783e-01
4666,26,-9.900000e+01,-1.648731e+01,1.704128e+00,6.343844e+00,1.761114e+00
4667,23,-1.130000e+02,-1.648131e+01,1.735027e+00,5.739436e+00,2.366122e+00
4668,33,-5.500000e+01,-1.646647e+01,1.642723e+00,7.605817e+00,5.012250e-01
4669,27,-9.400000e+01,-1.646021e+01,1.694551e+00,6.537208e+00,1.570460e+00
4670,29,-8.300000e+01,-1.645373e+01,1.676149e+00,6.911275e+00,1.197041e+00
4671,36,-1.400000e+01,-1.645251e+01,1.620597e+00,8.075809e+00,3.262900e-02
4672,0,-1.910000e+02,-1.644836e+01,2.232054e+00,0.000000e+00,8.108853e+00
4673,30,-7.700000e+01,-1.643741e+01,1.667428e+00,7.091781e+00,1.018168e+00
4674,25,-1.040000e+02,-1.643516e+01,1.714265e+00,6.146377e+00,1.963796e+00
4675,11,-1.580000e+02,-1.642611e+01,1.896112e+00,2.982104e+00,5.128974e+00
4676,35,-3.400000e+01,-1.641538e+01,1.627832e+00,7.924287e+00,1.878637e-01
4677,36,-1.500000e+01,-1.640597e+01,1.620732e+00,8.075809e+00,3.728330e-02
4678,34,-4.600000e+01,-1.639535e+01,1.635281e+00,7.767570e+00,3.465838e-01
4679,14,-1.480000e+02,-1.638116e+01,1.848683e+00,3.720604e+00,4.394969e+00
4680,36,-1.600000e+01,-1.635634e+01,1.620877e+00,8.075809e+00,4.224590e-02
4681,28,-8.900000e+01,-1.635568e+01,1.685518e+00,6.726384e+00,1.391738e+00
4682,16,-1.410000e+02,-1.634936e+01,1.820339e+00,4.194971e+00,3.923782e+00
4683,31,-7.100000e+01,-1.630957e+01,1.659334e+00,7.267788e+00,8.549443e-01
4684,35,-3.500000e+01,-1.630572e+01,1.628156e+00,7.924287e+00,1.988305e-01
4685,36,-1.700000e+01,-1.630364e+01,1.621032e+00,8.075809e+00,4.751660e-02
4686,24,-1.090000e+02,-1.630216e+01,1.724979e+00,5.944884e+00,2.178589e+00
4687,33,-5.600000e+01,-1.628749e+01,1.643262e+00,7.605817e+00,5.191221e-01
4688,20,-1.260000e+02,-1.628516e+01,1.769615e+00,5.099950e+00,3.025223e+00
4689,32,-6.400000e+01,-1.628287e+01,1.651208e+00,7.439177e+00,6.862249e-01
4690,21,-1.220000e+02,-1.626832e+01,1.757983e+00,5.316917e+00,2.809940e+00
4691,12,-1.550000e+02,-1.625538e+01,1.880064e+00,3.231849e+00,4.896302e+00
4692,19,-1.300000e+02,-1.625137e+01,1.781802e+00,4.879239e+00,3.249313e+00
4693,36,-1.800000e+01,-1.624785e+01,1.621195e+00,8.075809e+00,5.309480e-02
4694,34,-4.700000e+01,-1.624665e+01,1.635725e+00,7.767570e+00,3.614540e-01
4695,6,-1.740000e+02,-1.621101e+01,1.996480e+00,1.679934e+00,6.452654e+00
4696,22,-1.180000e+02,-1.620187e+01,1.746881e+00,5.530095e+00,2.603407e+00
4697,5,-1.770000e+02,-1.620074e+01,2.021448e+00,1.408831e+00,6.724784e+00
4698,35,-3.600000e+01,-1.619301e+01,1.628490e+00,7.924287e+00,2.101008e-01
4699,7,-1.710000e+02,-1.619221e+01,1.973731e+00,1.947483e+00,6.186985e+00
4700,36,-1.900000e+01,-1.618900e+01,1.621368e+00,8.075809e+00,5.898020e-02
4701,30,-7.800000e+01,-1.618143e+01,1.668219e+00,7.091781e+00,1.043765e+00
4702,29,-8.400000e+01,-1.617573e+01,1.677014e+00,6.911275e+00,1.224841e+00
4703,18,-1.340000e+02,-1.616601e+01,1.794574e+00,4.654818e+00,3.482270e+00
4704,4,-1.800000e+02,-1.616093e+01,2.049260e+00,1.134173e+00,7.003423e+00
4705,26,-1.000000e+02,-1.614851e+01,1.705199e+00,6.343844e+00,1.794994e+00
4706,8,-1.680000e+02,-1.614484e+01,1.952779e+00,2.211477e+00,5.927728e+00
4707,27,-9.500000e+01,-1.614080e+01,1.695556e+00,6.537208e+00,1.602401e+00
4708,36,-2.000000e+01,-1.612708e+01,1.621550e+00,8.075809e+00,6.517230e-02
4709,15,-1.450000e+02,-1.612090e+01,1.835025e+00,3.959593e+00,4.182006e+00
4710,33,-5.700000e+01,-1.610557e+01,1.643812e+00,7.605817e+00,5.373144e-01
4711,34,-4.800000e+01,-1.609496e+01,1.636179e+00,7.767570e+00,3.766231e-01
4712,3,-1.830000e+02,-1.609113e+01,2.080916e+00,8.559607e-01,7.288616e+00
4713,23,-1.140000e+02,-1.608690e+01,1.736288e+00,5.739436e+00,2.405564e+00
4714,35,-3.700000e+01,-1.607729e+01,1.628833e+00,7.924287e+00,2.216736e-01
4715,25,-1.050000e+02,-1.607695e+01,1.715403e+00,6.146377e+00,1.999617e+00
4716,31,-7.200000e+01,-1.607552e+01,1.660053e+00,7.267788e+00,8.783494e-01
4717,32,-6.500000e+01,-1.607350e+01,1.651846e+00,7.439177e+00,7.071625e-01
4718,9,-1.650000e+02,-1.606942e+01,1.933324e+00,2.471913e+00,5.674834e+00
4719,36,-2.100000e+01,-1.606210e+01,1.621741e+00,8.075809e+00,7.167070e-02
4720,13,-1.520000e+02,-1.605898e+01,1.864877e+00,3.478019e+00,4.669772e+00
4721,28,-9.000000e+01,-1.605562e+01,1.686459e+00,6.726384e+00,1.421744e+00
4722,17,-1.380000e+02,-1.602818e+01,1.807964e+00,4.426720e+00,3.724151e+00
4723,36,-2.200000e+01,-1.599406e+01,1.621941e+00,8.075809e+00,7.847470e-02
4724,2,-1.860000e+02,-1.599089e+01,2.118211e+00,5.741937e-01,7.580406e+00
4725,10,-1.620000e+02,-1.596651e+01,1.915145e+00,2.728790e+00,5.428248e+00
4726,35,-3.800000e+01,-1.595854e+01,1.629187e+00,7.924287e+00,2.335482e-01
4727,34,-4.900000e+01,-1.594029e+01,1.636644e+00,7.767570e+00,3.920900e-01
4728,24,-1.100000e+02,-1.592456e+01,1.726185e+00,5.944884e+00,2.216349e+00
4729,36,-2.300000e+01,-1.592296e+01,1.622151e+00,8.075809e+00,8.558400e-02
4730,30,-7.900000e+01,-1.592263e+01,1.669022e+00,7.091781e+00,1.069645e+00
4731,33,-5.800000e+01,-1.592071e+01,1.644373e+00,7.605817e+00,5.558003e-01
4732,29,-8.500000e+01,-1.589495e+01,1.677891e+00,6.911275e+00,1.252919e+00
4733,32,-6.600000e+01,-1.586122e+01,1.652496e+00,7.439177e+00,7.283896e-01
4734,1,-1.890000e+02,-1.585980e+01,2.165072e+00,2.888725e-01,7.878837e+00
4735,36,-2.400000e+01,-1.584882e+01,1.622370e+00,8.075809e+00,9.299800e-02
4736,31,-7.300000e+01,-1.583861e+01,1.660784e+00,7.267788e+00,9.020399e-01
4737,20,-1.270000e+02,-1.583774e+01,1.771060e+00,5.099950e+00,3.069965e+00
4738,21,-1.230000e+02,-1.583772e+01,1.759370e+00,5.316917e+00,2.853000e+00
4739,14,-1.490000e+02,-1.583756e+01,1.850467e+00,3.720604e+00,4.449329e+00
4740,16,-1.420000e+02,-1.583704e+01,1.822010e+00,4.194971e+00,3.975014e+00
4741,35,-3.900000e+01,-1.583679e+01,1.629550e+00,7.924287e+00,2.457236e-01
4742,11,-1.590000e+02,-1.583666e+01,1.898071e+00,2.982104e+00,5.187919e+00
4743,27,-9.600000e+01,-1.581869e+01,1.696575e+00,6.537208e+00,1.634612e+00
4744,26,-1.010000e+02,-1.580704e+01,1.706283e+00,6.343844e+00,1.829140e+00
4745,22,-1.190000e+02,-1.578810e+01,1.748212e+00,5.530095e+00,2.644785e+00
4746,19,-1.310000e+02,-1.578712e+01,1.783306e+00,4.879239e+00,3.295738e+00
4747,34,-5.000000e+01,-1.578265e+01,1.637119e+00,7.767570e+00,4.078533e-01
4748,36,-2.500000e+01,-1.577164e+01,1.622598e+00,8.075809e+00,1.007160e-01
4749,28,-9.100000e+01,-1.575283e+01,1.687412e+00,6.726384e+00,1.452023e+00
4750,33,-5.900000e+01,-1.573293e+01,1.644944e+00,7.605817e+00,5.745786e-01
4751,25,-1.060000e+02,-1.571613e+01,1.716554e+00,6.146377e+00,2.035700e+00
4752,35,-4.000000e+01,-1.571203e+01,1.629924e+00,7.924287e+00,2.581988e-01
4753,0,-1.920000e+02,-1.569744e+01,2.234999e+00,0.000000e+00,8.183945e+00
4754,36,-2.600000e+01,-1.569143e+01,1.622836e+00,8.075809e+00,1.087376e-01
4755,23,-1.150000e+02,-1.568993e+01,1.737563e+00,5.739436e+00,2.445260e+00
4756,18,-1.350000e+02,-1.568495e+01,1.796138e+00,4.654818e+00,3.530376e+00
4757,12,-1.560000e+02,-1.568049e+01,1.881968e+00,3.231849e+00,4.953791e+00
4758,30,-8.000000e+01,-1.566103e+01,1.669837e+00,7.091781e+00,1.095806e+00
4759,32,-6.700000e+01,-1.564608e+01,1.653157e+00,7.439177e+00,7.499044e-01
4760,34,-5.100000e+01,-1.562207e+01,1.637605e+00,7.767570e+00,4.239120e-01
4761,29,-8.600000e+01,-1.561141e+01,1.678781e+00,6.911275e+00,1.281273e+00
4762,36,-2.700000e+01,-1.560818e+01,1.623084e+00,8.075809e+00,1.170620e-01
4763,31,-7.400000e+01,-1.559887e+01,1.661527e+00,7.267788e+00,9.260140e-01
4764,15,-1.460000e+02,-1.559180e+01,1.836760e+00,3.959593e+00,4.234916e+00
4765,35,-4.100000e+01,-1.558429e+01,1.630307e+00,7.924287e+00,2.709729e-01
4766,6,-1.750000e+02,-1.554642e+01,1.998778e+00,1.679934e+00,6.519113e+00
4767,24,-1.110000e+02,-1.554439e+01,1.727405e+00,5.944884e+00,2.254367e+00
4768,7,-1.720000e+02,-1.554226e+01,1.975957e+00,1.947483e+00,6.251980e+00
