id,v,Longitude,Latitude,rIn,EeVVib,EeVRot
886,9,-4.800000e+01,-6.751940e+01,1.791008e+00,2.471913e+00,5.298361e-01
887,11,-9.000000e+00,-6.751571e+01,1.757147e+00,2.982104e+00,2.001450e-02
888,11,-1.000000e+01,-6.747125e+01,1.757248e+00,2.982104e+00,2.446060e-02
889,0,-1.120000e+02,-6.744682e+01,2.068232e+00,0.000000e+00,3.009007e+00
890,10,-3.500000e+01,-6.742905e+01,1.773801e+00,2.728790e+00,2.819943e-01
891,11,-1.100000e+01,-6.742235e+01,1.757359e+00,2.982104e+00,2.935050e-02
892,8,-5.900000e+01,-6.739857e+01,1.809805e+00,2.211477e+00,8.023554e-01
893,11,-1.200000e+01,-6.736901e+01,1.757480e+00,2.982104e+00,3.468420e-02
894,7,-6.800000e+01,-6.736180e+01,1.829696e+00,1.947483e+00,1.070026e+00
895,5,-8.300000e+01,-6.735408e+01,1.874328e+00,1.408831e+00,1.609451e+00
896,1,-1.070000e+02,-6.733532e+01,2.005647e+00,2.888725e-01,2.731285e+00
897,11,-1.300000e+01,-6.731124e+01,1.757611e+00,2.982104e+00,4.046140e-02
898,6,-7.600000e+01,-6.731082e+01,1.851168e+00,1.679934e+00,1.342672e+00
899,9,-4.900000e+01,-6.730036e+01,1.791516e+00,2.471913e+00,5.517397e-01
900,10,-3.600000e+01,-6.726860e+01,1.774169e+00,2.728790e+00,2.980392e-01
901,11,-1.400000e+01,-6.724903e+01,1.757753e+00,2.982104e+00,4.668200e-02
902,3,-9.600000e+01,-6.722710e+01,1.929446e+00,8.559607e-01,2.175019e+00
903,11,-1.500000e+01,-6.718240e+01,1.757904e+00,2.982104e+00,5.334580e-02
904,4,-9.000000e+01,-6.717993e+01,1.900482e+00,1.134173e+00,1.901523e+00
905,8,-6.000000e+01,-6.712974e+01,1.810435e+00,2.211477e+00,8.292381e-01
906,2,-1.020000e+02,-6.711503e+01,1.963755e+00,5.741937e-01,2.467992e+00
907,11,-1.600000e+01,-6.711133e+01,1.758066e+00,2.982104e+00,6.045230e-02
908,10,-3.700000e+01,-6.710377e+01,1.774548e+00,2.728790e+00,3.145220e-01
909,9,-5.000000e+01,-6.707700e+01,1.792034e+00,2.471913e+00,5.740759e-01
910,7,-6.900000e+01,-6.705187e+01,1.830430e+00,1.947483e+00,1.101019e+00
911,11,-1.700000e+01,-6.703584e+01,1.758237e+00,2.982104e+00,6.800130e-02
912,5,-8.400000e+01,-6.697481e+01,1.875247e+00,1.408831e+00,1.647378e+00
913,6,-7.700000e+01,-6.696410e+01,1.851999e+00,1.679934e+00,1.377345e+00
914,11,-1.800000e+01,-6.695593e+01,1.758419e+00,2.982104e+00,7.599240e-02
915,10,-3.800000e+01,-6.693457e+01,1.774937e+00,2.728790e+00,3.314418e-01
916,0,-1.130000e+02,-6.692986e+01,2.069625e+00,0.000000e+00,3.060703e+00
917,11,-1.900000e+01,-6.687160e+01,1.758611e+00,2.982104e+00,8.442550e-02
918,8,-6.100000e+01,-6.685665e+01,1.811076e+00,2.211477e+00,8.565474e-01
919,9,-5.100000e+01,-6.684932e+01,1.792564e+00,2.471913e+00,5.968439e-01
920,1,-1.080000e+02,-6.684264e+01,2.006927e+00,2.888725e-01,2.780552e+00
921,3,-9.700000e+01,-6.678701e+01,1.930544e+00,8.559607e-01,2.219027e+00
922,11,-2.000000e+01,-6.678285e+01,1.758814e+00,2.982104e+00,9.330020e-02
923,4,-9.100000e+01,-6.676818e+01,1.901493e+00,1.134173e+00,1.942697e+00
924,10,-3.900000e+01,-6.676101e+01,1.775337e+00,2.728790e+00,3.487983e-01
925,7,-7.000000e+01,-6.673772e+01,1.831176e+00,1.947483e+00,1.132434e+00
926,11,-2.100000e+01,-6.668969e+01,1.759026e+00,2.982104e+00,1.026163e-01
927,2,-1.030000e+02,-6.664666e+01,1.964945e+00,5.741937e-01,2.514829e+00
928,9,-5.200000e+01,-6.661733e+01,1.793104e+00,2.471913e+00,6.200432e-01
929,6,-7.800000e+01,-6.661322e+01,1.852841e+00,1.679934e+00,1.412432e+00
930,11,-2.200000e+01,-6.659212e+01,1.759248e+00,2.982104e+00,1.123732e-01
931,5,-8.500000e+01,-6.659143e+01,1.876178e+00,1.408831e+00,1.685715e+00
932,10,-4.000000e+01,-6.658308e+01,1.775747e+00,2.728790e+00,3.665907e-01
933,8,-6.200000e+01,-6.657930e+01,1.811728e+00,2.211477e+00,8.842826e-01
934,11,-2.300000e+01,-6.649015e+01,1.759481e+00,2.982104e+00,1.225707e-01
935,7,-7.100000e+01,-6.641938e+01,1.831932e+00,1.947483e+00,1.164268e+00
936,0,-1.140000e+02,-6.640903e+01,2.071033e+00,0.000000e+00,3.112786e+00
937,10,-4.100000e+01,-6.640080e+01,1.776167e+00,2.728790e+00,3.848185e-01
938,11,-2.400000e+01,-6.638377e+01,1.759724e+00,2.982104e+00,1.332082e-01
939,9,-5.300000e+01,-6.638104e+01,1.793654e+00,2.471913e+00,6.436723e-01
940,4,-9.200000e+01,-6.635239e+01,1.902518e+00,1.134173e+00,1.984276e+00
941,1,-1.090000e+02,-6.634607e+01,2.008222e+00,2.888725e-01,2.830210e+00
942,3,-9.800000e+01,-6.634293e+01,1.931654e+00,8.559607e-01,2.263435e+00
943,8,-6.300000e+01,-6.629770e+01,1.812391e+00,2.211477e+00,9.124426e-01
944,11,-2.500000e+01,-6.627300e+01,1.759977e+00,2.982104e+00,1.442854e-01
945,6,-7.900000e+01,-6.625820e+01,1.853694e+00,1.679934e+00,1.447935e+00
946,10,-4.200000e+01,-6.621418e+01,1.776598e+00,2.728790e+00,4.034806e-01
947,5,-8.600000e+01,-6.620396e+01,1.877120e+00,1.408831e+00,1.724462e+00
948,2,-1.040000e+02,-6.617434e+01,1.966149e+00,5.741937e-01,2.562061e+00
949,11,-2.600000e+01,-6.615783e+01,1.760241e+00,2.982104e+00,1.558021e-01
950,9,-5.400000e+01,-6.614045e+01,1.794216e+00,2.471913e+00,6.677307e-01
951,7,-7.200000e+01,-6.609684e+01,1.832701e+00,1.947483e+00,1.196522e+00
952,11,-2.700000e+01,-6.603828e+01,1.760514e+00,2.982104e+00,1.677574e-01
953,10,-4.300000e+01,-6.602322e+01,1.777040e+00,2.728790e+00,4.225768e-01
954,8,-6.400000e+01,-6.601186e+01,1.813066e+00,2.211477e+00,9.410262e-01
955,4,-9.300000e+01,-6.593257e+01,1.903554e+00,1.134173e+00,2.026259e+00
956,11,-2.800000e+01,-6.591435e+01,1.760798e+00,2.982104e+00,1.801508e-01
957,6,-8.000000e+01,-6.589905e+01,1.854560e+00,1.679934e+00,1.483850e+00
958,9,-5.500000e+01,-6.589559e+01,1.794788e+00,2.471913e+00,6.922174e-01
959,3,-9.900000e+01,-6.589486e+01,1.932777e+00,8.559607e-01,2.308242e+00
960,0,-1.150000e+02,-6.588436e+01,2.072455e+00,0.000000e+00,3.165253e+00
961,1,-1.100000e+02,-6.584561e+01,2.009530e+00,2.888725e-01,2.880256e+00
962,10,-4.400000e+01,-6.582793e+01,1.777492e+00,2.728790e+00,4.421058e-01
963,5,-8.700000e+01,-6.581241e+01,1.878075e+00,1.408831e+00,1.763617e+00
964,11,-2.900000e+01,-6.578603e+01,1.761092e+00,2.982104e+00,1.929823e-01
965,7,-7.300000e+01,-6.577013e+01,1.833480e+00,1.947483e+00,1.229193e+00
966,8,-6.500000e+01,-6.572180e+01,1.813751e+00,2.211477e+00,9.700322e-01
967,2,-1.050000e+02,-6.569810e+01,1.967366e+00,5.741937e-01,2.609685e+00
968,11,-3.000000e+01,-6.565334e+01,1.761397e+00,2.982104e+00,2.062512e-01
969,9,-5.600000e+01,-6.564645e+01,1.795371e+00,2.471913e+00,7.171313e-01
970,10,-4.500000e+01,-6.562832e+01,1.777955e+00,2.728790e+00,4.620670e-01
971,6,-8.100000e+01,-6.553578e+01,1.855437e+00,1.679934e+00,1.520177e+00
972,11,-3.100000e+01,-6.551628e+01,1.761712e+00,2.982104e+00,2.199570e-01
973,4,-9.400000e+01,-6.550873e+01,1.904603e+00,1.134173e+00,2.068643e+00
974,3,-1.000000e+02,-6.544283e+01,1.933913e+00,8.559607e-01,2.353445e+00
975,7,-7.400000e+01,-6.543925e+01,1.834271e+00,1.947483e+00,1.262280e+00
976,8,-6.600000e+01,-6.542753e+01,1.814448e+00,2.211477e+00,9.994597e-01
977,10,-4.600000e+01,-6.542439e+01,1.778428e+00,2.728790e+00,4.824600e-01
978,5,-8.800000e+01,-6.541680e+01,1.879042e+00,1.408831e+00,1.803178e+00
979,9,-5.700000e+01,-6.539304e+01,1.795966e+00,2.471913e+00,7.424716e-01
980,11,-3.200000e+01,-6.537486e+01,1.762037e+00,2.982104e+00,2.340990e-01
981,0,-1.160000e+02,-6.535588e+01,2.073893e+00,0.000000e+00,3.218101e+00
982,1,-1.110000e+02,-6.534128e+01,2.010852e+00,2.888725e-01,2.930689e+00
983,11,-3.300000e+01,-6.522909e+01,1.762372e+00,2.982104e+00,2.486767e-01
984,12,-0.000000e+00,-6.521840e+01,1.746738e+00,3.231849e+00,0.000000e+00
985,2,-1.060000e+02,-6.521795e+01,1.968597e+00,5.741937e-01,2.657700e+00
986,10,-4.700000e+01,-6.521615e+01,1.778912e+00,2.728790e+00,5.032835e-01
987,12,-1.000000e+00,-6.521400e+01,1.746748e+00,3.231849e+00,4.403000e-04
988,12,-2.000000e+00,-6.520519e+01,1.746768e+00,3.231849e+00,1.321100e-03
989,12,-3.000000e+00,-6.519198e+01,1.746798e+00,3.231849e+00,2.641900e-03
990,12,-4.000000e+00,-6.517437e+01,1.746838e+00,3.231849e+00,4.403100e-03
991,6,-8.200000e+01,-6.516840e+01,1.856326e+00,1.679934e+00,1.556914e+00
992,12,-5.000000e+00,-6.515236e+01,1.746888e+00,3.231849e+00,6.604200e-03
993,9,-5.800000e+01,-6.513539e+01,1.796570e+00,2.471913e+00,7.682373e-01
994,8,-6.700000e+01,-6.512905e+01,1.815155e+00,2.211477e+00,1.029307e+00
995,12,-6.000000e+00,-6.512594e+01,1.746948e+00,3.231849e+00,9.245600e-03
996,7,-7.500000e+01,-6.510423e+01,1.835073e+00,1.947483e+00,1.295783e+00
997,12,-7.000000e+00,-6.509513e+01,1.747018e+00,3.231849e+00,1.232700e-02
998,4,-9.500000e+01,-6.508089e+01,1.905664e+00,1.134173e+00,2.111427e+00
999,11,-3.400000e+01,-6.507896e+01,1.762718e+00,2.982104e+00,2.636895e-01
1000,12,-8.000000e+00,-6.505992e+01,1.747099e+00,3.231849e+00,1.584790e-02
1001,12,-9.000000e+00,-6.502031e+01,1.747189e+00,3.231849e+00,1.980880e-02
1002,5,-8.900000e+01,-6.501715e+01,1.880021e+00,1.408831e+00,1.843143e+00
1003,10,-4.800000e+01,-6.500362e+01,1.779407e+00,2.728790e+00,5.245370e-01
1004,3,-1.010000e+02,-6.498685e+01,1.935062e+00,8.559607e-01,2.399043e+00
1005,12,-1.000000e+01,-6.497631e+01,1.747289e+00,3.231849e+00,2.420910e-02
1006,12,-1.100000e+01,-6.492791e+01,1.747399e+00,3.231849e+00,2.904900e-02
1007,11,-3.500000e+01,-6.492448e+01,1.763074e+00,2.982104e+00,2.791371e-01
1008,12,-1.200000e+01,-6.487512e+01,1.747520e+00,3.231849e+00,3.432800e-02
1009,9,-5.900000e+01,-6.487349e+01,1.797186e+00,2.471913e+00,7.944274e-01
1010,1,-1.120000e+02,-6.483310e+01,2.012189e+00,2.888725e-01,2.981506e+00
1011,8,-6.800000e+01,-6.482638e+01,1.815874e+00,2.211477e+00,1.059574e+00
1012,0,-1.170000e+02,-6.482360e+01,2.075345e+00,0.000000e+00,3.271329e+00
1013,12,-1.300000e+01,-6.481794e+01,1.747650e+00,3.231849e+00,4.004560e-02
1014,6,-8.300000e+01,-6.479694e+01,1.857226e+00,1.679934e+00,1.594061e+00
1015,10,-4.900000e+01,-6.478680e+01,1.779912e+00,2.728790e+00,5.462193e-01
1016,11,-3.600000e+01,-6.476567e+01,1.763440e+00,2.982104e+00,2.950185e-01
1017,7,-7.600000e+01,-6.476506e+01,1.835887e+00,1.947483e+00,1.329700e+00
1018,12,-1.400000e+01,-6.475638e+01,1.747791e+00,3.231849e+00,4.620220e-02
1019,2,-1.070000e+02,-6.473390e+01,1.969841e+00,5.741937e-01,2.706105e+00
1020,12,-1.500000e+01,-6.469043e+01,1.747942e+00,3.231849e+00,5.279740e-02
1021,4,-9.600000e+01,-6.464907e+01,1.906738e+00,1.134173e+00,2.154609e+00
1022,12,-1.600000e+01,-6.462009e+01,1.748102e+00,3.231849e+00,5.983070e-02
1023,5,-9.000000e+01,-6.461346e+01,1.881012e+00,1.408831e+00,1.883512e+00
1024,9,-6.000000e+01,-6.460735e+01,1.797813e+00,2.471913e+00,8.210407e-01
1025,11,-3.700000e+01,-6.460252e+01,1.763817e+00,2.982104e+00,3.113334e-01
1026,10,-5.000000e+01,-6.456569e+01,1.780428e+00,2.728790e+00,5.683302e-01
1027,12,-1.700000e+01,-6.454538e+01,1.748273e+00,3.231849e+00,6.730220e-02
1028,3,-1.020000e+02,-6.452694e+01,1.936224e+00,8.559607e-01,2.445034e+00
1029,8,-6.900000e+01,-6.451953e+01,1.816604e+00,2.211477e+00,1.090259e+00
1030,12,-1.800000e+01,-6.446629e+01,1.748454e+00,3.231849e+00,7.521120e-02
1031,11,-3.800000e+01,-6.443504e+01,1.764204e+00,2.982104e+00,3.280809e-01
1032,7,-7.700000e+01,-6.442177e+01,1.836712e+00,1.947483e+00,1.364028e+00
1033,6,-8.400000e+01,-6.442140e+01,1.858139e+00,1.679934e+00,1.631614e+00
1034,12,-1.900000e+01,-6.438283e+01,1.748645e+00,3.231849e+00,8.355740e-02
1035,10,-5.100000e+01,-6.434031e+01,1.780954e+00,2.728790e+00,5.908680e-01
1036,9,-6.100000e+01,-6.433700e+01,1.798451e+00,2.471913e+00,8.480763e-01
1037,1,-1.130000e+02,-6.432110e+01,2.013539e+00,2.888725e-01,3.032706e+00
1038,12,-2.000000e+01,-6.429499e+01,1.748846e+00,3.231849e+00,9.234100e-02
1039,0,-1.180000e+02,-6.428753e+01,2.076812e+00,0.000000e+00,3.324936e+00
1040,11,-3.900000e+01,-6.426325e+01,1.764602e+00,2.982104e+00,3.452605e-01
1041,2,-1.080000e+02,-6.424599e+01,1.971098e+00,5.741937e-01,2.754897e+00
1042,4,-9.700000e+01,-6.421327e+01,1.907825e+00,1.134173e+00,2.198189e+00
1043,8,-7.000000e+01,-6.420852e+01,1.817346e+00,2.211477e+00,1.121360e+00
1044,5,-9.100000e+01,-6.420575e+01,1.882016e+00,1.408831e+00,1.924284e+00
1045,12,-2.100000e+01,-6.420279e+01,1.749057e+00,3.231849e+00,1.015610e-01
1046,10,-5.200000e+01,-6.411066e+01,1.781492e+00,2.728790e+00,6.138328e-01
1047,12,-2.200000e+01,-6.410623e+01,1.749279e+00,3.231849e+00,1.112175e-01
1048,11,-4.000000e+01,-6.408714e+01,1.765010e+00,2.982104e+00,3.628714e-01
1049,7,-7.800000e+01,-6.407437e+01,1.837549e+00,1.947483e+00,1.398769e+00
1050,3,-1.030000e+02,-6.406311e+01,1.937399e+00,8.559607e-01,2.491417e+00
1051,9,-6.200000e+01,-6.406243e+01,1.799100e+00,2.471913e+00,8.755331e-01
1052,6,-8.500000e+01,-6.404180e+01,1.859063e+00,1.679934e+00,1.669575e+00
1053,12,-2.300000e+01,-6.400530e+01,1.749510e+00,3.231849e+00,1.213097e-01
1054,11,-4.100000e+01,-6.390672e+01,1.765428e+00,2.982104e+00,3.809129e-01
1055,12,-2.400000e+01,-6.390002e+01,1.749752e+00,3.231849e+00,1.318378e-01
1056,8,-7.100000e+01,-6.389335e+01,1.818098e+00,2.211477e+00,1.152877e+00
1057,10,-5.300000e+01,-6.387676e+01,1.782040e+00,2.728790e+00,6.372226e-01
1058,1,-1.140000e+02,-6.380529e+01,2.014904e+00,2.888725e-01,3.084288e+00
1059,5,-9.200000e+01,-6.379403e+01,1.883031e+00,1.408831e+00,1.965455e+00
1060,12,-2.500000e+01,-6.379039e+01,1.750004e+00,3.231849e+00,1.428007e-01
1061,9,-6.300000e+01,-6.378366e+01,1.799759e+00,2.471913e+00,9.034101e-01
1062,4,-9.800000e+01,-6.377352e+01,1.908924e+00,1.134173e+00,2.242164e+00
1063,2,-1.090000e+02,-6.375421e+01,1.972369e+00,5.741937e-01,2.804074e+00
1064,0,-1.190000e+02,-6.374771e+01,2.078294e+00,0.000000e+00,3.378918e+00
1065,7,-7.900000e+01,-6.372287e+01,1.838398e+00,1.947483e+00,1.433918e+00
1066,11,-4.200000e+01,-6.372201e+01,1.765857e+00,2.982104e+00,3.993845e-01
1067,12,-2.600000e+01,-6.367642e+01,1.750266e+00,3.231849e+00,1.541985e-01
1068,6,-8.600000e+01,-6.365815e+01,1.860000e+00,1.679934e+00,1.707939e+00
1069,10,-5.400000e+01,-6.363861e+01,1.782598e+00,2.728790e+00,6.610375e-01
1070,3,-1.040000e+02,-6.359539e+01,1.938587e+00,8.559607e-01,2.538190e+00
1071,8,-7.200000e+01,-6.357403e+01,1.818862e+00,2.211477e+00,1.184809e+00
1072,12,-2.700000e+01,-6.355810e+01,1.750538e+00,3.231849e+00,1.660302e-01
1073,11,-4.300000e+01,-6.353300e+01,1.766296e+00,2.982104e+00,4.182852e-01
1074,9,-6.400000e+01,-6.350070e+01,1.800430e+00,2.471913e+00,9.317061e-01
1075,12,-2.800000e+01,-6.343544e+01,1.750820e+00,3.231849e+00,1.782960e-01
1076,10,-5.500000e+01,-6.339623e+01,1.783168e+00,2.728790e+00,6.852757e-01
1077,5,-9.300000e+01,-6.337834e+01,1.884059e+00,1.408831e+00,2.007024e+00
1078,7,-8.000000e+01,-6.336728e+01,1.839258e+00,1.947483e+00,1.469477e+00
1079,11,-4.400000e+01,-6.333971e+01,1.766746e+00,2.982104e+00,4.376146e-01
1080,4,-9.900000e+01,-6.332984e+01,1.910035e+00,1.134173e+00,2.286532e+00
1081,12,-2.900000e+01,-6.330845e+01,1.751113e+00,3.231849e+00,1.909951e-01
1082,1,-1.150000e+02,-6.328568e+01,2.016282e+00,2.888725e-01,3.136248e+00
1083,6,-8.700000e+01,-6.327047e+01,1.860948e+00,1.679934e+00,1.746707e+00
1084,2,-1.100000e+02,-6.325860e+01,1.973653e+00,5.741937e-01,2.853636e+00
1085,8,-7.300000e+01,-6.325059e+01,1.819637e+00,2.211477e+00,1.217154e+00
1086,9,-6.500000e+01,-6.321356e+01,1.801112e+00,2.471913e+00,9.604201e-01
1087,0,-1.200000e+02,-6.320414e+01,2.079791e+00,0.000000e+00,3.433275e+00
1088,12,-3.000000e+01,-6.317713e+01,1.751416e+00,3.231849e+00,2.041267e-01
1089,10,-5.600000e+01,-6.314962e+01,1.783748e+00,2.728790e+00,7.099371e-01
1090,11,-4.500000e+01,-6.314214e+01,1.767207e+00,2.982104e+00,4.573717e-01
1091,3,-1.050000e+02,-6.312378e+01,1.939788e+00,8.559607e-01,2.585350e+00
1092,12,-3.100000e+01,-6.304149e+01,1.751729e+00,3.231849e+00,2.176908e-01
1093,7,-8.100000e+01,-6.300763e+01,1.840130e+00,1.947483e+00,1.505443e+00
1094,5,-9.400000e+01,-6.295867e+01,1.885099e+00,1.408831e+00,2.048991e+00
1095,11,-4.600000e+01,-6.294030e+01,1.767678e+00,2.982104e+00,4.775557e-01
1096,8,-7.400000e+01,-6.292303e+01,1.820424e+00,2.211477e+00,1.249910e+00
1097,9,-6.600000e+01,-6.292225e+01,1.801805e+00,2.471913e+00,9.895513e-01
1098,12,-3.200000e+01,-6.290153e+01,1.752052e+00,3.231849e+00,2.316867e-01
1099,10,-5.700000e+01,-6.289879e+01,1.784339e+00,2.728790e+00,7.350200e-01
1100,4,-1.000000e+02,-6.288223e+01,1.911160e+00,1.134173e+00,2.331293e+00
1101,6,-8.800000e+01,-6.287878e+01,1.861908e+00,1.679934e+00,1.785877e+00
1102,1,-1.160000e+02,-6.276230e+01,2.017675e+00,2.888725e-01,3.188586e+00
1103,2,-1.110000e+02,-6.275916e+01,1.974951e+00,5.741937e-01,2.903579e+00
1104,12,-3.300000e+01,-6.275726e+01,1.752386e+00,3.231849e+00,2.461136e-01
1105,13,-0.000000e+00,-6.275670e+01,1.737432e+00,3.478019e+00,0.000000e+00
1106,13,-1.000000e+00,-6.275234e+01,1.737443e+00,3.478019e+00,4.357000e-04
1107,13,-2.000000e+00,-6.274363e+01,1.737462e+00,3.478019e+00,1.307000e-03
1108,11,-4.700000e+01,-6.273419e+01,1.768159e+00,2.982104e+00,4.981659e-01
1109,13,-3.000000e+00,-6.273056e+01,1.737492e+00,3.478019e+00,2.614200e-03
1110,13,-4.000000e+00,-6.271313e+01,1.737532e+00,3.478019e+00,4.356900e-03
1111,13,-5.000000e+00,-6.269135e+01,1.737582e+00,3.478019e+00,6.535100e-03
1112,13,-6.000000e+00,-6.266521e+01,1.737642e+00,3.478019e+00,9.148800e-03
1113,0,-1.210000e+02,-6.265685e+01,2.081304e+00,0.000000e+00,3.488004e+00
1114,3,-1.060000e+02,-6.264831e+01,1.941002e+00,8.559607e-01,2.632897e+00
1115,7,-8.200000e+01,-6.264391e+01,1.841014e+00,1.947483e+00,1.541815e+00
1116,10,-5.800000e+01,-6.264375e+01,1.784941e+00,2.728790e+00,7.605236e-01
1117,13,-7.000000e+00,-6.263472e+01,1.737712e+00,3.478019e+00,1.219780e-02
1118,9,-6.700000e+01,-6.262678e+01,1.802509e+00,2.471913e+00,1.019098e+00
1119,12,-3.400000e+01,-6.260869e+01,1.752730e+00,3.231849e+00,2.609710e-01
1120,13,-8.000000e+00,-6.259988e+01,1.737791e+00,3.478019e+00,1.568220e-02
1121,8,-7.500000e+01,-6.259136e+01,1.821222e+00,2.211477e+00,1.283077e+00
1122,13,-9.000000e+00,-6.256069e+01,1.737881e+00,3.478019e+00,1.960150e-02
1123,5,-9.500000e+01,-6.253504e+01,1.886152e+00,1.408831e+00,2.091354e+00
1124,11,-4.800000e+01,-6.252384e+01,1.768652e+00,2.982104e+00,5.192014e-01
1125,13,-1.000000e+01,-6.251714e+01,1.737981e+00,3.478019e+00,2.395590e-02
1126,6,-8.900000e+01,-6.248308e+01,1.862880e+00,1.679934e+00,1.825446e+00
1127,13,-1.100000e+01,-6.246925e+01,1.738091e+00,3.478019e+00,2.874510e-02
1128,12,-3.500000e+01,-6.245581e+01,1.753084e+00,3.231849e+00,2.762587e-01
1129,4,-1.010000e+02,-6.243072e+01,1.912297e+00,1.134173e+00,2.376443e+00
1130,13,-1.200000e+01,-6.241702e+01,1.738211e+00,3.478019e+00,3.396860e-02
1131,10,-5.900000e+01,-6.238452e+01,1.785554e+00,2.728790e+00,7.864471e-01
1132,13,-1.300000e+01,-6.236044e+01,1.738340e+00,3.478019e+00,3.962660e-02
1133,9,-6.800000e+01,-6.232717e+01,1.803225e+00,2.471913e+00,1.049059e+00
1134,11,-4.900000e+01,-6.230924e+01,1.769154e+00,2.982104e+00,5.406614e-01
1135,13,-1.400000e+01,-6.229951e+01,1.738480e+00,3.478019e+00,4.571900e-02
1136,12,-3.600000e+01,-6.229865e+01,1.753449e+00,3.231849e+00,2.919754e-01
1137,7,-8.300000e+01,-6.227615e+01,1.841909e+00,1.947483e+00,1.578591e+00
1138,2,-1.120000e+02,-6.225593e+01,1.976263e+00,5.741937e-01,2.953902e+00
1139,8,-7.600000e+01,-6.225560e+01,1.822032e+00,2.211477e+00,1.316653e+00
1140,1,-1.170000e+02,-6.223517e+01,2.019083e+00,2.888725e-01,3.241299e+00
1141,13,-1.500000e+01,-6.223425e+01,1.738630e+00,3.478019e+00,5.224510e-02
1142,3,-1.070000e+02,-6.216900e+01,1.942230e+00,8.559607e-01,2.680829e+00
1143,13,-1.600000e+01,-6.216465e+01,1.738790e+00,3.478019e+00,5.920470e-02
1144,12,-3.700000e+01,-6.213719e+01,1.753823e+00,3.231849e+00,3.081213e-01
1145,10,-6.000000e+01,-6.212109e+01,1.786178e+00,2.728790e+00,8.127896e-01
1146,5,-9.600000e+01,-6.210748e+01,1.887217e+00,1.408831e+00,2.134110e+00
1147,0,-1.220000e+02,-6.210586e+01,2.082831e+00,0.000000e+00,3.543103e+00
1148,13,-1.700000e+01,-6.209072e+01,1.738960e+00,3.478019e+00,6.659770e-02
1149,11,-5.000000e+01,-6.209041e+01,1.769668e+00,2.982104e+00,5.625448e-01
1150,6,-9.000000e+01,-6.208340e+01,1.863865e+00,1.679934e+00,1.865415e+00
1151,9,-6.900000e+01,-6.202343e+01,1.803951e+00,2.471913e+00,1.079433e+00
1152,13,-1.800000e+01,-6.201246e+01,1.739140e+00,3.478019e+00,7.442400e-02
1153,4,-1.020000e+02,-6.197533e+01,1.913447e+00,1.134173e+00,2.421983e+00
1154,12,-3.800000e+01,-6.197145e+01,1.754209e+00,3.231849e+00,3.246949e-01
1155,13,-1.900000e+01,-6.192987e+01,1.739330e+00,3.478019e+00,8.268290e-02
1156,8,-7.700000e+01,-6.191575e+01,1.822853e+00,2.211477e+00,1.350637e+00
1157,7,-8.400000e+01,-6.190436e+01,1.842816e+00,1.947483e+00,1.615769e+00
1158,11,-5.100000e+01,-6.186734e+01,1.770192e+00,2.982104e+00,5.848513e-01
1159,10,-6.100000e+01,-6.185349e+01,1.786813e+00,2.728790e+00,8.395496e-01
1160,13,-2.000000e+01,-6.184296e+01,1.739530e+00,3.478019e+00,9.137420e-02
1161,12,-3.900000e+01,-6.180144e+01,1.754604e+00,3.231849e+00,3.416963e-01
1162,13,-2.100000e+01,-6.175172e+01,1.739740e+00,3.478019e+00,1.004977e-01
1163,2,-1.130000e+02,-6.174892e+01,1.977589e+00,5.741937e-01,3.004604e+00
1164,9,-7.000000e+01,-6.171556e+01,1.804689e+00,2.471913e+00,1.110220e+00
1165,1,-1.180000e+02,-6.170431e+01,2.020504e+00,2.888725e-01,3.294386e+00
1166,3,-1.080000e+02,-6.168585e+01,1.943470e+00,8.559607e-01,2.729143e+00
1167,6,-9.100000e+01,-6.167974e+01,1.864861e+00,1.679934e+00,1.905781e+00
1168,5,-9.700000e+01,-6.167599e+01,1.888295e+00,1.408831e+00,2.177259e+00
1169,13,-2.200000e+01,-6.165617e+01,1.739960e+00,3.478019e+00,1.100527e-01
1170,11,-5.200000e+01,-6.164006e+01,1.770726e+00,2.982104e+00,6.075796e-01
1171,12,-4.000000e+01,-6.162716e+01,1.755010e+00,3.231849e+00,3.591244e-01
1172,10,-6.200000e+01,-6.158173e+01,1.787458e+00,2.728790e+00,8.667261e-01
1173,8,-7.800000e+01,-6.157185e+01,1.823685e+00,2.211477e+00,1.385028e+00
1174,13,-2.300000e+01,-6.155631e+01,1.740190e+00,3.478019e+00,1.200393e-01
1175,0,-1.230000e+02,-6.155118e+01,2.084374e+00,0.000000e+00,3.598571e+00
1176,7,-8.500000e+01,-6.152856e+01,1.843735e+00,1.947483e+00,1.653350e+00
1177,4,-1.030000e+02,-6.151607e+01,1.914610e+00,1.134173e+00,2.467909e+00
1178,13,-2.400000e+01,-6.145214e+01,1.740431e+00,3.478019e+00,1.304566e-01
1179,12,-4.100000e+01,-6.144861e+01,1.755427e+00,3.231849e+00,3.769786e-01
1180,11,-5.300000e+01,-6.140856e+01,1.771272e+00,2.982104e+00,6.307289e-01
1181,9,-7.100000e+01,-6.140358e+01,1.805438e+00,2.471913e+00,1.141418e+00
1182,13,-2.500000e+01,-6.134366e+01,1.740681e+00,3.478019e+00,1.413044e-01
1183,10,-6.300000e+01,-6.130580e+01,1.788115e+00,2.728790e+00,8.943185e-01
1184,6,-9.200000e+01,-6.127213e+01,1.865870e+00,1.679934e+00,1.946542e+00
